,SARS,MERS,Influenza,Ebola
TUBB3,,0.2200669454080818,,0.18428983295351628
PICALM,,0.016076024205327954,0.05786255056400096,0.034504146275149535
GALNT12,,0.016076024205327954,,
CDC42EP2,,0.03217182048942406,0.08748528378805417,
FBLN1,,0.08354046749958863,0.1526992494838621,0.10457260158104836
CSNK1A1,,0.016076024205327954,,
PIGS,,0.016076024205327954,,0.034937466014138115
SYTL5,,0.016076024205327954,0.028866645140458513,0.035600190320826536
SLC7A6,,0.016076024205327954,,0.034504146275149535
ADIPOR1,,0.016076024205327954,,0.10643853581993182
ABLIM1,,0.08307829155800509,,
CUL4A,,0.016076024205327954,,0.034937466014138115
WDR1,,0.016076024205327954,0.20919848426024795,0.06969870875044394
TMCO3,,0.016076024205327954,,
ATP13A2,,0.016076024205327954,0.05845989570726512,0.10889643231268227
FBXO18,,0.016076024205327954,0.09146969440714428,
NCOA4,,0.016076024205327954,0.0896130967364532,
WDR6,,0.016076024205327954,,
EIF2AK1,,0.016076024205327954,,0.06985316571405925
TOMM70A,,0.016076024205327954,0.12114189990591982,
DPAGT1,,0.016076024205327954,0.029428479173393612,
STK38,,0.016076024205327954,0.09146969440714428,
TJP3,,0.016076024205327954,,
LETM1,,0.0323499730342011,,0.10708989185425216
ECHDC1,,0.016076024205327954,0.02934452696157572,
BCL11A,,0.016076024205327954,0.0872490938730116,0.07105220197032719
CYFIP2,,0.016076024205327954,,
EML1,,0.016076024205327954,,
AGPAT6,,0.016076024205327954,,
ZSCAN2,,0.04891656587057108,0.028866645140458513,0.1784335599732718
PPT1,,0.016076024205327954,,
PRKAR1A,,0.03240307764076778,,
OSBPL9,,0.03208649755560644,0.09146969440714428,0.034937466014138115
GSPT1,,0.016076024205327954,0.2746528392351058,0.03553221859706362
APEX1,,0.03240307764076778,0.2172791017532984,0.034937466014138115
EXOC6B,,0.016076024205327954,,
PACSIN3,,0.016076024205327954,,
EWSR1,,0.016076024205327954,0.02975783015821763,
OXA1L,,0.016076024205327954,0.18543057157523143,
IWS1,,0.016076024205327954,0.1781570755010741,
MADD,,0.016076024205327954,,0.13694860474721995
ZKSCAN5,,0.016076024205327954,,
PHLDA2,,0.03217182048942406,0.12063143565676246,0.3527734227544395
CDC37,,0.016076024205327954,0.029544720697449144,
TFG,,0.03240307764076778,0.24647481545953123,
LGALS8,,0.016076024205327954,,0.07033991756108425
ZFP62,,0.016076024205327954,,0.1055672417524106
ERLIN1,,0.016076024205327954,,
DHX38,,0.016076024205327954,,
PRPS2,,0.09934694326988824,,
FARP1,,0.016076024205327954,,0.1058287550310858
EXOC3,,0.016076024205327954,,
TJP2,,0.016076024205327954,0.11258512231551746,0.06989828163218419
ANKRD17,,0.016076024205327954,,
RAD52,,0.016281792678120147,,0.07290984754770061
GMFG,,0.016281792678120147,,0.14407070429635077
DISP2,,0.049440172634788435,,
GALNT9,,0.016281792678120147,,
PALLD,,0.016281792678120147,,0.18590499767563212
COL4A4,,0.1160318807766527,0.21674503458600966,0.07290984754770061
RASSF3,,0.17406311661972396,,0.07290984754770061
TRAPPC3,,0.016281792678120147,,0.035600190320826536
SNRPD3,,0.016281792678120147,,0.035107395323545405
STRN,,0.048987393390092976,,
SLCO4C1,,0.0832397708181778,,0.304766820383899
FBXO44,,0.016281792678120147,,0.25205888191423226
DDX31,,0.016281792678120147,,
PPIL2,,0.016281792678120147,0.02975783015821763,0.035600190320826536
PRKACA,,0.016281792678120147,,
NRGN,,0.03289422858338881,,0.07017657222860973
LZTR1,,0.016281792678120147,,0.21739288186857733
SLC25A20,,0.032465013602156194,,0.2217981519848941
ROBO4,,0.016281792678120147,,0.10748959123101426
MAP3K10,,0.016281792678120147,,0.10902714297618671
VASH2,,0.016281792678120147,0.028866645140458513,
YPEL1,,0.016029653845262108,0.05939043817880671,
HYLS1,,0.016029653845262108,,
HK2,,0.10004511453887534,0.12409290751014469,0.07100707037606674
GALNT14,,0.016029653845262108,0.02997093961898612,
ACE2,,0.016029653845262108,,0.07290984754770061
DEPDC1B,,0.03269897170640918,,
PLK4,,0.03267808849229439,,
KRT23,,0.11692363008744468,0.0293186955117856,0.34891340420079875
LPHN2,,0.016029653845262108,0.029176622537939945,
FZD8,,0.03202901788554158,,
CDC42EP1,,0.049618293251391964,,0.21705517855886203
VAMP4,,0.032401516431747386,,
PDE7A,,0.04874294518491785,0.028866645140458513,
SLC22A4,,0.01600357051772507,,
PLOD3,,0.01600357051772507,,0.1392006529746435
GZF1,,0.06574845647776895,,
LONRF1,,0.01600357051772507,0.029531804972554084,
DEDD,,0.01600357051772507,,
NANOS1,,0.01600357051772507,,0.035540715062533985
NUMB,,0.03232658759437237,0.0289505973522764,0.10608087481521086
SFT2D3,,0.01600357051772507,0.2184616090219086,
GPR146,,0.06673195779090879,,
KLF9,,0.01600357051772507,,
NT5C2,,0.01600357051772507,0.09146969440714428,
PPP1CB,,0.01600357051772507,0.02975783015821763,
MXRA7,,0.01600357051772507,0.028866645140458513,0.03461460032626427
VAC14,,0.01600357051772507,0.028866645140458513,0.10484413780475421
WDR35,,0.01600357051772507,0.05919634723390603,
GOSR2,,0.01600357051772507,0.059002622456463726,
PELO,,0.01600357051772507,0.029635130771714563,
KTI12,,0.03232658759437237,,
CLDN23,,0.01600357051772507,,
FKBP9,,0.01600357051772507,0.029577010009686797,
CTSC,,0.049489773318510684,0.029053923151436872,0.03441918162044589
GKAP1,,0.01600357051772507,,
KLHL21,,0.01600357051772507,,0.3294023461153952
PHF14,,0.01600357051772507,0.02837584759444624,0.034937466014138115
AFMID,,0.01600357051772507,,0.14082962814503885
PMS1,,0.01600357051772507,,0.034937466014138115
EID3,,0.03232658759437237,,0.07289717339210505
GOLGA2,,0.01600357051772507,0.028995802389409107,0.10769867561088577
RPUSD1,,0.01600357051772507,,
DDX28,,0.01600357051772507,0.060262135479106346,
NFIB,,0.11834957892303496,0.05903789421057546,0.07089699255220529
SLC35E1,,0.01600357051772507,0.1158762310995596,0.035540715062533985
ATF4,,0.04924355853785735,,0.034937466014138115
DDX6,,0.01600357051772507,,0.1338353570846334
TTF1,,0.01600357051772507,,
MTERFD3,,0.01600357051772507,0.12409290751014469,
GNPTAB,,0.01600357051772507,,
ZBTB5,,0.01600357051772507,,
ATG4A,,0.01600357051772507,,
HS3ST1,,0.1512985057860603,0.18842290161472403,
RASSF1,,0.016328163038185992,,0.07289717339210505
TMEM2,,0.06689603279991815,0.11654503662714184,0.10734121635422283
SRGAP1,,0.067126891077383,,
GPM6A,,0.08452985991811263,,
SLC12A7,,0.067126891077383,,
SETD4,,0.05019903492917554,,
TGFBR2,,0.016328163038185992,0.02975783015821763,0.10790568736109389
NSD1,,0.016328163038185992,,
SCAMP5,,0.016328163038185992,,0.03541326808047852
SNRPE,,0.049834249394681104,,0.14152686512862478
SLC37A2,,0.09985796261004458,,0.07055519793064949
LSM5,,0.016328163038185992,,
EGFL7,,0.03292533117749167,,
CASKIN2,,0.03292533117749167,,
PARP1,,0.03292533117749167,0.0902483600636947,0.0353452963567156
HIVEP3,,0.067126891077383,0.15408175317117376,0.07290984754770061
CEP250,,0.03292533117749167,,
HEATR3,,0.049917105462210544,,
SLC39A8,,0.016328163038185992,,
SPRYD4,,0.016328163038185992,0.029163706813044886,
ENY2,,0.049917105462210544,,
LRRC20,,0.1025193179038888,,0.07019039074210073
PTTG1IP,,0.03292533117749167,,
SMAD6,,0.08275149631511362,,0.035285821098423056
FMR1,,0.016328163038185992,,
DYNLT3,,0.016328163038185992,,
FKBP7,,0.016328163038185992,,
C1GALT1C1,,0.03292533117749167,,
RPS26,,0.03301199564759446,,
XPR1,,0.06694264952794933,,
LRP4,,0.016328163038185992,0.09013371194303166,
BSDC1,,0.016328163038185992,,
MAST3,,0.016328163038185992,,0.1057836900863553
POP4,,0.016328163038185992,,
MRE11A,,0.016328163038185992,,
SCMH1,,0.05019903492917554,,
WDR81,,0.016328163038185992,,
MICALCL,,0.12000867389658441,0.05936760977771733,
ABCB9,,0.016328163038185992,0.028995802389409107,0.035107395323545405
ST7L,,0.06761762536952916,,0.07290984754770061
BLMH,,0.03292533117749167,0.059358253485842886,
PPARGC1B,,0.03292533117749167,,
MGAT1,,0.016328163038185992,0.02997093961898612,
HSPA5,,0.016328163038185992,0.11953506190603118,
ADSSL1,,0.06761762536952916,,
ZFAND2A,,0.1028532816384873,0.029577010009686797,
RAB13,,0.08453031637485382,,0.07038652271208683
RHBDD3,,0.016328163038185992,0.029538262835001616,
WDR24,,0.016328163038185992,0.06086289897788554,
NRAS,,0.016328163038185992,,0.034623096791734635
ZBTB39,,0.03292533117749167,0.05939043817880671,
CAMSAP1,,0.016328163038185992,0.02975783015821763,0.2205140145512457
DISC1,,0.03292533117749167,0.06086289897788554,
UNG,,0.08319760423599765,,
GABBR1,,0.03292533117749167,,0.14396069312857557
PAFAH2,,0.016328163038185992,,
LIPA,,0.08403173600837312,0.028995802389409107,0.07289717339210505
CXXC5,,0.03292533117749167,,0.034937466014138115
SPDEF,,0.03292533117749167,,
SLC7A11,,0.1036591320120692,0.029577010009686797,0.035540715062533985
FUCA1,,0.06779792203217863,,
PPAP2A,,0.1036591320120692,,0.0353452963567156
PINK1,,0.13526473321501056,0.028995802389409107,
HDAC11,,0.01658609816605226,,
BAG2,,0.05057592576663671,,
SLC41A3,,0.1036591320120692,,
PRKCE,,0.06758594552269329,,
WDR54,,0.03340965898278413,0.12176984290896917,
CBS,,0.05012771618283917,0.02997093961898612,
SLC1A1,,0.05074361831716313,0.15207009239217809,0.03484400489396411
MRAS,,0.03349512495931303,0.08966484241473592,0.10901184483274876
STXBP6,,0.1036591320120692,,
GTF2H5,,0.01658609816605226,,
FADS3,,0.05074361831716313,,
RBL2,,0.05064157721247678,,
CAMTA2,,0.05064157721247678,,
ENDOD1,,0.01658609816605226,,
GNB5,,0.03309240455341242,,
TMEM19,,0.03340965898278413,0.08755002973463213,0.0707336001913241
TFPI,,0.1036591320120692,0.029176622537939945,0.03461460032626427
GAL3ST1,,0.05071456026809098,,
NOV,,0.05071456026809098,0.05975838416482671,
LRRC1,,0.1036591320120692,0.02997093961898612,0.035056416530723215
NR1H3,,0.1036591320120692,,0.07289717339210505
LARP6,,0.04975447927484561,,0.10901184483274876
PDLIM1,,0.1362718805896969,0.09146969440714428,
SATB1,,0.06813645732413563,0.02935744268647078,
SLC7A7,,0.08577415947757898,,
DHX34,,0.06833405404721579,,0.035540715062533985
FBXO30,,0.03349512495931303,,
EDEM1,,0.03349512495931303,0.11881987166087522,
HSPE1,,0.06732056267265013,,
SCARA3,,0.01658609816605226,,0.10902714297618671
RUFY2,,0.03349512495931303,0.0866540649035901,
SERINC3,,0.03309240455341242,0.029596383597029385,
ALDH6A1,,0.22290270592936529,0.05990399279458528,0.18673392559554933
CTHRC1,,0.01658609816605226,,
SASH1,,0.068056852457569,,
BEX2,,0.19064632716777474,,
RASSF8,,0.03349512495931303,,
AARS,,0.049788539596546943,0.09020183206471548,0.0696940686143199
FKBP1B,,0.03319529415391019,,
MC1R,,0.06833405404721579,0.05987777140022912,
CD302,,0.1036591320120692,0.02937681627381337,0.10901184483274876
AMOT,,0.1036591320120692,0.18180996581163622,0.25459547472082794
SPTLC2,,0.03348271344977443,0.029053923151436872,
MEF2A,,0.11812108805933366,,
MBD2,,0.05071456026809098,,
ITPR1,,0.06732785910508784,0.06015547850715905,
KLF11,,0.08303534582046648,0.028995802389409107,
PGM5,,0.15188258195705964,,0.22499409627799752
GTF2I,,0.06696363934375675,,
MXI1,,0.06813645732413563,,0.07089699255220529
SNCAIP,,0.1036591320120692,,
NTAN1,,0.06833405404721579,,
CLIP4,,0.03319529415391019,0.11999525998060516,
DEPDC5,,0.01658609816605226,,
RCBTB2,,0.1036591320120692,0.05990399279458528,
COPS7B,,0.05071456026809098,,
WFS1,,0.06833405404721579,,0.034623096791734635
NEIL1,,0.03336210085734774,,
KIFAP3,,0.01652233892096172,0.05964518690312524,
PNO1,,0.04993657595008224,,
WDR19,,0.10086307949024663,,
STX11,,0.03287746448849236,,
EHD3,,0.01652233892096172,,
VAMP5,,0.06789732647762949,,
KLHDC2,,0.050572340943899285,0.3162475922954196,
NICN1,,0.01652233892096172,0.029577010009686797,
CTNNBIP1,,0.06812478044258335,,
INSR,,0.06812478044258335,,0.10590967470643656
KLHL3,,0.06812478044258335,0.02988698740716823,
AUH,,0.03336210085734774,0.12009381374745737,
SMAD9,,0.06812478044258335,0.028995802389409107,0.14120511813879616
ITM2B,,0.08558637355760278,0.05883137417891704,0.1064362583911892
DND1,,0.03336210085734774,0.14981194100115822,0.17683642445328368
FRAS1,,0.01652233892096172,0.12008014936320166,0.034623096791734635
DHRS3,,0.11820437706499153,,
TGFBR3,,0.06682931167424076,,
ABHD6,,0.06812478044258335,,
LMBRD1,,0.06812478044258335,,0.034937466014138115
SKAP2,,0.01652233892096172,0.029176622537939945,
DSG2,,0.03336210085734774,,0.03484400489396411
CCNDBP1,,0.01652233892096172,0.05990399279458528,
DPP4,,0.10149451705022068,0.02937681627381337,
PIGX,,0.01652233892096172,,
IL18,,0.01652233892096172,0.08783731726263665,0.2269376161613705
KBTBD11,,0.08558637355760278,,0.035600190320826536
ACAD10,,0.03336210085734774,,
EPS15,,0.0506043459046383,0.11710345354668378,
ZER1,,0.016615079641093412,,0.034937466014138115
KIF13B,,0.016615079641093412,0.1859540327475596,
NLE1,,0.016615079641093412,0.029079754601226998,
STEAP1,,0.06706184521151358,,0.07013574373355891
PLCB4,,0.016615079641093412,,
ZMIZ1,,0.08396812668950115,0.11904910652617598,0.1782401648535818
PLCE1,,0.033519023820301926,0.08904260619390034,
CD3EAP,,0.03324293810497335,0.08809270679849095,0.035056416530723215
CENPH,,0.06760408523855879,0.029635130771714563,0.03484400489396411
BUB1,,0.03331874767675648,0.029176622537939945,
FBN1,,0.03324285687714801,,
NUAK1,,0.033519023820301926,0.0890399196431615,0.0704218332074226
TMEM129,,0.016615079641093412,0.05956135991740784,
PDGFC,,0.033519023820301926,,
SLC25A29,,0.050833975238207915,0.0919098213296002,
GRN,,0.13530202649457548,0.5028239146039021,0.14051080665918012
PFAS,,0.016615079641093412,,
PDE2A,,0.08392744587344646,,
ARHGAP18,,0.016615079641093412,0.06011981997876229,
AURKA,,0.1187782982247717,0.08956907390337075,0.034937466014138115
PPP1R9A,,0.13731563617092135,0.18231308589298995,
RHPN2,,0.03353939667845751,,
MAP3K3,,0.050833975238207915,,
MELK,,0.1013590540047649,,
SRXN1,,0.050833975238207915,,0.07289717339210505
NCAPG2,,0.08456117252508655,0.11431284532808411,
PCDHB14,,0.016615079641093412,,
ABCA5,,0.11882214641739595,,0.07289717339210505
SHCBP1,,0.1187782982247717,0.0293186955117856,
METTL1,,0.016615079641093412,,
WDR4,,0.016615079641093412,,
EIF4EBP1,,0.016615079641093412,,
IQCK,,0.016615079641093412,0.028866645140458513,
CABLES1,,0.049907354693923725,,0.035056416530723215
RRP9,,0.03353939667845751,,
MFAP2,,0.050833975238207915,0.029564094284791734,
ACOT7,,0.016615079641093412,0.060152646653633644,
PTPRS,,0.016615079641093412,,0.10899271882270523
LRP5,,0.016615079641093412,,0.14327582176480008
RPS6KA2,,0.050833975238207915,,0.07153490153631145
MDFIC,,0.050833975238207915,,
PHF19,,0.033519023820301926,0.029648046496609622,
GUSB,,0.016615079641093412,0.09021532884232415,0.034623096791734635
SLC45A3,,0.0674716013223917,,
FCGRT,,0.06736169054113426,,
TSC22D3,,0.06689540014738388,,0.10901184483274876
DTX4,,0.016615079641093412,0.02937681627381337,0.2179384839715767
KIF11,,0.03331874767675648,,
RFC3,,0.016615079641093412,,0.034623096791734635
NPHP3,,0.016615079641093412,0.06015547850715905,
CENPL,,0.03331874767675648,,
PSMD12,,0.016615079641093412,,
STOX2,,0.03353939667845751,,
TK2,,0.016615079641093412,0.15045710527933198,
HELLS,,0.03331874767675648,,
ULK2,,0.03324285687714801,,0.03541326808047852
GSG2,,0.016615079641093412,,
SLC26A11,,0.016615079641093412,0.05990022412301705,0.07290984754770061
SALL2,,0.016615079641093412,0.08871035094729104,0.06965646940319321
BMP4,,0.033519023820301926,,
PLEKHA7,,0.050833975238207915,0.2812253796356297,
WIPI1,,0.016615079641093412,,
F2RL1,,0.033519023820301926,,0.14645252972405076
ALG13,,0.016615079641093412,,
TSPAN6,,0.016615079641093412,,
MYRIP,,0.050833975238207915,0.02935744268647078,0.07055519793064949
YARS,,0.016615079641093412,0.02935098482402325,
NTN4,,0.033519023820301926,,
PTPN3,,0.033519023820301926,0.029577010009686797,
ECHDC2,,0.033118834248657504,,
ZDHHC3,,0.016615079641093412,,
PDSS1,,0.03353939667845751,,
SLC2A12,,0.03353939667845751,,
RRS1,,0.016615079641093412,,
BYSL,,0.016615079641093412,,
USP19,,0.016275996383111915,0.029841782370035517,
HSD17B7,,0.016275996383111915,,
ZBTB9,,0.016275996383111915,,0.03541326808047852
IMMT,,0.016275996383111915,0.12168866664899092,
KCNK5,,0.016275996383111915,0.15442207852745474,0.215545844046031
GPR180,,0.016275996383111915,,0.07105220197032719
ZCCHC6,,0.016275996383111915,,0.035107395323545405
GRB14,,0.032624816832275576,,
FBXL18,,0.016275996383111915,0.11624723116091887,0.1368515668661398
SLC19A1,,0.016275996383111915,,0.035600190320826536
TBXAS1,,0.03278640247675103,,0.03541326808047852
PSME4,,0.016275996383111915,,
DGKG,,0.016275996383111915,,0.10773888684800616
UBE4B,,0.016275996383111915,,
LRRC27,,0.016275996383111915,0.11605512869585749,0.14320408079485314
ATP9B,,0.016275996383111915,,
EXOSC3,,0.016275996383111915,0.18566602283273106,
RFWD3,,0.016275996383111915,0.0594157290956821,
PDCD1,,0.10081958498703032,0.059289817421930645,
INPP4B,,0.016275996383111915,,
SUCLA2,,0.016275996383111915,,
MYCBPAP,,0.016275996383111915,0.15272596216922338,
RPS6,,0.016275996383111915,,
CDH3,,0.016275996383111915,0.12098362023933856,0.0703414067939619
DGKZ,,0.016275996383111915,,
SERPINB5,,0.016275996383111915,,0.03541326808047852
FOLR1,,0.016275996383111915,0.05933508586468386,0.07290984754770061
HIRA,,0.016275996383111915,,0.07011650127716611
PRRG1,,0.016275996383111915,,0.10694759091477059
RUNX3,,0.04977980402387471,,0.03541326808047852
SIRT6,,0.016275996383111915,0.02975783015821763,
YWHAB,,0.016275996383111915,,
FBXO33,,0.016275996383111915,0.029053923151436872,
ATP2B1,,0.016275996383111915,0.029538262835001616,0.06995797635637449
BBS12,,0.016275996383111915,0.06086289897788554,
ZFP14,,0.016275996383111915,0.058001511114450496,
KLK10,,0.016275996383111915,,0.14277765645106089
GTF2H3,,0.016275996383111915,,
PRSS16,,0.016275996383111915,0.029577010009686797,
CRADD,,0.016275996383111915,,0.07153490153631145
FCF1,,0.04959067130368402,,0.06984368949011675
B3GALNT1,,0.016275996383111915,,0.035659665579119086
ZFP64,,0.016275996383111915,,0.034623096791734635
MOAP1,,0.016275996383111915,,
KLHL28,,0.016275996383111915,,
BARX2,,0.016275996383111915,,
CGN,,0.016275996383111915,0.15411818301585495,0.034623096791734635
ARFRP1,,0.016275996383111915,0.2261520549363313,0.07112774526756277
GSTT2,,0.016275996383111915,,
TRIM11,,0.016275996383111915,,
TPP2,,0.016275996383111915,,
SOCS5,,0.016325264890681875,,
PDAP1,,0.016325264890681875,,
NCL,,0.016325264890681875,,
RNF168,,0.016325264890681875,,
SH3BP5,,0.016325264890681875,,
PDIA3,,0.016325264890681875,0.150884929651645,
FIBP,,0.016325264890681875,0.02935098482402325,
SEC13,,0.016325264890681875,0.14767783349141148,0.0353452963567156
P2RY2,,0.016325264890681875,,
YWHAQ,,0.016325264890681875,0.2712909029759084,
CSNK1D,,0.016325264890681875,0.02935098482402325,0.07004147529240382
PITX1,,0.016325264890681875,0.08958478776404065,
NECAP2,,0.016325264890681875,,
RPRML,,0.016325264890681875,,0.03469956498096791
DNAJC18,,0.016325264890681875,0.08750230824915596,
ELF4,,0.016325264890681875,,
PSMC5,,0.016325264890681875,0.15335739098820517,
NPM2,,0.016325264890681875,,
TMEM50A,,0.016325264890681875,,
CAB39L,,0.016325264890681875,0.02975783015821763,
MSI2,,0.016325264890681875,,0.03553221859706362
RHBG,,0.016325264890681875,,0.146620580430191
DONSON,,0.016325264890681875,,
GRASP,,0.016325264890681875,0.2430924249700351,
SIL1,,0.016325264890681875,0.029163706813044886,
C1QTNF6,,0.03337624829236122,,0.07290984754770061
PUS3,,0.016458579675871183,0.21875210509232454,
CCDC84,,0.016458579675871183,,
CACYBP,,0.016458579675871183,0.18826155639093736,
CHST7,,0.016458579675871183,,
UGP2,,0.05048337367108545,,
HMGB2,,0.06690058701364429,,
STOM,,0.05048337367108545,,
MERTK,,0.016458579675871183,,
TMEM9B,,0.03337624829236122,,
PTPRK,,0.016458579675871183,0.09104645231367903,0.0353452963567156
P4HA2,,0.01663536667362222,0.11979067401006474,0.10657971178617284
LOXL1,,0.033579883385287876,,
NR2F2,,0.033579883385287876,0.2551859941821951,0.035540715062533985
AXL,,0.033579883385287876,0.029596383597029385,
PCMTD2,,0.1537754421282037,,0.03553221859706362
GPRC5B,,0.033579883385287876,0.02988698740716823,0.10593299335603268
SPEN,,0.033579883385287876,0.11836855411112564,0.1416483212444332
SAP30L,,0.033579883385287876,,0.034937466014138115
UTRN,,0.01663536667362222,0.05818875583747808,0.10460932152130767
CTSH,,0.033579883385287876,,
YPEL5,,0.01663536667362222,,
LYAR,,0.01663536667362222,0.09019080975766343,
PDCL,,0.01663536667362222,0.02975783015821763,0.17965965200801437
CXADR,,0.01663536667362222,0.14785368624873974,
CCPG1,,0.05018761378832749,,
THSD1,,0.033579883385287876,0.0902998742330587,
MYBL2,,0.05024075056600756,,0.06953079382445537
MYH10,,0.03295821516421692,0.029163706813044886,
CTDSP2,,0.03326141104940289,,
IRF2BP2,,0.05024075056600756,0.029079754601226998,
IFNGR1,,0.01663536667362222,0.02975783015821763,
SRM,,0.05018761378832749,,0.06953079382445537
BICC1,,0.033579883385287876,,0.03553221859706362
ARHGAP22,,0.033579883385287876,,0.42605975323823075
CELSR1,,0.033579883385287876,0.08972411409967865,0.03447016041326808
RPS6KA5,,0.01663536667362222,0.02975783015821763,0.21055745528783856
EBNA1BP2,,0.0333495493702988,,
MECP2,,0.033579883385287876,,
CPNE7,,0.033579883385287876,,0.29883282706629677
IPO4,,0.016600588903572834,,0.14014273756003512
PLCG2,,0.016600588903572834,,
PYCRL,,0.016600588903572834,0.029538262835001616,
GLTSCR2,,0.016600588903572834,,
STX7,,0.016600588903572834,,
LGALS3,,0.1015187293201825,,0.10671750741698488
TMEM171,,0.067025789872467,0.11953582845448653,0.10773888684800616
IL13RA1,,0.016600588903572834,,
POLR3G,,0.016600588903572834,,
CPNE8,,0.016600588903572834,,
HIST1H2BM,,0.016600588903572834,,0.06978756108676504
PRPSAP1,,0.016600588903572834,,
SULF2,,0.016600588903572834,0.06005203857788168,
MYO5C,,0.016600588903572834,0.029163706813044886,0.03484400489396411
PTPRM,,0.016600588903572834,,
EMP3,,0.04968302242575795,,0.07105220197032719
FAH,,0.016600588903572834,,
TOMM40,,0.016600588903572834,,0.07290984754770061
TNFRSF11A,,0.016600588903572834,,
CNN3,,0.016600588903572834,0.14210131759575625,0.034937466014138115
CYP26B1,,0.06756362839023511,,
TIMELESS,,0.033184597113439775,0.02997093961898612,
PDE8B,,0.1574888367304404,,
SORT1,,0.10201090090401548,0.3085606060248857,
TOR1AIP2,,0.01633395933319422,,
PCOLCE2,,0.1574888367304404,,
SLC9A3R2,,0.08479257497247436,,
MALT1,,0.05041050270140379,,
DAXX,,0.1203039588467933,0.19992457289626306,0.03447016041326808
MITD1,,0.08509003159477516,,
BTBD3,,0.01633395933319422,0.1522365707346354,
PSME1,,0.05041050270140379,0.12226794951205076,
TMPRSS3,,0.08509832386008065,,
TUBB6,,0.1574888367304404,,0.07289717339210505
ARSJ,,0.033184597113439775,,
LITAF,,0.033184597113439775,0.14549545381200543,
INPP1,,0.01633395933319422,0.09146969440714428,
DNAJC19,,0.05041050270140379,,
SFTPB,,0.08509832386008065,0.0289505973522764,
CXCL16,,0.08470585986222143,,0.03553221859706362
EPPK1,,0.01633395933319422,0.11999361034972189,0.10643853581993182
DCK,,0.05015788806731954,0.02975783015821763,
IRF5,,0.06729826232072043,0.1526583183250215,0.034937466014138115
GSTM1,,0.1574888367304404,,
EXOSC9,,0.05041050270140379,,
TFDP2,,0.12055861616169967,,
TCIRG1,,0.06729826232072043,,
FKBP5,,0.1574888367304404,0.02837584759444624,
RRBP1,,0.13872378137173214,,0.06964822375589172
ALDH1B1,,0.033184597113439775,,
SPINK5,,0.033184597113439775,,
MORC3,,0.033184597113439775,,
PLAGL1,,0.03317054163445498,,
CASP4,,0.1574888367304404,,
SMOX,,0.01633395933319422,0.029577010009686797,0.182280725905435
MAPK3,,0.06761298635628728,,0.07171517709518449
SMPDL3B,,0.05034614677133832,,
EHMT1,,0.06761298635628728,0.02837584759444624,0.1409780128080374
HEXIM2,,0.08509003159477516,,0.034623096791734635
PTPN6,,0.08485035720398498,0.05883137417891704,
DBP,,0.08510839480198407,,
GMPPB,,0.033184597113439775,,
IGSF9,,0.05041050270140379,,
SLC7A1,,0.06756362839023511,,0.2160199108078354
GZMB,,0.13872378137173214,,
TOR1AIP1,,0.033184597113439775,,
PCGF5,,0.1203039588467933,0.21397538216698864,0.035056416530723215
NLGN2,,0.033184597113439775,,
CCR5,,0.1388407507263999,,
SLC1A4,,0.08509832386008065,,0.034623096791734635
VAV1,,0.12072212104875318,,
CCDC25,,0.03313803109137955,,
SAP30,,0.06729826232072043,,
GOLT1A,,0.05041050270140379,,
RDM1,,0.1203039588467933,,
SLC12A6,,0.03301983949684146,,
CARS,,0.05041050270140379,0.02935098482402325,
SUV39H2,,0.05041050270140379,,
RALGPS1,,0.08509832386008065,0.0903733182075862,
HLF,,0.033184597113439775,,0.07056082566331373
OCIAD2,,0.1026814154532753,,0.03469956498096791
PTPRU,,0.08506413244434576,0.11813264515174436,
MYO1B,,0.102607217308281,0.029176622537939945,0.035285821098423056
TMEM50B,,0.08506413244434576,,0.03469956498096791
SCARB2,,0.016331061185690107,,
AASS,,0.08484578315225545,0.02997093961898612,0.03495445894507884
TMEM176B,,0.016331061185690107,,0.03553221859706362
TMEM110,,0.050119131585449006,,
TXNRD3,,0.016331061185690107,0.029531804972554084,
PPM1H,,0.050505699296070655,0.029531804972554084,0.03495445894507884
ATP6V1C2,,0.10266701926650865,0.028866645140458513,
SSR1,,0.050081378804051085,,0.14735558400579418
MRPL45,,0.033235037038641835,,
FIGNL1,,0.0678571462167819,0.029428479173393612,0.03495445894507884
RNF149,,0.12071256649790395,,
GNG12,,0.06759001060897589,,0.03447016041326808
MPP6,,0.08498035837637719,0.05939043817880671,
RASGEF1A,,0.06744038287443928,,
ATP2A2,,0.03314950771462651,0.05786255056400096,0.18052094219190776
S100A4,,0.10291258278862751,,
FECH,,0.03314950771462651,,
CSTB,,0.06722361046948053,,
CFP,,0.016331061185690107,0.27496263253562314,
SPC24,,0.08532313357159688,,0.1061520856334596
ANKRD50,,0.016331061185690107,0.18503022419868112,
ACP5,,0.08518297360092776,0.14789530860582298,
MAP3K6,,0.10262886043883516,0.028866645140458513,
MCCC2,,0.03304591975917754,,
ZWILCH,,0.08532313357159688,,0.034937466014138115
S100A6,,0.05012396849517396,,0.07289717339210505
CTSK,,0.13899347527825595,,
BPGM,,0.05012396849517396,0.05975838416482671,
FAIM3,,0.1205711597780001,,
TNNI3,,0.03314950771462651,,
SEMA4D,,0.05026496570681886,0.059196445512617796,
CCNF,,0.050505699296070655,,
NAGPA,,0.06744257784399356,,
ARHGEF12,,0.06797859163084949,,
