,SARS,MERS,Influenza,Ebola
TMEM38A,0.03178317411276643,,,
NR1H4,0.015886493404213428,0.016542625953490528,,0.035540715062533985
MFAP3L,0.015886493404213428,0.050833975238207915,0.02988698740716823,
RPL39,0.015886493404213428,0.016632468526118105,,
TTC25,0.06394280745243701,,,
NPR3,0.19922131971197476,0.03370677402013975,0.12097061955708684,
ACP1,0.015886493404213428,0.01600357051772507,,0.034937466014138115
CDADC1,0.015886493404213428,,,0.03484400489396411
BRCA1,0.015886493404213428,0.0856687423629156,0.029163706813044886,0.07040505974237962
FASTKD1,0.015886493404213428,,,
LGALS12,0.0316007769712532,0.016470172265887643,0.058001511114450496,0.07055519793064949
IFIT1,0.824711530884097,0.35952522231500195,0.6346683608802707,0.3504789544238719
KCNJ15,0.015886493404213428,0.06551657596100136,0.18172832977582343,0.10764762934954494
CDC25A,0.015886493404213428,0.03353939667845751,0.058818301525111256,0.035056416530723215
CAPN3,0.0797298718364084,,,
PPARGC1A,0.015886493404213428,0.033519023820301926,,0.07171517709518449
LRRC59,0.03178640638298614,,,0.03553221859706362
FGF18,0.20616838087075917,,,
E2F2,0.0993153933974109,0.0675188639664655,0.060262135479106346,0.03484400489396411
CH25H,0.8093658292319111,0.2065440857268209,0.49772781556838946,
MEIG1,0.04825159278165235,,0.18555651384743765,
RAD50,0.015886493404213428,,0.09197731667071035,
PRDM11,0.03152807084359513,,,0.17940586684352344
STAT3,0.015886493404213428,0.016076024205327954,,0.10465837883978694
TREM1,0.06369312442249236,,0.029144333225702295,0.10902714297618671
CAMK1D,0.015886493404213428,,,
TGM1,0.048678424862961346,0.08456543417211496,,
AK7,0.015886493404213428,,0.0289505973522764,
DENND2C,0.031933991774710284,,,
DNTTIP2,0.015886493404213428,0.016632468526118105,,
ATP13A4,0.06397540336729886,0.016076024205327954,,
SPRR1A,0.047838718002954236,0.20425229522153815,0.05912855473704182,0.07105220197032719
ATP8B2,0.04764834280537914,,,
IL7R,0.11364095907159766,0.016675940738679836,0.08983902098823364,0.07100707037606674
OAS2,0.824711530884097,0.18622410692484828,0.5305930123251082,0.25205888191423226
RASSF5,0.04766454035098325,,,
XDH,0.07949754572957629,0.24511208992081324,0.08973456680139652,
C8G,0.03178317411276643,0.016632468526118105,0.3382740038743998,
FRS2,0.11502961498641984,,0.15310848234803792,
NFKB2,0.11635332784587758,0.016632468526118105,,0.17945574590331134
RSPO3,0.11165505338395472,0.04810067656823346,0.0583598154833038,0.033994358346927676
CTF1,0.032548455654542834,0.033266325077402556,,
CENPK,0.04751554525336532,0.03370677402013975,0.029176622537939945,0.18133202605497883
NDUFAB1,0.015886493404213428,,,0.21667819172025204
UBQLN4,0.015886493404213428,,,
LAMC3,0.0820488425716596,0.01643539449583826,0.05930288056489333,
DRD3,0.474905243354209,,,0.035107395323545405
NNAT,0.07947458694830355,,0.08859981429640984,
CX3CL1,0.7419902308848285,0.016519440773457607,,
CXCR3,0.10833921088714621,0.09999267717526483,0.059189814869854404,0.10913295584148786
GBP4,0.7186104918313109,0.13452744272429445,0.3287999066045022,0.035107395323545405
CD8A,0.015886493404213428,0.0646354213253749,0.14483166941581613,0.34528160124885465
LPO,0.09737542840077791,0.050836724867551614,,
C1QTNF4,0.09951826206601629,,,0.03541326808047852
MYCN,0.21306488983110214,0.0654019191170574,0.1204195714310325,0.10864248093533867
MBP,0.047975851674971634,0.049917105462210544,0.5969685266770705,
LGALS2,0.31057153592098363,,,0.07289717339210505
CTSW,0.20085930104829947,0.03370677402013975,,
KCNE3,0.09567876829439632,,,0.0709462548081843
COL9A2,0.06309574983282497,0.31846766853099995,0.02837584759444624,0.10773888684800616
PLA2R1,0.11523014804266622,0.016519440773457607,,
GJB2,0.03141804729165151,0.016029653845262108,,0.1458508783028876
PYGM,0.0952331196976245,0.03334822877955349,0.6322703227079909,
PCSK4,0.03152807084359513,,0.0903733182075862,0.034937466014138115
GMPS,0.015886493404213428,,0.02988698740716823,
HUS1B,0.11457473870564365,,,
CIITA,0.492656950231954,0.016615079641093412,0.028995802389409107,0.10710378698932549
RPL4,0.015886493404213428,0.050253282336077475,,
F10,0.09487553632778395,0.167051714113893,,0.03553221859706362
TRAPPC6B,0.06550598751057933,,,0.03447016041326808
AGMAT,0.015886493404213428,,,0.035056416530723215
SEMA5B,0.048156213895102336,0.11864282915632048,,0.2632257752575238
PI16,0.08186165563272142,0.016499153740928797,,
EGR4,0.27202983810953607,0.06626343325570183,0.029577010009686797,
CHCHD5,0.03195301849567093,,,
ACTC1,0.032548455654542834,0.03314950771462651,0.02997093961898612,
GRP,0.09812199405006838,0.016499153740928797,,
VASH1,0.015886493404213428,0.016029653845262108,0.029538262835001616,0.10764762934954494
MAP2K7,0.015886493404213428,0.016432496348334144,,
VPREB3,0.09829428141991511,0.06756362839023511,0.02935098482402325,0.10889643231268227
ADORA3,0.09595914748257364,,,
BTNL9,0.2747851475598971,,,
RASGRP2,0.03178317411276643,0.03300444554677244,0.3545634841607316,0.30102488387904536
CD300A,0.11365926906998675,0.1509549107393571,,0.034937466014138115
PCDH19,0.16881557470469527,,,
ABHD13,0.047088766321730126,,,
CXCL12,0.07783533498054972,0.17237627834034733,0.14789530860582298,0.22317784272126798
RCC1,0.015886493404213428,0.016615079641093412,0.029053923151436872,0.25274787584340386
ANPEP,0.24200883070272539,0.016519440773457607,,0.17789565969616558
GNG2,0.048678424862961346,0.03370677402013975,,
SFRP1,0.07943167745733483,0.1574888367304404,,0.03553221859706362
USH1G,0.07904683860381964,0.016519440773457607,,0.035659665579119086
CXCL10,0.824711530884097,0.2685813487191022,0.41347846915350656,
ORMDL2,0.015886493404213428,,,
ADORA2A,0.049319167571502356,,,
TOR2A,0.032548455654542834,,0.11572806085977558,0.03541326808047852
NKG7,0.12934072121643034,0.0678571462167819,,
ZZZ3,0.015886493404213428,0.10163643280263238,0.6685198052470712,0.828696594791624
SLC23A3,0.16826680982479228,0.0328561220051009,,0.03433421696574225
KIF26B,0.10952538124839181,0.10004903286606338,0.20339826978773198,0.17941043680905222
CENPT,0.04766454035098325,0.03304879389594082,,0.07033991756108425
LEFTY1,0.42617522755413223,,0.2868609484199734,
SELM,0.07870120248212514,0.01655421854350699,,
WNT6,0.081882340189575,,,
PRKCH,0.39754358512621046,,,0.03541326808047852
TRIM69,0.36014677068101003,,0.4347926844554602,0.10913295584148786
PDE4DIP,0.20438908445239357,,0.02997093961898612,0.07043111347967068
CD2AP,0.015886493404213428,,0.029176622537939945,
GP1BA,0.03195301849567093,0.08430829339965555,,0.035659665579119086
PLEKHN1,0.03178317411276643,,0.02935744268647078,
TINF2,0.015886493404213428,,,
NUP93,0.1804049327932561,,0.24738905316361356,
GNG7,0.14487834331356567,0.04872854603226782,,0.03541326808047852
DCUN1D3,0.13149743988359963,0.08325527349649772,0.11953582845448653,
SOX2,0.03178317411276643,0.01646727411838353,,
HIST4H4,0.09406062563194777,0.016029653845262108,,
NRN1L,0.06475646379029917,,0.059196445512617796,
SLC2A13,0.04834478417395657,,,0.035107395323545405
WFIKKN2,0.4447644705682483,0.016076024205327954,0.2777428619287631,0.18380344864362813
NKX2-5,0.04893274032261573,0.06428315741585491,0.1800382324076654,
PMPCA,0.015886493404213428,0.01680345922886091,,
SRPK3,0.06310429997957762,,,
NXPH3,0.16101621763032162,0.016281792678120147,,0.03541326808047852
PER2,0.2933997771639399,0.21970183020505568,,0.14242994181487284
BEST1,0.08103176625161258,,0.0289505973522764,
GREM2,0.21546958264616883,0.101378074513721,,
ZFP36,0.18437268940051693,0.23466419853276183,0.17907393096137872,0.39817325613112137
CAMKK1,0.0470168860337504,0.05014472855262952,,
RASGRP4,0.08101488360229347,0.16519558173541107,0.14485047971781315,0.30430616445314446
NUPR1,0.3124480404942851,0.04981695792362503,,
TNNI2,0.04834478417395657,0.033182566417806265,,
LAMA1,0.08017101088087229,0.10093583225771056,,
UPP1,0.015886493404213428,0.06651889675465246,0.1201995714981675,0.035107395323545405
TRIM62,0.031576165827327224,,,
INHA,0.09534324685402334,0.0164614778233753,0.02837584759444624,0.03541326808047852
FCGBP,0.13214547723030995,,,
WDHD1,0.12458503671123597,0.016615079641093412,,
ICAM4,0.09687034915525929,0.11703277266765859,0.24701594138007893,
TTPA,0.10926808768553326,,,0.033994358346927676
VMO1,0.031933991774710284,,,
ARMCX1,0.031933991774710284,,,
BAZ2B,0.047141349961855275,0.10008707490822914,0.029079754601226998,
TNFRSF9,0.5596899766517907,0.1173270630198961,0.05990399279458528,
NR4A2,0.0798304478865693,0.12973756963615304,0.246276478899797,
CCL2,0.42061564082078223,0.24151452997504916,0.20798880587274637,
RAB40C,0.1296253600945788,0.01646727411838353,,
DPEP1,0.4418035864037285,0.016542625953490528,,0.03541326808047852
HSH2D,0.3832478467726497,0.08162731013467739,0.17994823119256093,0.17692310986490362
DDX58,0.7999435950299186,0.2320377375455728,0.24657946408988413,0.0707313428278043
STK38L,0.17046509873624893,0.016499153740928797,0.02997093961898612,
PITPNM2,0.11151233755876039,0.01646727411838353,,
RSAD2,0.7999435950299186,0.3398253867565024,0.6771655189379495,
RAB30,0.4584589155571908,0.06833405404721579,,
RASGRF2,0.11455898431069474,,,
RTP4,0.5389478695923571,0.23758682364980518,0.2684097387758225,0.14349235851498748
RELB,0.43571870438344756,0.18283685100553237,0.11780626650785536,0.4904282102509497
SLC16A6,0.28594316535444797,0.033316269461783364,,
IFITM1,0.7634153511552213,0.08281340564266652,0.5876390938796752,0.07290984754770061
NR1D1,0.4373536851232126,0.24526095746190524,0.05917695938029882,
SNAI1,0.34536585224649935,0.2526075060437969,0.514217934331073,
YOD1,0.1509753121325918,0.11793092508222958,0.06004253486793956,
NIPA1,0.015254807376780206,,0.029544720697449144,
COG3,0.0972038173975532,0.050076957819260984,,
ARRDC2,0.29780173195951387,0.04992192361431368,,0.07095533129067016
DNAJA4,0.2733918142993217,0.12000867389658441,0.05975838416482671,0.07092087514472209
MAP4K1,0.30735562121241017,,,
FOSL2,0.18878020358674613,0.01600357051772507,,0.06976212655682837
UBR1,0.09834615693794399,0.01658609816605226,,
FLRT3,0.22083765331460328,0.08378046566028588,0.05975838416482671,0.07289717339210505
NFKBIE,0.41154019330257613,0.255720010437765,0.08818285745569615,0.3429149393457856
MAP3K13,0.314961462325718,,,
CKM,0.5068239311597567,,0.029577010009686797,
ZBTB20,0.29917113149097857,0.016675940738679836,,0.10671750741698488
TANC2,0.04729258175282887,0.03309266509549369,0.21454956965971997,
BCL3,0.5118938933403574,0.20069339392836158,0.0897141851889968,0.034937466014138115
RASGRP3,0.7008619873897266,0.03277256054009952,0.2719886334691581,
HDAC9,0.18984164577818724,0.2183651898721324,0.06011981997876229,0.22356208495374738
ANKRD12,0.06385082802727765,0.050049779247235575,0.2661779225771662,0.1066368213379707
IL4I1,0.6805649872252799,0.2497221200800424,0.18413856579071952,
ZYG11B,0.14485002091285631,0.01680345922886091,0.060142819575027005,
CLK4,0.29917113149097857,0.03362608362670065,0.029079754601226998,0.03447016041326808
TNFSF13B,0.6645736632859508,0.03242137433614235,0.14774192754306784,
SAMD9L,0.7095035426493841,0.16309354768071316,0.2719886334691581,
GBP1,0.48950864988641307,0.11948345300549051,0.3753349142389579,
GNA13,0.03142204772485554,0.0855903671419328,,
TNKS,0.08197630702070985,,,0.17900018432101417
PNPT1,0.4179203646121173,0.14848358924226684,0.14897321844760947,0.07042636361059776
CDKN2AIP,0.18876230774528735,0.1500059438420544,,
ELAVL2,0.12994950927623286,0.016542625953490528,,
NIPBL,0.015254807376780206,0.05086519746962469,,
GEM,0.34536585224649935,0.31742378055915077,0.06005203857788168,
PHIP,0.04667022758989273,0.03355416890359923,,0.0353452963567156
NINJ2,0.25841648762079583,,,0.034623096791734635
SYNJ1,0.07980534887972082,0.050666344034561626,,
SMAD7,0.2606558125840308,0.19768965046390735,,
CREB5,0.6516650547167113,0.17001120965259855,,0.2605595889984499
NGFR,0.5294996932864724,,,
TJP1,0.3179423621989904,,,
SLC15A3,0.727206041585474,0.11879872480597667,0.12031190579926208,
ISG15,0.7256997834596828,0.3189700195848275,0.5318903928551851,0.035056416530723215
PDE4D,0.09494268524766285,0.032746481810363895,,0.10363567611914476
RHOB,0.22971197027762102,0.08235720104478833,0.05867298456120696,0.5461771369643071
EIF2AK2,0.3150928476410212,0.15301806861147224,0.15041412608943516,
ZCCHC2,0.23395572282556337,0.0833799759870783,,
CBR3,0.14467515011741397,,,0.033994358346927676
INHBA,0.5339249409536103,0.23629108511100652,0.33880175298263215,
ASPHD2,0.254192934070225,,,0.07105220197032719
NR1D2,0.32242304707660957,0.1497133969537087,0.05839848023068235,
CHD2,0.21003030131325354,0.21305875783802708,,0.25059794845747296
TSC22D2,0.31968060379218444,0.23410255974530522,0.11748265294657576,0.07059490558200851
PSD,0.11099040030731055,0.09912155810287612,0.05904150595323297,0.2530814225803628
CLK1,0.2432150356196856,0.21443802526609174,,0.034937466014138115
SOCS3,0.28186349697407165,0.40731097659472576,0.08692610799269725,0.035285821098423056
PMAIP1,0.4134387742495915,0.2508695860538135,0.44048424663142305,0.03553221859706362
NR5A2,0.1455760068597079,0.06511701154019815,0.08845377022059014,0.035107395323545405
SP100,0.332402353831349,0.13370280469121354,0.4555934330698747,0.035056416530723215
NR4A1,0.22424858881247112,0.22920438457004044,0.2054280018320503,0.4312671634511475
DNAJB4,0.32811365833966144,,0.029577010009686797,
PARP14,0.48482645903586996,0.10129154339079821,0.15041412608943516,
PPM1K,0.38336867839269945,0.049855265449673586,0.09013371194303166,
FGFR1,0.07944395872395343,,0.029577010009686797,0.03492047308319739
ADM,0.15225391326897633,0.23104174970505537,0.24483564171287656,
PLK3,0.20862789322346695,0.21795159110265006,0.2386188193283055,0.10688230454532605
PTPN21,0.3409101379603467,,,
DDB1,0.1494418666405832,0.2302566092991533,0.2651774065270843,0.034937466014138115
KLHL11,0.047141349961855275,0.11804971401038399,0.02988698740716823,
RBBP6,0.04728948109445972,0.016568709281027567,0.05939043817880671,
LTB,0.4773895800016283,0.06592603961268637,0.24609393679209066,
CYP1B1,0.14701489463694883,0.032915426491468426,,
BDKRB2,0.4289886151049195,0.03278304659257079,,0.03541326808047852
HIST1H2AK,0.06296605288680274,0.06352155498651668,,0.0353452963567156
COL16A1,0.5038651549856227,0.06725485444432973,,0.10671228261521941
HSD11B2,0.1471798211550462,0.03260321840460434,,0.07089699255220529
SMARCD2,0.12715171564638555,,,
IFIT3,0.7999435950299186,0.28528377997452964,0.45546477471554736,
CCNT2,0.22713894727766537,,,
TRAK1,0.07891529322829575,0.016264403793095454,,
CYP1A1,0.5794775164035758,0.06584802459614647,,0.07289717339210505
CCNL1,0.22688382961831444,0.22629664566252786,0.24298143879503975,0.07171517709518449
SYNE1,0.2983625826359497,0.17223300678081999,0.05928355136148509,0.2941351645088432
TRAF1,0.3587448388216016,0.2676407666972071,0.05818875583747808,
TNFRSF10B,0.15143580136863888,0.09990181591309123,,
HRH1,0.20322500452750303,0.04991611549075954,,
ZFP37,0.06337581866985754,0.01646727411838353,,
MAP3K14,0.2666418315146055,,0.029053923151436872,
IRF7,0.7437519395487864,0.20759648044000006,0.4403101282763117,
SAMHD1,0.5182716140257738,0.2785734348500297,0.21061803263995946,0.035285821098423056
AKAP8L,0.03142204772485554,,,0.07095762784452886
SKIL,0.030824867512170024,0.1553390715291329,0.05879245263877549,0.07011944055258251
ATP5D,0.06277873349239743,0.1488816656970743,,
CXCL1,0.44462968162767386,0.28608789311439614,0.2993848297227482,0.35098772779843623
BST2,0.6914932685181905,0.25254563205372615,0.12031190579926208,
TNF,0.5123938253606403,0.06578539459497233,0.4471320970206567,
SLC4A11,0.031059338455643626,,,
IL10RA,0.40762630450789133,0.06670291826421758,0.029577010009686797,
LAMP3,0.5135778393888738,0.133333471631938,0.4557593674800571,0.035107395323545405
NFKBIZ,0.09498453357747184,0.12617454306123996,0.11868190993195542,0.07051583515427323
ZC3H12A,0.5304967281572781,0.3266610078119802,0.2940184203305799,0.07056082566331373
CD69,0.7263368422301444,0.217075535456564,0.44428239770542755,
DDC,0.03094126083119784,,0.029577010009686797,0.2269376161613705
IKZF3,0.5107800966167761,0.016615079641093412,0.12031190579926208,
ZBTB43,0.13381696328735534,0.13217319171165312,0.2868609484199734,0.07013574373355891
CDH4,0.2749559989622814,,,
CST11,0.16528339588129873,,,
SCN5A,0.10030030108197588,0.016281792678120147,,0.035600190320826536
STAT1,0.6712624774919969,0.11481817970012037,0.33149689144653366,
IRF1,0.45189082367957994,0.11488166574419377,0.11868190993195542,
MX1,0.7999435950299186,0.30354048024748503,0.6332826845538001,
FEM1C,0.047141349961855275,0.04937488811279944,0.09146679426054949,0.035056416530723215
MAFB,0.16722427383560476,0.26758035385552975,0.181438069149393,
COL7A1,0.2656369857408882,0.016664348148663376,0.057869317528848364,
KALRN,0.1447825361631323,0.1492038607300453,0.08976214730424648,0.2618881423478133
HVCN1,0.04602980091791431,,0.09063980307623434,
TXNIP,0.3769217254884141,0.19572495714819396,0.029163706813044886,0.07004147529240382
GBP5,0.7369593678730948,0.22080602293777607,0.05879906743013378,
IVL,0.09421636592442022,0.016029653845262108,,
SLC30A1,0.030918565106661324,0.01600357051772507,,
CTSG,0.16546927630636304,,,
SOCS1,0.6041037335742979,0.16891034534705876,0.17785647760307122,0.07142944033437076
NR3C1,0.22934726051376447,0.08364903057178563,,
PARP9,0.4366920433943073,0.2239663237123782,0.40339000742748377,0.1867585323957088
NUAK2,0.38586867153264476,0.2897162333433162,0.1810352380767389,0.3261322894116477
SLC39A10,0.20145358020594248,,0.149051185461519,0.034504146275149535
MGEA5,0.047141349961855275,0.11628241272150147,0.029053923151436872,0.034937466014138115
CCRN4L,0.3903403617461942,0.1681912525458222,0.05990399279458528,
RIOK3,0.0989639955570579,0.033253731188407055,,
USP18,0.7999435950299186,0.2884147301956986,0.6471085467000401,0.1867585323957088
CCL20,0.6477989195463821,0.04922647540526013,0.14892852613341487,0.30836007408541694
EPSTI1,0.734906866333049,0.2199612815010591,0.17994823119256093,0.03461460032626427
SLC38A4,0.15887133581720372,0.05019903492917554,,0.3796525038101946
IFIH1,0.7063040274247798,0.2718740599947166,0.2707985818038734,
ITPKC,0.18986488103776678,0.06354500906638795,0.028866645140458513,
WEE1,0.29917113149097857,0.06729384822827561,,0.07055519793064949
NFKBIA,0.6202334403315124,0.23142956151713964,0.29927417492903574,
TMEFF2,0.09228952576741158,,,
AFAP1L1,0.14572902492449305,0.016600588903572834,,
GPRC6A,0.11259897088233092,,,
SLC7A9,0.16064699139092062,,,
SNX16,0.16998806734556432,,,
NID1,0.3439282130924807,0.08193405246178008,0.3112855400321333,0.14256178869973074
SERPINA10,0.40441901900227034,,,
IFI44,0.7999435950299186,0.2830332130308232,0.6217549337875922,0.03541326808047852
JMJD1C,0.15074335684233153,0.15147952235300602,0.08784041261672615,
DNAJC14,0.1822634797104138,,,
CXCL11,0.7999435950299186,0.11612605203469205,0.41347846915350656,
PARP12,0.31717817747743005,0.11711247383692876,0.17994823119256093,
SLC38A3,0.08183560384013118,0.016551320396002878,0.3044181647338696,0.14476498890837028
BAHCC1,0.20998172084514957,,,
XPNPEP3,0.1419048150409696,0.0332979983097501,0.2398962443629646,0.035600190320826536
TWIST1,0.28550238102643555,0.01646727411838353,,
PIM3,0.251728778139216,0.13372670179630242,,0.10804323561695003
TRIM21,0.31437970602397514,0.19841612560802702,0.14631673220800784,
ACTA1,0.13002807999373958,,0.6785512185265816,
ANAPC2,0.20453231220161594,,,0.07171517709518449
RBPMS2,0.046644730805852824,,,
MX2,0.7999435950299186,0.23986830207923587,0.5876390938796752,0.035600190320826536
SULT4A1,0.015254807376780206,0.01646727411838353,,0.035600190320826536
TIPARP,0.13381696328735534,0.16879747605618756,0.12276153475969064,
THSD7A,0.29681644652732836,0.1841989625682675,0.058308342800585056,
OAS3,0.7360717790307167,0.21478409605921742,0.20341280854822164,
PPM1J,0.015324538951237119,,,
GTSE1,0.04711902865725443,0.08421894059637607,0.02935744268647078,
GLCCI1,0.15240831491615553,0.016519440773457607,0.08826517630696228,
RGS12,0.031086998973840665,,,
CCNYL1,0.18905207068717758,,,
STC1,0.25042477586783135,,,
PIM1,0.2983206685946217,0.11331339407997071,,
TBC1D8,0.06372101477030408,0.0329549481708644,0.05939043817880671,
KRTAP3-1,0.21727234014988714,0.20985465774518614,0.05928355136148509,0.035659665579119086
XPO1,0.031212201226831437,0.016568709281027567,,
NDRG2,0.07997279193885098,0.13222319779940328,0.05888322412507773,0.24934938279295427
PDZK1,0.24898304017974077,0.016029653845262108,,0.21976459690939792
ANXA13,0.2772637682147558,,,
HCLS1,0.015324538951237119,0.10006448171441737,0.5969685266770705,0.03541326808047852
KRT20,0.015324538951237119,,,
MME,0.3690318625502436,0.3018867109887379,0.029538262835001616,0.07141285498295438
CPA3,0.1597878219194089,0.15413224667220907,,0.07142944033437076
FRMD5,0.19119504950582217,0.032570971468811084,0.0900350668359048,0.14251664697904276
ECM1,0.015324538951237119,0.01646727411838353,,
MCAM,0.22584919072175713,0.016600588903572834,0.08847144204422111,
HIPK1,0.030937953739908233,,,0.035107395323545405
SNAI2,0.1293733271014796,,,0.10899271882270523
KLF10,0.16719970913476534,0.36842135982230173,0.18217186046717462,
GJB1,0.17306263173728492,,,0.10902714297618671
DAB2,0.015324538951237119,,0.24081076827586317,0.035540715062533985
ABL2,0.2295577988922134,0.2718010502484053,0.1192620380969917,0.07023901027652202
STAB2,0.06335125693222385,0.1358151959639691,,0.21539798435641644
SCN4A,0.12949800448087517,,,0.17403557924093999
PRRG3,0.11109209046195728,0.016542625953490528,0.029841782370035517,0.14256524154908057
PDGFD,0.13542811192878126,0.1036591320120692,,
INTS6,0.1891377539470516,0.11732150659158745,0.029577010009686797,
SOD2,0.2729790044061119,0.11739232139473565,0.18116529997452216,0.07090947075610642
EMR1,0.21834900878385682,0.08518297360092776,,0.035659665579119086
AATK,0.161554562704056,0.06498683659508735,0.05928355136148509,0.13945978924726737
SLC25A2,0.04704603853152562,,,
MCAT,0.11187535663100141,0.016551320396002878,,
ETV1,0.1713071865862996,0.13370799621950008,,0.07290984754770061
PPY,0.181654030028331,0.016029653845262108,0.029544720697449144,0.06942530127024352
FBP1,0.031191705241750006,,0.029577010009686797,
MGAT5B,0.031212201226831437,0.01645568152836707,,
TMEM56,0.046788574354767055,0.01680345922886091,0.029428479173393612,0.035107395323545405
MACF1,0.031212201226831437,0.1574888367304404,0.02975783015821763,0.10524409863500307
AZGP1,0.1883964656571056,0.016275996383111915,0.09030313711968219,0.10723950921185829
GMPR2,0.015324538951237119,,0.028995802389409107,
CYLD,0.2930629611868981,0.049920837952089236,,
PAPD4,0.031212201226831437,0.03295985300326121,,
LMO2,0.49733468771646394,0.016600588903572834,0.146642322221424,
KLHDC8B,0.06388415715586919,0.016499153740928797,,
PTGER2,0.09333654412229157,0.016275996383111915,,
IL12RB1,0.09875790757410711,0.10116060932240241,0.029538262835001616,0.035107395323545405
SEMA6A,0.015324538951237119,0.15325238810507796,,
ADCY9,0.1279107186894455,,0.02837584759444624,0.034623096791734635
SDHA,0.030937953739908233,0.032913065775865315,0.08956907390337075,0.034937466014138115
BCL11B,0.09999692083646845,0.016281792678120147,,0.10899271882270523
GPRC5D,0.09604552831154406,,,
CNKSR3,0.27502153298006005,0.01600357051772507,0.029577010009686797,0.03553221859706362
EPHX2,0.11528132915888606,,,0.2269376161613705
FXYD6,0.0636115389640419,0.033579883385287876,,
NFAT5,0.09724693178699727,0.03309266509549369,,
DNM1,0.015324538951237119,0.048674102038850246,0.05928355136148509,0.07290984754770061
POLE,0.08039384611786704,0.08532313357159688,0.028866645140458513,
LYST,0.2525211829841325,0.050594644327665264,,
APOBEC1,0.06445600521654576,0.1574888367304404,,
DTNBP1,0.015324538951237119,0.067178809989044,,
ALOX12,0.06514950413638929,,,
TRIB1,0.15277516368516791,0.2169059966663648,,0.07289717339210505
HIST1H2AA,0.09352572951760028,,,
IGF2,0.04734857978490988,0.1036591320120692,0.0595417374630048,0.034623096791734635
MTMR9,0.01544759467086697,,,
CACNA1G,0.18750785971400766,,,
CPA2,0.16302765070541356,,,
RNASE4,0.26328519637136544,0.28806790548678557,0.08936212638304036,0.21788227299136786
GSTM4,0.01544759467086697,,,
EFHC2,0.21887032799011139,,0.058001511114450496,0.07193434514636744
ETS2,0.25950486595494593,0.09877930366807525,0.08770474293863303,
C1S,0.3961847903039192,0.08399074682731467,0.6043472914726159,0.10652054237978185
TAP1,0.5776157044492904,0.15345239144210068,0.242778393642334,
SERTAD2,0.13520887731208145,0.03303316954493326,,
TRAF3,0.09911769267750495,,0.05975838416482671,
FXYD2,0.24418198462342464,0.03243171581330184,,0.035659665579119086
MTF1,0.08014858181233898,,0.05983912408939622,
DUSP16,0.2765859831071471,0.15331328352297516,,0.10595149396439907
DDX3X,0.04784936099589091,0.08210467626238827,0.1388667032846608,
NOSTRIN,0.15557568596394603,,,0.2269376161613705
GNAZ,0.04804980075705681,0.016342653775706567,,0.034937466014138115
NEXN,0.1362156260527741,,,0.03553221859706362
CCL5,0.4731351461231676,0.2020272202776565,0.2420149913383288,
PTPN14,0.06492776072892838,,,
S100A3,0.01544759467086697,0.01658609816605226,0.02837584759444624,
PTP4A1,0.0483521809799403,0.016664348148663376,0.12155505230715898,0.07084689946104192
AR,0.1661227210149704,0.016615079641093412,0.05990399279458528,
LDHD,0.01544759467086697,,0.05990399279458528,
OSCAR,0.062484923176178236,0.016432496348334144,0.14704256170488614,0.035056416530723215
SP110,0.4106307495733733,0.10129154339079821,0.15041412608943516,
RPN1,0.01544759467086697,0.19189330121536355,0.28557550007223126,
SLC1A3,0.2409433544424562,,0.2728293584321451,
GPBP1,0.11846551513785303,0.03316014294021097,,
TRAF6,0.04847618284309433,,,
IFI35,0.43845420129950513,0.2681292731788747,0.15041412608943516,
CENPB,0.09441534967876006,0.016304977858153068,,0.07171517709518449
RASGEF1B,0.2824207357238033,,,0.07056082566331373
RSRC2,0.16791161012882913,0.08353525325262538,,
SEPP1,0.136086083464281,0.21935015473789798,0.02937681627381337,0.07289717339210505
TNFSF10,0.5251379546019281,0.25398125658906273,0.17640063851176155,0.48137563762494856
MXD4,0.06494396132606381,0.13698764092301455,0.029538262835001616,
IPPK,0.03132295802526007,0.03309240455341242,,
F5,0.11824542047316881,,,0.07080241058833917
TRAPPC6A,0.19337595127134022,0.12080112376760158,,
HAVCR1,0.15025537991031004,,,
LIMD2,0.046456127142967076,,,
GATM,0.04708776578557486,0.0678571462167819,0.02935744268647078,0.3080365174294222
XRN1,0.1838229155034447,,,
AMOTL1,0.03169276365727944,,0.029163706813044886,
NDRG1,0.2833195261063664,,0.12063143565676246,0.30549943254969936
CRIP2,0.21367267756730432,0.03328757100696384,0.17316325229477111,
SNIP1,0.0820695994035331,0.016551320396002878,0.0584340119478381,
CPEB3,0.12766166233501927,0.016675940738679836,0.08987380035634725,
EYA1,0.2537802621520616,0.08305991413657655,0.1468987966523785,0.03433421696574225
LAMA2,0.10086806518464869,,0.0903733182075862,
LNX1,0.03125007953202615,,,
SLIT2,0.08009118369295626,0.0506043459046383,,0.10426373731221622
ANKRD10,0.015824965544398505,0.10274995952190212,0.08825600044120838,0.03495445894507884
CASP1,0.32316092163567356,0.11891702603407875,0.028995802389409107,0.14678089411246767
NTNG2,0.14409307057363183,0.016029653845262108,,
GATA3,0.049064025128090445,0.016519440773457607,0.09078783843465224,
CRYM,0.06620763770902291,,,
FBXO36,0.17647609629879396,,0.029577010009686797,
GGT1,0.03208324151956712,0.11585884154051163,0.30637704420197653,0.07017510650993541
PDCD4,0.032115486075313386,0.18733468539530204,0.09013371194303166,
