,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
CXCR3,0.6954408543263965,0.6175974354648219,0.5608796771324989,0.5274711797890599,0.4907782927771337,0.46478476448050426,0.4348864994026315,0.3231364275668102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS4,0.6410870755750274,0.5792981272144423,0.5378274847800806,0.4900662251655582,0.44575608342989226,0.40379197656074417,0.3589207487057026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGD2,0.55065717415115,0.5232832799055175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A13,0.5884446878422782,0.5395365839941512,0.5014706888296037,0.42788815305370176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGFR,0.7271358159912377,0.6267926438333051,0.5710034886107122,0.538222549260076,0.5104287369640771,0.46715122830741174,0.429244656843227,0.4008048132520771,0.3593834505137924,0.33447796320067913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11B,0.5885815991237678,0.5370339126033407,0.5014022846979942,0.45932466683017853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASD2,0.7796412924424972,0.6786738653619031,0.6259320062931801,0.5868694301365383,0.5537369640787945,0.5214672075726834,0.49070755343156763,0.4639787466791702,0.43023255813953676,0.3968228498074447,0.3718611521417995,0.3590410167533199,0.2497008973080779,0.2229667812142047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART5,0.6525191675794085,0.5742365446262865,0.5301662220398112,0.5004905567819442,0.47320393974507297,0.4501633986928106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL3,0.6585432639649507,0.5915302851358191,0.5486353375743894,0.5267353446161387,0.5041521823097714,0.47368717601983246,0.44663480684986395,0.41690107829348716,0.32747431043807407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASD1,0.7916894852135816,0.707693605533997,0.6535330733976331,0.6147494072438884,0.5825608342989567,0.544793779580797,0.5101553166069298,0.4884356930770443,0.4570037858301797,0.4395271715875058,0.4097735105859167,0.39355863662622625,0.37470920571618344,0.341256204658267,0.31911892361111227,0.30762543467461617,0.2822862129144851,0.29184100418410003,0.2766911165444167,0.2629107981220655,0.25441501103752756,0.24866920152091274,0.24327485380116978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUB,0.5350492880613362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN4,0.7100219058050383,0.645520499409482,0.6105068746152267,0.5844984056904585,0.5561510235612201,0.5291863871985575,0.5049780963759459,0.4796843256758889,0.45389399675500436,0.43864997860505,0.4089118660758237,0.37052281917966307,0.3154204054503156,0.2835051546391771,0.2389105902777785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
