,Sars,Mers,Iv,Eb
RGS6,3.904883386296969e-06,,,
EXTL1,0.0,0.0003386709632272175,,1.1154422464413086e-05
ATP1A1,0.0,4.854737983737239e-06,0.0005513047636218191,3.376060985634454e-05
PRKCZ,0.0,9.479171686350924e-06,,0.0
RARRES2,1.0897819806852272e-05,,,
IFI35,0.00028461096719802916,0.0003677228141060219,1.1823758390860677e-05,
ADCY9,1.7047456487698073e-05,,0.0,0.0
SOCS3,5.583362832634581e-05,0.003957574948796732,1.4497352898733131e-05,0.0
ANKRD11,2.0694510639724225e-06,2.783795937922039e-05,6.7493810002248735e-06,0.00023202727165386056
SLC8A2,6.952023794909372e-05,2.4682586218623745e-05,0.0,8.666878647019176e-05
RPS6KL1,2.83556945888881e-05,,3.1809118074755083e-06,0.0
SET,1.0101070791226751e-05,1.3604696761757488e-07,0.00020909991899757037,0.0003951902680667953
MIOX,7.953570649571846e-06,1.8171112391320852e-05,,3.832691712750849e-06
MAN2C1,0.0,,0.0,
CITED4,0.0,0.0,2.4494486936305996e-06,4.82697128872958e-06
WAS,3.4040056867773717e-06,1.1107744838131298e-05,0.0,1.6413632509137758e-05
HIC2,4.197575645248376e-05,0.0,3.0681733274995064e-06,1.6286063794044541e-06
SH3TC1,0.0,9.052398527213978e-07,1.0451456186722123e-05,8.813513211017494e-07
ST3GAL5,0.0,,,
GNG7,2.6647976695447556e-05,1.7557765886898793e-06,,0.0
IL2RG,9.266534081380873e-05,4.100994318811758e-05,0.0,0.0021806592313853906
IL22RA2,1.0639206087769257e-05,3.9569890391905025e-07,0.0,1.0353013205854534e-05
FFAR2,6.979631270205334e-06,1.0022402912245474e-06,1.5605885398895894e-05,0.00040922575466994317
ZGPAT,0.0,,4.668434277918432e-06,4.61331731106389e-06
CCDC87,0.0,,,0.0
CYBB,0.0,6.800199454910939e-07,,
SLC4A9,3.151395586652677e-06,,,
CHRM4,2.434444464228352e-05,0.0,,1.2556866766888085e-06
ALS2,7.461390629237381e-07,,2.486042956584217e-07,
ATXN7,2.366261580986836e-05,1.529809668524824e-07,,0.0
SYT1,7.024266366182559e-05,3.9569890391905025e-07,1.2172182619032628e-05,
PDZK1IP1,9.73093994275283e-07,9.113909413818365e-05,0.0,
HHIP,0.0034068735954261684,,,
TAP1,0.0009798208662083598,2.0717129584382773e-05,7.3438576905481e-05,
TMOD1,0.00010607175732009091,,,
WNK4,4.25018813060029e-06,2.700133021507354e-06,3.239466960686281e-05,0.0
CAMK1D,0.0,,,
GBP3,1.6842019023600712e-07,2.9414531852998173e-05,,
PXMP2,4.435988118010272e-06,0.0,,0.0
PSME2,1.1955612253175707e-06,6.16266519881565e-07,,
CHRNB1,9.130532217581133e-05,,,
PLEKHH2,0.0,,,0.0
PRDM8,2.944847644946592e-06,0.0,0.0,0.0
ELN,8.605243588523509e-05,2.9585700146458544e-06,1.0694855494147514e-05,2.1919826809313822e-05
SERPINE1,0.0003116053263069453,0.0017087900666505479,,0.0002430794566470001
WNT9B,5.3835131094899275e-06,0.0,,0.0
ISCA1,1.0613616341197483e-06,,,
LINGO4,5.203583396776854e-05,,,0.0
DPY19L3,3.5882147809910176e-06,,,
HOXB7,6.773077986203251e-06,,1.4657239051167515e-05,
LYN,0.0,3.455336879313169e-06,9.711950766486685e-07,0.0
LNX1,6.193653533051021e-07,,,
LYNX1,1.5510408958940994e-05,1.9524337830212672e-05,0.0003735942322842172,3.779226426876512e-05
MS4A7,8.797484807348753e-05,4.130936432545331e-05,2.3636574395179053e-05,2.1846942576118357e-05
CEP170,2.6027789129134637e-06,5.098345799023508e-06,1.5652758044278653e-05,0.0
TRIM21,8.289636950074921e-05,0.00015869390480350548,3.189541855768628e-05,
KIFC1,0.0,2.106094500630806e-05,0.0,
SLC7A2,1.4148479471289548e-06,1.1958764818536143e-07,4.776599653853281e-06,
JPH3,8.579719045569382e-06,4.044909556462288e-05,6.080806284381112e-06,6.969211076851992e-06
MTMR9,0.0,,,
ASPA,1.5791139890907047e-05,0.0,,
ALKBH4,0.0,0.0,,
IPPK,1.2592145458345335e-07,3.3446954134625196e-07,,
HADHA,0.0,1.2943167828276428e-06,7.723000148559728e-05,
DOHH,7.114029205608465e-07,7.165981207353381e-05,,
ZDHHC14,1.509344122075472e-07,1.9425110728911056e-07,,0.0
NFATC2,3.3049695785180327e-06,7.615775217911007e-08,,
TRIB1,5.079579550962116e-06,0.0001469901120157179,,7.228686026665545e-07
TSPYL2,3.583387619705785e-05,0.0,,
BCAP31,0.0,1.6273964055373287e-05,,
NACA,0.0,,,0.0
ADAMTSL5,3.5595893669396487e-06,5.195792652058466e-06,5.083312926260089e-06,
IFITM3,0.00023894848250726285,1.3035684253500035e-05,6.18079840273175e-05,
ERRFI1,4.100037718395432e-06,2.6146521208960072e-05,2.4324623025063803e-06,9.417484780688556e-05
EML2,7.114029205608465e-07,,,0.0
NKD2,7.1488732844542845e-06,2.4718002314856212e-06,,0.0
COX6A1,0.0,,,0.0
PI16,7.5424180009723185e-06,0.0,,
GFI1,8.322211774897684e-07,7.615775217911007e-08,,
HERC3,4.205195498040472e-07,,3.1121761908318435e-05,0.0
PGK1,0.0,,0.0,
SELM,6.938170192044198e-06,0.0,,
PDE4B,2.655441117900484e-05,1.1103901391344197e-05,0.0,
PYGM,1.1726675893304467e-05,4.034366510516812e-08,0.01152170794658315,
LGI3,4.7588110833872603e-07,8.379814556198671e-05,0.0,1.2638354416506437e-05
TRPC3,9.497143753109541e-07,,0.0,
MXD1,1.4216072662842044e-05,0.00037526266104777583,0.0004682442770329452,0.0
PDE5A,0.0,0.0,9.180215384145035e-06,9.926326581957176e-05
HIST1H3D,0.0,4.0455762598424247e-07,6.487150500634192e-05,0.0
CROCC,8.916846486385627e-06,,0.0,
BRD3,0.0,0.0,,0.00025840530319889293
HAS3,1.2007274617656678e-06,5.728901418239717e-06,7.980730273494147e-06,
SEMA7A,3.88383668524966e-05,4.174634407554097e-06,1.2145472530997944e-05,
BCAT1,6.100374338195641e-07,3.1662569250425054e-06,,
UBQLN4,0.0,,,
GHRL,0.0,,,
GSTA2,9.697297942463516e-06,,,8.586190482463111e-05
GNB4,1.6842019023600712e-07,5.716334880698012e-07,,
SLC13A4,9.578475529179114e-06,0.0,,
GP1BA,6.385315776495229e-07,4.772878752769132e-06,,0.0
CLIP3,6.549315236459744e-06,0.0,,
CECR6,3.7447333823263564e-06,,,
BMP2K,2.4312214399774553e-07,6.297336765942057e-07,,
LIMS2,0.0,7.864386184001793e-06,,
TREML1,1.573443395664057e-05,,,
IFIT1,0.010353354174267335,0.004788936733251667,0.010970585394261883,0.0004345538309361195
SH3GL2,9.598171059919313e-07,,,
DRD3,0.0003931956669439757,,,0.0
MYBPH,0.0,,,
ICOS,6.969340460498889e-06,7.615775217911007e-08,,1.1154422464413086e-05
CSF2,0.000870510695909428,0.0,0.0005110696844792257,
GATM,3.935072731356442e-06,1.1094661689518006e-06,0.0,0.00026090178051054954
KATNAL2,0.0,1.9288928256941064e-07,0.0,1.5796149899039978e-05
IL12A,0.00037810288327564144,,7.900951694504833e-05,
PLB1,0.0,2.682920154629698e-06,,
POLQ,0.0,0.0,2.486042956584217e-07,
ETS1,2.8227146199051007e-05,1.5044944901235268e-05,7.420343075195419e-06,
PAQR5,0.0,1.4777712708887506e-07,,
TRIB3,0.0,0.00020045373551096698,,0.00035030337923415807
COG3,1.5981447063223189e-06,1.3962991131402114e-06,,
CCL19,0.0,3.9569890391905025e-07,,0.0018403328180644617
LRAT,0.0,4.353553154546886e-06,,
RDH12,2.9324480257444913e-06,6.142575785813403e-06,,
CTLA4,4.180244181135033e-06,,,
SLC41A1,5.518653763663953e-07,,,
NR5A1,5.227579583113246e-06,3.431096406876916e-06,6.621606852146636e-05,0.0
CTNNAL1,1.967316387652567e-07,2.1195999245273172e-07,,
TTC7B,6.517336697116427e-07,,,
UCN2,1.097754067177997e-05,0.0,,
GPR173,7.06719724959625e-06,7.856575655468398e-06,,9.987349287907257e-06
OTUD7A,9.84210312943043e-06,,,
GPRC6A,1.2212694248728692e-05,,,
CYP17A1,7.620013114898454e-06,1.125579776073492e-05,7.709919225636293e-07,2.8016644226618616e-05
NUDT22,7.350448468073444e-06,2.609729460894697e-07,,0.0
RPS6KA6,1.7374853887760243e-06,,,
KDELR3,0.0,,0.0,0.0
WDR63,3.3212194420847898e-06,0.0,,
C1QTNF3,3.165535798526488e-06,,,
CCL24,2.7460356547052566e-06,0.0,1.9594377224511145e-05,3.880228013898817e-05
VCAN,0.0,5.7995781792721526e-05,,7.228686026665545e-07
TMC6,1.4880285331588638e-05,2.609729460894697e-07,,
PNPLA7,0.0001781334023011012,3.949972628114606e-06,,8.069457380859708e-05
RIOK3,1.592124186735753e-06,2.1501431489883338e-07,,
HFE,1.852864877242544e-06,3.1875528323878722e-06,,0.0
ZBTB20,6.618553415122477e-05,0.0,,2.5276590049177392e-05
OSTM1,2.5806946881351597e-07,,,
CABIN1,0.0,0.0,,3.730074846335577e-06
PPIE,6.517336697116427e-07,,,
MSI1,4.953107432070192e-06,,,
ZSCAN29,1.707866615383471e-08,,0.0,
PILRA,4.072528363651304e-05,0.0,,
ASAH1,0.0,1.6465596945014064e-06,,
RGS3,7.492176405750309e-07,9.473937644960167e-06,,0.0
MYO1F,0.0,0.00029574554274169006,1.5090333036849977e-05,
DZIP1L,0.0,1.1728012174937229e-06,3.8741857331348255e-05,
WFIKKN2,0.0003277584485277092,0.0,9.885447244195935e-05,4.258999479578948e-05
SIPA1L1,0.0,2.1031943677456336e-07,,
TNXB,8.249411803174271e-07,1.6463478221766184e-05,8.494138699465252e-05,0.0
RASSF2,1.2504966697282722e-06,3.413944849949721e-05,,4.780017454980692e-06
MMP28,6.23576724159228e-05,0.0,2.177908517420473e-05,
ANKRD37,0.0,1.7862231997897323e-05,4.4818176790697314e-06,0.0001073861896725231
TACR1,0.0006993625990024423,,,
AFAP1L1,8.030848023510323e-06,0.0,,
SDK2,6.884828801737016e-05,,,
NOL10,0.0,,,
MAPT,3.010910724598859e-05,2.6535851413573345e-06,1.5182669226083776e-07,
ARID4A,1.7167166952754281e-06,,,
PDGFRL,3.447328506797989e-06,8.242458942927609e-07,,2.795582277951014e-05
GADD45G,8.36709823421434e-05,0.0006369708749078444,,0.0
ANXA11,0.0,0.0,2.4926741429548055e-06,0.00010457775331550642
NFKBIB,2.6389358002330195e-08,0.0,,4.419679550893305e-06
SHQ1,0.0,,,
PBXIP1,1.3143817198637635e-06,8.3926513727968e-06,,
MAOB,2.805719504657622e-05,0.0001863091521405759,0.0,3.292438239664278e-05
KIF9,6.751611188994772e-07,,,
ABCB6,0.0,,9.555065036404341e-06,5.771672263721548e-07
ALOX5AP,0.0022995810948326038,0.0,,
BTBD9,1.1589708940748232e-06,,1.6638212059393685e-05,
TMPRSS13,0.0,,,0.0
INPP5F,0.0,,,
SLC38A5,7.003053167807443e-07,1.5727667625062431e-06,,1.1154422464413086e-05
TRIM13,0.0,0.0,,
TEP1,3.928391816203968e-06,1.9181189900177694e-06,0.0,8.300430355361695e-06
KCNE1,3.196889031711799e-05,,,
SLC44A1,0.0,2.1031943677456336e-07,,2.7937461874577717e-06
RRM2,1.0320670374929442e-06,2.7695950977055832e-05,,0.0
PRSS22,0.0,,0.0,
SPP1,1.3550059163203546e-05,4.1587570303573955e-06,3.4644689818180984e-06,7.228686026665545e-07
PRDM4,0.0,6.390358388220812e-06,,
ANGPT4,0.00011651484064457914,,0.0,2.2123063485378282e-05
COL9A2,2.336980491481269e-06,0.0002771329449122839,0.0,1.1154422464413086e-05
SLC4A11,9.150855397732502e-07,,,
ITM2C,0.0,5.6295689756575755e-06,,
UNC5B,0.0,1.2521613867229164e-07,0.0,0.0
TIMD4,4.066039872775362e-05,,,
PTGIR,1.7822467070080562e-05,,,
RAB3A,2.9310203849554775e-05,3.6802248378951105e-05,8.584149555934859e-08,
SEMA4A,1.6521038731750773e-06,3.06885641209233e-06,6.238434612928435e-06,1.6744691562814187e-05
KNG1,0.0,,,4.4027993360652236e-05
BAG3,2.3740754449599443e-06,2.0074280686839312e-05,0.0,1.5255447124428337e-05
GHSR,1.4130395527743824e-05,1.4714106494669962e-05,,1.8851514956280136e-06
SDCBP2,0.0,2.1031943677456336e-07,,
FCHO1,7.737018503591363e-06,1.747997160514699e-06,,
ETV1,7.205534783220451e-06,3.1110447298431454e-05,,1.2556866766888085e-06
CPLX1,7.3390889169961325e-06,,,
KSR1,6.309739347592321e-05,,,
THRB,2.446598845542204e-06,,,5.869159385201911e-07
UPK1A,8.702334317180916e-07,0.0,,
TANC2,8.081354993165114e-07,1.050724985665357e-06,3.8875104665822975e-05,
SDCBP,7.778163647734678e-07,3.2936499023520354e-06,7.928420409493492e-06,
PSMD9,5.549050447462237e-07,,,
HP,0.0,,0.0034638520368070846,4.4027993360652236e-05
CAMKK1,1.1501397021840484e-06,1.5703513120647197e-06,,
GSPT2,1.707866615383471e-08,9.830442777829093e-06,,1.38470384713974e-05
MBD5,6.517336697116427e-07,,,
ELL2,4.288336543010672e-06,,,
LRRC48,8.961798646718546e-05,,,
CNOT4,0.0,,,6.713274165212146e-06
HIC1,5.595717125568456e-07,0.0,,
NANOS3,0.0,0.0,5.457228359962206e-07,
GPR157,0.0,6.05162383213109e-07,,
TUFM,6.517336697116427e-07,3.811931692670074e-05,1.7441208468318137e-05,0.0
SERAC1,0.0,,,
CXCL10,0.010353354174267335,0.0004248636103867647,0.0006652809670168859,
BASP1,6.792307693049143e-07,1.1958764818536143e-07,0.0,1.135542696223776e-05
ALG1,2.9610134321912077e-07,,9.596557840776456e-05,
ARHGAP29,1.7167166952754281e-06,2.8193102151184585e-05,0.0,0.0
POU3F1,2.0644439839401867e-05,0.00012095338221484442,,3.266814902598217e-06
OPTC,4.1626203683487683e-07,1.8531871863363785e-05,0.0,
PLAC8,2.5103026354524073e-05,8.458269532478452e-06,0.0,3.6273116114683756e-06
ADCK4,1.4611033562946768e-06,,,
FASTKD1,0.0,,,
CASC5,0.0,0.0,,
ARHGEF17,2.0566571341336583e-06,,0.0,
S100A10,0.0,,,0.0
SNAI2,2.688422215868436e-05,,,1.1450349893280155e-05
DNASE1L3,1.1869566899281894e-06,4.058560297995092e-06,,
PLLP,2.1151244899293877e-07,4.013923365305728e-06,2.8356792948585647e-06,0.0
LOX,3.656785322199458e-07,1.97246879533539e-05,8.962602362144442e-07,0.0
BIRC5,1.3063555649542402e-07,3.2095975704864936e-05,,
RBP1,2.651000992770792e-08,5.9142662629925906e-06,,
LYL1,7.477327400604885e-05,1.2521613867229164e-07,,0.0
SPINK4,1.535668658970458e-05,,,
ZNRF2,0.0,,,
PRND,8.102523233787515e-07,,,
CEND1,0.0,1.3255964905574403e-06,,
TNFAIP8L1,2.9907984660229074e-07,1.1478448495880085e-05,0.00041650725007367687,0.0
HKDC1,1.4766613169773981e-06,0.00010338177855095213,0.0,0.0
RAC3,0.0,,1.6991829166559836e-06,
PIWIL2,5.804968393121074e-05,3.9569890391905025e-07,,8.43242344070564e-05
ADHFE1,2.409351947169602e-05,1.2585199943381498e-05,,0.0
FCER1G,2.8910523890241053e-05,0.0002876080582235788,1.418266279265773e-05,0.00014494378427194068
ANGPTL4,1.3858263413755484e-05,8.569400491438049e-05,0.0002719417626309915,2.3355355184565193e-05
ESCO2,0.0,1.913280413117843e-06,5.457228359962206e-07,0.0
PPP1R16B,2.2994701855309786e-06,1.222494504934977e-06,,
DIDO1,0.0,7.24370688022498e-06,0.0002866539531020598,1.7092145596413988e-06
ADAMTS15,6.851767631522188e-06,0.0,,
DCT,2.6005632332607763e-05,1.6746140327372919e-06,2.2720582404657967e-05,8.639917628651783e-06
RECK,0.0,1.5128770198999047e-05,,
EGR2,0.002038659498510844,0.0012870149897309877,6.490187969779285e-05,
S100A3,0.0,0.0,0.0,
RNF128,2.2753660032050174e-07,,,
YOD1,5.862852229236825e-06,1.8043011891267413e-05,7.607855316826941e-07,
NID2,0.0,,,
HES1,1.797918872705428e-05,2.443817186091109e-05,2.6024753898889954e-06,
FCRLA,7.549543847309141e-06,4.927233875086058e-06,,
MB,0.0,4.174634407554097e-06,,0.0
NR1I3,3.211580077369059e-06,2.3228769079912925e-07,,
RSRC2,1.2179902039339517e-05,5.782054214527894e-06,,
FSCN3,1.5263314162477808e-06,,,
CYCS,1.7718208677093665e-06,6.523723196533116e-06,1.3845524493677745e-05,
NRBP2,0.0,0.0,,
PRF1,2.0285042508861417e-05,,,0.0
CASP1,9.604957547766966e-05,9.352593418175235e-06,0.0,1.445853889535601e-05
CDC25C,1.3063555649542402e-07,5.8899155009691895e-06,,0.0
PPP1R14D,8.355114198882174e-07,1.9350708114036084e-08,,
RFX1,1.112695097485083e-06,,,
LCK,0.0,7.615775217911007e-08,,
CXCL5,4.503935268709194e-06,0.0011800967359754744,5.6685085248163384e-05,0.0008272919613883325
HSPA1L,1.8844246239998294e-06,5.239651669046765e-06,0.0,
E2F2,1.5703126716944106e-05,3.17067006051325e-06,7.490614015149497e-07,0.0
CADM3,0.0,,,0.0
TGM2,6.08713342818324e-07,0.0005872078910596085,4.9265660153864235e-05,7.883132341058984e-05
HIST1H1C,0.0,,,0.0
PPP1R12B,0.0,8.390365633690766e-05,1.9451869968180584e-05,6.165689648169359e-06
GNA14,5.65710802180271e-06,5.8208885251046e-07,,
ZAN,7.994635761941625e-06,2.429924239438287e-05,7.249288996352338e-05,0.00021938232207475956
APLN,2.081480703285694e-05,8.218198742129662e-06,,2.083434919530492e-06
INHBE,7.756993310730335e-06,,,2.5853803847383284e-06
IL1R1,0.0,2.045818987752962e-05,,
RABGAP1L,3.0832870011713225e-06,0.0,4.478833914319042e-05,0.0
JAG2,6.517336697116427e-07,0.0,,
CPOX,6.517336697116427e-07,,0.00032982096080207417,
MYO1G,7.255817011338783e-05,1.9451171346683318e-06,,
ANKRD29,0.0,,,
CIDEA,2.7895875452087346e-05,,,
DNAJA4,4.99374152416753e-05,1.0228607807587022e-05,9.711950766486685e-07,3.063016004927571e-06
HOXA7,7.199665297299085e-07,,1.1823758390860677e-05,
NAPA,3.9207629251663e-08,,,0.0
SCN5A,1.6409669573208397e-05,0.0,,0.0
FBLIM1,6.751611188994772e-07,,,6.708775751468926e-06
GDF9,2.83627043138843e-05,,,
TNFRSF25,0.0001393976606951884,3.74165250220003e-06,7.199231535275485e-06,4.934369348497358e-06
SFTPC,4.535442002369433e-07,0.0,,
ACTN2,0.0008130246278000197,5.748343120464372e-06,,0.0
FBXO11,0.0,2.121703609180719e-07,3.244925114993013e-05,0.0
SMC4,5.060052167243192e-06,,1.105881552311872e-05,
JAK3,2.339300861563824e-05,,,
TNNT3,6.933827642590093e-07,,,
HRK,3.0351495733044208e-06,6.054235994103764e-06,0.0,
PRPF19,6.715844052337816e-06,,,
AR,4.332642508657854e-05,0.0,1.5182669226083776e-07,
SH2D2A,0.0,3.709434609641399e-05,0.0,0.0
CACNG8,0.0,0.0,,
DGKH,5.716295530297702e-06,,,
TRAK1,1.4966492014028703e-06,0.0,,
FIGF,3.7510005665234133e-06,,1.7307648046867537e-05,
NEIL3,6.1715881779996184e-06,0.0,0.0,0.0
IER5,2.3740754449599443e-06,2.376975695854253e-05,9.795913311412653e-06,
ADARB1,6.448699041088083e-06,1.3511709283679321e-06,,
TNFSF15,8.885028509002991e-06,,8.453342150224911e-07,0.0
DUSP10,2.1636793331243113e-05,0.00010350043753243306,1.2968677055832648e-05,4.0025092524769724e-05
HS1BP3,2.9309062819317205e-07,,,0.0
LTBP2,1.33187458739308e-05,0.0,,
SLC34A2,9.73093994275283e-07,3.059103244955426e-05,,
CMKLR1,1.1352966489151937e-05,,,
FANK1,3.193916078503974e-06,,,0.0
HYDIN,4.9238479631188206e-05,,,
RAB3B,3.8195897038848354e-06,,,1.7219338826611792e-06
MUC6,3.9259174965687715e-06,2.8342083234630387e-05,2.3762537444885664e-05,0.006453184825044154
ARL4C,0.0,3.421034048486601e-05,,0.0
INTS6,1.1084032063680891e-05,3.547144189758254e-05,0.0,
LONRF3,4.024922608783167e-07,2.7254333055609114e-05,,
LRRC28,0.0,,,0.0
RPRM,2.875323779188624e-06,,,6.214760083121307e-05
CCDC34,0.0,1.411346290174586e-06,0.0,7.782558488180923e-06
UPK2,6.492241721961798e-06,,,
NOSTRIN,6.941008418115932e-06,,,8.425644615368787e-05
FLRT3,2.2486283717460337e-05,8.467146841814789e-06,9.711950766486685e-07,7.228686026665545e-07
VPS29,0.0,2.97091449895769e-06,,
FZD9,4.655966331347753e-06,6.09648447966807e-06,1.2012148475934186e-06,3.0394824492341697e-05
HOXB6,0.0,0.0,0.0,
SLC39A7,1.2516123315041724e-06,6.832019489818082e-05,7.752110962371757e-05,
BPNT1,2.5859827178404302e-05,0.0003021201193717587,4.070174742492411e-06,1.0822306312517564e-05
XPNPEP2,5.807014221849045e-06,0.0,,
NCF2,3.119836564184676e-06,,3.386723728365081e-06,7.513596226432103e-06
LAIR1,5.869731260424962e-05,2.9887308524117537e-07,0.0,8.905960448195925e-06
RAB30,0.00031448769310004905,7.852172026390231e-07,,
CYBRD1,2.8883659838199722e-05,1.1529646712787567e-06,,3.0394824492341697e-05
SERPINA10,0.0005712540463206002,,,
PHF20L1,0.0,0.0002913363735954965,5.457228359962206e-07,
NCKIPSD,1.0583561675831564e-05,0.0,,
DDR2,0.00023065683998580862,,,
GFI1B,4.754980005610083e-07,2.4602213836757433e-06,9.461001941311523e-06,6.954086341859396e-05
TBKBP1,0.0003920003232131918,9.155924593582498e-07,1.1337356901814858e-06,0.00012145309026181567
DENND2D,0.0,1.163409850229197e-06,,
RGS11,3.2796461244490053e-06,1.0574660963654482e-06,,
RPL22,5.583292310691123e-06,2.1031943677456336e-07,1.0927459146544655e-05,
ITM2A,0.0,,,
MDFI,0.0,7.1418922976837535e-06,1.0971831023194952e-05,9.057336932932116e-05
CHST8,1.723082445988088e-05,,0.0,0.00014005264394429648
GPATCH2,2.5048239514087738e-06,0.0,,
TREX1,4.087462613596391e-05,2.5675266469586106e-05,1.5182669226083776e-07,0.0
KLHL18,9.583633861950193e-07,,,
CACNB3,1.4895759605002523e-06,,,
PEX10,1.762706342649412e-06,,,
HSD11B1,8.00653211645523e-05,5.6484278561157905e-06,,
SOX7,0.0,2.1534864273974475e-05,,
NUMBL,0.0,0.0,,0.0
DUSP16,4.8741727089095244e-05,2.4392546865587302e-05,,7.782558488180923e-06
ARNTL2,4.252798786818312e-06,9.452280461086383e-08,1.0617593686034243e-06,
ABCB7,0.0,,,
ASF1A,0.0,,0.0,0.0
CHCHD5,6.385315776495229e-07,,,
BCHE,0.0,5.1537144236085345e-06,,1.1154422464413086e-05
ENC1,0.0,1.6021739830829847e-06,9.111223438421857e-05,
BICD2,0.0,,0.0,
PAQR9,3.1207080062854006e-07,3.013793327041305e-08,,
OTUD1,0.0,0.0,1.0771334672977295e-05,
SVOPL,5.513666711168116e-06,,,1.0820740472728433e-06
PLXNA2,9.224977050226375e-07,0.0,,
CDK5R2,1.0630914692934615e-05,0.005492692123499256,1.2128211748360602e-05,2.7452106746871664e-05
NEUROG1,0.0003287464012542371,,,
NEFH,0.004174750432190153,9.951964571918064e-06,,
SYDE1,0.0,3.9569890391905025e-07,,
PARVG,0.0010713243142084865,,,0.0
GIPC3,5.89729957765552e-05,,5.083312926260089e-06,
SERPINB8,0.0,2.511321308674218e-06,,0.0
SMC1A,0.0,8.993245903718695e-06,3.0967093511523644e-06,1.8321431611914547e-05
LMNB1,0.0,1.7351793544277124e-05,7.335919908987916e-05,1.2245041065776527e-05
CD244,1.1456481036768673e-05,1.834840253028389e-06,,
PPM1M,1.0774365856524882e-06,0.0,,0.0001008015983389171
ADM,6.625669031541951e-06,0.00018404345753273682,7.979730863054034e-05,
INHBB,1.997706927570127e-07,3.590679221570276e-06,0.0001246412306819061,2.8662340214469333e-05
NR1H4,0.0,0.0,,0.0
NUP98,2.616129931216537e-07,9.103114697867392e-07,2.648091346223349e-05,
RBBP4,0.0,1.3346696610984723e-06,,0.00016615005341417646
MYD88,1.347434108090935e-05,2.485113817659293e-07,8.112133897592904e-05,
RAB8B,0.0,1.4754218305555211e-06,0.0,9.914401986604772e-05
MRPL22,6.517336697116427e-07,,,
TMC7,0.0,,0.0,0.00011079246456183263
PLEKHA5,1.6002120773546858e-06,,,0.0
DOK3,0.0,1.6163315362575556e-05,0.002723726738149554,0.0
MBOAT1,0.0,5.8208885251046e-07,2.9222931838301536e-06,
NCALD,1.1314585546737512e-05,9.590673240720384e-07,1.9304336742764553e-05,
PKLR,4.399697326447969e-06,1.3514333324927367e-07,1.5112693708733652e-05,
SLC25A28,1.7749479450112772e-05,0.0,1.719776120475018e-06,
QTRT1,0.0,,,
HGS,0.0,,,4.7640122933998035e-05
SOCS1,0.001161426726770431,6.744115925652827e-05,3.46808915023908e-05,4.934369348497358e-06
COL24A1,1.8844246239998294e-06,,,
PRDX3,1.0703951860633831e-06,2.6533497122335668e-06,0.0003261100353473504,1.0364083326794925e-05
RANBP3,0.0,0.0,1.0886894258144818e-06,0.0
MC2R,3.7921002301130635e-06,0.0,,0.0
RUFY3,1.0342179383141053e-06,,,
PLA1A,0.0002849593688488037,2.5675266469586106e-05,,
NUP93,1.5914732793343343e-05,,7.752110962371757e-05,
GNAZ,1.6987414573822849e-06,0.0,,0.0
RPL23,0.0,,,0.0002801563769749764
SLC9A1,2.9496577860242384e-05,,,1.269365368439945e-06
PPP1R3E,0.0,,,
SFTPA1,3.0463312736765913e-05,5.2378794388305976e-06,,
CYP1A1,0.0010364526029037183,5.140670258406214e-06,,7.228686026665545e-07
MAGEH1,8.355114198882174e-07,0.0,,1.2553490950079608e-05
STAT2,5.1411573208529924e-05,4.988070753756885e-05,9.762195767939254e-06,
GPRIN3,8.588664311160087e-06,3.6539629771306713e-06,,
SLC25A32,1.707866615383471e-08,,0.0,
CHAC1,0.0,0.00026185376177338926,1.5326281146988826e-05,0.0
SLC22A13,1.4824363688947363e-06,1.0022402912245474e-06,,1.2556866766888085e-06
CP,6.743548301916148e-06,7.244869012413385e-07,0.0,
YBX2,1.682091539669213e-06,,,3.934251981314485e-06
PADI4,1.5263314162477808e-06,,,
SCHIP1,0.0,1.7233986452310585e-06,,0.0
SLCO2A1,6.331434971849854e-05,5.9142662629925906e-06,,0.0
MASP2,1.913810673580355e-06,1.6597947300938624e-06,0.0,1.030224508185776e-05
BRSK2,2.9560319531439616e-05,6.8813796429933955e-06,5.25635889242386e-06,0.00011278824691665512
S100A9,4.598452761526248e-06,,,5.2942566854022125e-05
VPS53,8.261351071685794e-07,5.5811424579113464e-06,1.1337356901814858e-06,4.9928301149370984e-06
TRIP11,0.0,,,
TAS1R1,1.5766298336684493e-05,,,
NTRK3,2.2327602175193005e-05,0.0,0.000662871370711884,
JMJD6,6.517336697116427e-07,4.585436928460036e-06,,0.0
SLC43A2,8.516927736118898e-07,,,0.0
RND3,2.4123013428452367e-07,0.0003617937607024881,1.744565093730769e-05,7.228686026665545e-07
CIITA,0.0005921557987085298,0.0,0.0,1.4513364012094323e-05
PLEKHG1,0.0,,,
PPP1R13B,9.079545841242164e-06,6.479677538975025e-06,,
RLBP1,9.80438030178073e-06,0.0,,
CPA3,2.6388572524226794e-05,1.4816898295402535e-05,,4.934369348497358e-06
LAMP3,0.0005490898199669021,1.7650630570302546e-05,0.0007812048431136856,0.0
FXYD4,6.630356469041066e-07,,,
GNG2,1.6157631158036468e-06,7.615775217911007e-08,,
KCNT1,1.166027739031142e-07,0.0,0.0030607178296456258,0.00021911799793097208
DFFB,3.0679344787586046e-06,0.0,,
C1QTNF1,4.845401848334991e-06,,,
ATP10A,2.297429310931242e-06,0.0,,
AQP4,2.0794760132681557e-06,0.0,,
