,Sars,Mers,Iv,Eb
RRP12,,1.2047962192340449e-05,,0.0007840742047601388
ENO3,,0.0,0.00015678846956969255,
RPS6KA4,,0.0,,
NUP37,,2.97091449895769e-06,,5.771672263721548e-07
ABCA5,,1.2308167869471922e-05,,7.228686026665545e-07
BAIAP2L2,,4.5341544275647553e-05,,4.934369348497358e-06
TXN2,,1.6167284392371496e-06,,
SLC9A8,,6.044309568847725e-08,0.0,
AFF4,,1.411346290174586e-06,6.019118229760559e-06,0.0
PXMP4,,1.321703659820844e-05,2.794463451273965e-05,2.2873961412308393e-05
UBE2D3,,7.175634773660353e-05,0.0,
ASXL1,,1.1684757179494947e-06,2.5944875454064084e-06,
BAHD1,,0.0,,0.0
FIGNL1,,1.1094661689518006e-06,0.0,0.0
H2AFX,,0.0,,7.182559328756385e-06
PSMD12,,0.0,,
DAK,,1.2536989844010276e-06,0.0,3.7374145829468304e-05
ARHGAP10,,7.125109480679024e-07,,
UBE3B,,0.0,,
PGD,,2.805434548895781e-06,9.252133170150175e-05,
GHDC,,0.0,4.96305070519335e-06,
TUBE1,,0.0,,0.0
GDA,,2.288427203716954e-06,0.0,
MEMO1,,0.0,,
TMEM25,,0.0,,
COQ4,,0.0,0.0,1.6498622371892975e-05
TMBIM1,,2.3820399965497715e-05,0.0002557889663053026,1.786371898635497e-05
ERGIC3,,1.5894381646025855e-05,3.586783927387244e-05,
GRB7,,0.00018227078034021823,0.0018624322386680717,7.65206388058192e-06
OTUB2,,9.452280461086383e-08,,0.0
TCIRG1,,7.122416282960841e-07,,
ITGA3,,0.001056865849259161,0.0015807249219444435,
SEC24B,,2.609729460894697e-07,1.7170908923601003e-05,
MREG,,1.5240116680615726e-05,,1.0820740472728433e-06
TFPI2,,8.427652490849532e-05,,0.0
KPTN,,0.0,,
FGFBP1,,1.2260887468683997e-05,0.0,0.0
TNS3,,3.320818345067801e-07,5.7198672498943755e-06,
HELLS,,1.1972289328074376e-06,,
LRRC1,,5.9142662629925906e-06,0.0,0.0
SERINC3,,3.3446954134625196e-07,0.0,
ASL,,0.0,,7.228686026665545e-07
TRABD,,0.0,2.4607078653569143e-06,6.802999307680311e-06
ANP32B,,1.0709661560146766e-05,8.30185676897973e-05,
ADPRHL2,,0.0,,
FIBP,,0.0,0.0,
MBD1,,9.452280461086383e-08,,
CHD1L,,1.8960370372525663e-05,2.9381957306298156e-06,
SYT16,,0.0,,
GTF3C5,,8.16388529084385e-06,2.4607078653569143e-06,
MYADM,,1.3784119996607718e-07,5.757980661371438e-05,4.9928301149370984e-06
KLF11,,1.1211728971516012e-05,0.0,
DDR1,,0.00038104600353711993,0.0007822751676762953,5.771672263721548e-07
CNOT7,,3.0989689357388853e-07,1.1193439359620874e-06,
RYK,,0.0,,0.0
SLC27A1,,2.317095695872765e-05,9.371732081477073e-06,
AMFR,,1.1970275998830858e-06,2.6316293545781277e-05,3.1323195770691865e-05
APP,,5.5135247873637224e-05,3.229581261179722e-05,2.6409833334399307e-05
RRAS,,6.168763203451096e-07,0.0,0.0
GPM6B,,9.078144531832576e-06,2.026098218613685e-06,1.1457303151868904e-05
PGPEP1,,2.9139542590334235e-05,1.5182669226083776e-07,0.0
LMNB2,,0.0,1.193131776918899e-06,
SLC35E3,,0.0,,0.0
RNASEH2A,,1.411346290174586e-06,,
COX6B1,,0.0,,
UCK2,,1.0310564339541723e-05,,
KLF3,,6.207651896586874e-06,7.490614015149497e-07,
CTGF,,0.0001445816560157957,0.0011072054833849664,0.003256728929817117
LRP10,,3.225907687196929e-07,0.0,5.771672263721548e-07
UCHL5,,0.0,,
FADS3,,4.0633239206829823e-07,,
REEP6,,1.411346290174586e-06,0.0,0.0003967261876905034
SLTM,,0.0,,
POLR2F,,2.545639542099749e-05,0.0,
GAL,,1.0700721923346553e-05,,0.0006856263548255436
STARD3,,2.302406153659685e-06,,
FKBP7,,0.0,,
SPRY1,,5.145050522201305e-05,1.7593128003128753e-05,1.542823863892217e-05
COX5B,,7.116317794115848e-06,,0.0
UBTF,,6.734939230676332e-06,0.0,1.7275876098038434e-06
ECHDC2,,1.2498167239634033e-06,,
OAT,,1.803454443133627e-05,0.0,0.0
STIL,,2.1195999245273172e-07,1.1971396455500747e-06,
ANXA9,,1.311676907712286e-07,3.386723728365081e-06,2.3748542867310695e-05
B4GALT3,,2.7549335071276523e-06,,
ARHGAP19,,9.297339511032766e-06,5.514804738240201e-06,3.6899369952476285e-06
RPS2,,4.940170764870736e-06,4.181608109997948e-05,6.383927822864012e-06
TSPYL4,,1.9503894236817008e-07,,0.0
PPM1H,,4.5909938854004643e-07,0.0,0.0
CXXC5,,1.2521613867229164e-07,,0.0
SLC37A2,,1.453303920198494e-05,,3.934251981314485e-06
MCM7,,1.4080363614842743e-06,1.5771762400527061e-06,2.5853803847383284e-06
NDUFB10,,2.609729460894697e-07,,
ARMCX6,,0.0,,
ATP1A3,,0.009242234765160258,4.627192935347651e-06,0.00017828926143307
SRM,,2.0338900448388294e-06,,1.5047582459335877e-06
CST6,,1.7890019194407951e-06,,
UFC1,,0.0,0.0,
VDAC1,,2.0539722022201342e-07,1.6854260446528617e-05,
SFTPB,,1.8731004210234857e-06,0.0,
CPNE1,,6.835948164543473e-05,1.2829731413262703e-05,3.7884802287646087e-06
EPC2,,0.0,1.8020050511798768e-05,
RPL35,,0.0,,0.00013322313534988453
BBS2,,0.0,5.793350293815751e-07,
SLC30A7,,2.609729460894697e-07,4.836082414030802e-05,
MXI1,,1.452897197291395e-06,,1.384108521187742e-06
B4GALT5,,0.000190193403557936,0.0007389635931830964,
DCXR,,1.4552378819091003e-06,,
ZFAND2A,,5.260666954693953e-06,0.0,
THAP2,,,0.0005730431463719802,0.0
STOML1,,,0.0,
BLNK,,,2.43712405972299e-06,
PKD2L2,,,0.0,
SPATA2L,,,4.668434277918432e-06,2.5853803847383284e-06
TES,,,1.1971396455500747e-06,4.076819962078443e-06
IQGAP1,,,6.580187500362636e-05,
MRPS7,,,4.761699865794571e-06,0.0
SEMA3E,,,0.0,
ISCA2,,,7.490614015149497e-07,
GLUL,,,0.0,0.0
SLCO3A1,,,2.130561669666279e-05,0.0
UBQLN1,,,4.830419276811492e-07,2.05931006344554e-05
THAP11,,,1.4652669924922888e-07,
IPO8,,,4.9175626557217524e-06,7.818910693066511e-06
ATP5E,,,2.237550343610844e-06,
CLP1,,,0.0,
COL18A1,,,3.543343692131532e-05,
OSBPL3,,,9.711950766486685e-07,
WARS2,,,0.0,
PCGF1,,,0.0,0.0
SMYD4,,,4.668434277918432e-06,
HSD3B7,,,0.0,
DHX33,,,0.0,
CLASP2,,,0.0,
ARL2BP,,,0.0,
RDH11,,,0.0,0.0
BSCL2,,,0.0,
TTC30B,,,9.679661397030226e-06,
MST1R,,,3.0613239199009775e-05,
ACOT8,,,3.388598181919509e-05,
TAF12,,,0.0,
MYSM1,,,9.711950766486685e-07,
IMMP1L,,,1.5182669226083776e-07,
WDR26,,,2.271492002799117e-06,
TMEM45B,,,0.0,0.0
ARMC8,,,0.0,
NUDT6,,,0.0,
IQCE,,,2.4919634725102095e-06,
VAMP3,,,0.0,
GRAMD1A,,,0.0,6.818701367240429e-05
CLSTN1,,,5.236852218821129e-06,3.61843727076468e-05
CYFIP1,,,6.526049736903772e-06,
PDXP,,,0.0,
ELK3,,,0.0,
UACA,,,7.556870878525203e-06,
HDAC2,,,1.19963723999436e-05,
LENG9,,,2.026098218613685e-06,1.6137326816370314e-05
GM2A,,,0.0,5.822901803160928e-05
RAB40B,,,1.5182669226083776e-07,0.0
ATRN,,,3.4184899782735936e-06,
RDH14,,,0.0,
TXNDC9,,,0.0,
UTP20,,,0.0,
PRKCDBP,,,0.0,
DYNC1I2,,,0.0,
SLC25A4,,,0.0,
LIX1L,,,1.2764132794226887e-06,
PHOSPHO2,,,1.525098704697163e-06,0.0
SKIV2L,,,0.0,
RNF24,,,5.083312926260089e-06,
RNF215,,,2.649436746443993e-05,
EED,,,0.0,
SOS1,,,7.163279028958459e-06,
RBM41,,,0.0,
KPNA3,,,0.0,
TGFBRAP1,,,0.0,
RIPK1,,,0.0,
AKT2,,,0.0,5.812788033240032e-06
GCC1,,,0.0,
ACSL5,,,0.0,
POP7,,,0.0,0.0
TBC1D14,,,0.0,
CRLF3,,,8.517478150471549e-07,
TAF11,,,2.134688198973214e-06,
PDHA1,,,0.0,
GLG1,,,6.062666176611812e-05,0.0
PEX14,,,4.668434277918432e-06,2.5276590049177392e-05
PREPL,,,2.9681913108766806e-06,0.0
VTI1A,,,0.0,
TNFRSF21,,,3.5355270856371684e-06,1.4245254466111572e-05
RAB22A,,,0.0,0.0
SAP18,,,1.406641002578131e-05,
CDC27,,,0.0,
SLC44A2,,,7.114352273786907e-05,
SQLE,,,2.5367289737380746e-06,
ERCC8,,,0.0,0.0
CEP70,,,1.726091184740149e-06,
POLR2E,,,4.070174742492411e-06,6.172826860682575e-06
CHAC2,,,0.0,0.0
BBS9,,,1.1592810760554577e-05,
CYHR1,,,5.5686666662287266e-06,
ITGA7,,,7.350270580115219e-06,
GRIPAP1,,,0.0,
RPGR,,,0.0,0.0
KLHDC4,,,0.0,0.0
PQLC3,,,0.0,
PRDM6,,,4.779908022870577e-06,5.869159385201911e-07
ACBD3,,,0.0,1.258443570301643e-05
GOLGA7,,,6.128553505185699e-06,
GTF2B,,,0.0,
CHRNA7,,,0.0,0.0001664974489127703
ECD,,,0.0,
YARS2,,,0.0,
PIGM,,,0.0,
TMEM144,,,0.0,
RHBDF2,,,4.495734719407756e-06,0.00011045104413277154
CCDC58,,,0.0,
SIN3A,,,0.0,
SLC35A1,,,0.0,
TMED5,,,2.026098218613685e-06,
GFM1,,,1.8704914574303405e-05,0.0
GNE,,,5.793350293815751e-07,0.0
MTRF1L,,,3.892594623086347e-07,
LMAN1,,,0.0,0.0
TRAP1,,,7.723000148559728e-05,
PEX12,,,2.464822571929205e-06,
LDB1,,,0.0,
FZD5,,,5.318803675516986e-07,1.5255447124428337e-05
PDCD7,,,0.0,0.0
SFXN4,,,3.2435062466514055e-05,
SLC25A12,,,3.525206291067906e-05,0.0
DHCR7,,,4.697808322418907e-06,
RIOK1,,,0.0,
SSR2,,,2.4636574138003087e-06,0.0
AKTIP,,,8.107616288247444e-06,
SAP30BP,,,1.5123804821691892e-05,
SCNM1,,,1.6684714091652753e-06,
BTBD10,,,1.15910248712628e-06,
RBM38,,,0.0,
NSFL1C,,,1.1971396455500747e-06,
NUBP2,,,0.0,
PARVB,,,0.0,
MORC4,,,0.0,
AASDHPPT,,,0.0,1.5255447124428337e-05
TBC1D20,,,0.0,
RNF214,,,6.806992742403174e-06,
RFXAP,,,0.0,
HHAT,,,1.5269996394344337e-06,
TTC32,,,0.00010289967455984131,
EXTL2,,,0.0,
EFTUD2,,,0.0,
DPH3,,,2.271492002799117e-06,
MLX,,,0.0,
USP54,,,0.0,
POLB,,,0.0,
PON3,,,6.314640584981124e-06,7.228686026665545e-07
CBLL1,,,0.0,
MKKS,,,3.6663561568142968e-06,8.274981379468715e-05
GAPVD1,,,5.377411020099506e-06,
DCUN1D4,,,9.711950766486685e-07,
ARHGEF9,,,0.0,3.5490296541869e-05
PTPN4,,,5.793350293815751e-07,
CAST,,,0.0,0.0
SSBP2,,,0.0,
TMEM168,,,0.0,0.0
RFWD2,,,0.0,
SPATA7,,,0.0,
ERBB2,,,5.793350293815751e-07,0.0
ASXL2,,,1.0492380625985486e-05,0.0
TRRAP,,,8.01900055101793e-06,5.875448169677828e-06
CNOT1,,,0.0,0.0
VPS41,,,0.0,
EPS8L1,,,2.2745204387780775e-05,
RNASEL,,,0.0,
ZHX3,,,8.141779554297646e-05,0.0
COPG2,,,0.0,
TMF1,,,0.0,0.0
SPSB2,,,2.9811570153869195e-05,
PKP4,,,0.0,0.0
SNUPN,,,1.4652669924922888e-07,
TRAF5,,,4.920219007769547e-05,
RTN4IP1,,,5.793350293815751e-07,
UBE2E2,,,0.0,
POLR2K,,,4.668434277918432e-06,0.0
ETAA1,,,2.5944875454064084e-06,
ATAD2,,,2.1042066188975764e-06,0.0
DOCK5,,,1.0617593686034243e-06,
SOAT1,,,1.193131776918899e-06,0.0
SMNDC1,,,0.0,
ADSS,,,1.1936895376563707e-05,
DDX26B,,,1.5721609136178832e-05,
BMS1,,,0.0,
TSPAN14,,,2.5267972905305863e-06,4.868729523818302e-06
SFXN5,,,1.3490295801464052e-05,
USF2,,,4.8703012191249484e-06,0.0
PPIC,,,0.0,0.0
LEPROTL1,,,0.0004639588411456336,
BAZ2A,,,6.794039271361249e-06,
DYRK1B,,,0.0,
KHSRP,,,0.0,5.962331293108083e-05
WNT7B,,,0.0,1.1154422464413086e-05
PDRG1,,,0.0,
CXXC1,,,0.0,
HEXIM1,,,0.0021621628527501973,
MINA,,,0.0,
SRP19,,,0.0,0.0
HIGD1A,,,3.4670966874312374e-07,
ATE1,,,0.0,
CHMP7,,,0.0,
TMEM41A,,,0.0,
USP14,,,9.953486084915211e-06,
ACSM3,,,3.386723728365081e-06,
AP4M1,,,0.0,
NAPG,,,8.148977715084889e-06,
RBMX,,,0.0,0.0
PRDM2,,,0.0,0.0
SLC25A16,,,3.3037454106773976e-05,
GART,,,3.892594623086347e-07,
CCDC43,,,0.0,
VPS52,,,8.799346355808019e-06,0.0
RAPGEFL1,,,0.00017652831627229472,4.0289987596752624e-06
PPP1R8,,,5.318803675516986e-07,0.0
DDX55,,,0.0,0.0
PRMT6,,,4.446214589193249e-06,
CCDC104,,,2.6406779007117926e-06,0.0
B4GALNT1,,,2.237550343610844e-06,0.0
THOC3,,,0.0,
THOC6,,,1.2574747639311195e-05,
TUBG2,,,1.4652669924922888e-07,
PACS1,,,0.0,
REEP2,,,5.768310231565901e-05,
COPA,,,0.0,
KLHDC3,,,0.0,1.6972665204727818e-05
NARG2,,,1.001613130596597e-05,
ARHGEF10L,,,2.9237529086087437e-06,
ATP6AP2,,,0.0,
PATZ1,,,0.0,0.0
GNAI3,,,0.00011904465202126588,
UNK,,,0.0,
DOK1,,,5.581640300337791e-06,
SCP2,,,3.699282318164788e-06,0.0
LRBA,,,4.5254026381025234e-07,
TM2D3,,,1.1971396455500747e-06,
LZTFL1,,,0.0,
ATP6V0E2,,,0.0,6.173912121697689e-06
POMP,,,0.0,
BANP,,,5.379733300181169e-06,
CLUAP1,,,5.793350293815751e-07,
NCAPD3,,,4.5254026381025234e-07,
IPP,,,0.0,
PPP1R12A,,,0.0,3.194068529396138e-06
NSUN7,,,1.410622323128883e-05,
GOLPH3L,,,5.793350293815751e-07,
NR1H2,,,0.0,
FYCO1,,,8.06534994290575e-06,
HYAL1,,,0.0,
BAIAP2L1,,,0.0,0.0
B3GNT3,,,0.00018885953236836441,
KLHL8,,,0.0,
NLN,,,6.426608451892307e-07,
UQCRB,,,0.0031048079905372735,1.2743589696957431e-05
ARF1,,,5.965055813906757e-06,0.0
IDH3B,,,1.4652669924922888e-07,
MLXIP,,,0.0,1.3017494559954788e-05
TMEM116,,,0.0,
NUDCD1,,,0.0,
RGL3,,,0.0,1.2556866766888085e-06
TBCD,,,2.171772653440602e-05,
ZC3H6,,,0.0,
UVRAG,,,2.422218020461998e-06,
ZCCHC10,,,2.464822571929205e-06,
COBLL1,,,1.5182669226083776e-07,
SERPINH1,,,0.0,0.0
CCDC96,,,1.6684714091652753e-06,
DIP2C,,,3.456770000554581e-06,0.0
LAPTM4B,,,1.1971396455500747e-06,
NIF3L1,,,3.8582033899027144e-05,0.0
NDUFV2,,,0.0,
ZFYVE27,,,4.668434277918432e-06,0.0
GFOD1,,,0.0,
MAPK9,,,3.0706291276854646e-06,
RPP38,,,5.358714531706076e-06,
MANBA,,,5.058877740096891e-06,0.0
EML4,,,0.0,
GAS2L1,,,0.0,
PIK3C3,,,9.810529395031394e-06,
ARAF,,,1.4652669924922888e-07,0.0
TMEM89,,,0.0,
MUC20,,,2.5367289737380746e-06,
HOXB2,,,0.0,1.1457303151868904e-05
NADK,,,0.0,
RTN4,,,0.0,4.7640122933998035e-05
TBC1D23,,,0.0,
NUDT15,,,0.0,
SHROOM3,,,5.793350293815751e-07,0.0
ASPSCR1,,,0.0,
BOLA3,,,1.5424837505926952e-06,
LCMT2,,,0.0,
RUVBL1,,,1.0927459146544655e-05,
EEA1,,,8.12299330874313e-06,
AACS,,,0.0,0.0
SPAG16,,,0.0,0.0
NLRX1,,,5.793350293815751e-07,
GTPBP4,,,0.0,
SAFB,,,0.0,7.228686026665545e-07
TMEM5,,,2.0296625079575503e-06,0.0
AK3,,,0.0,
DHRS7,,,2.028835366830791e-06,
GALNT1,,,0.0,
CLDN3,,,2.7988326509869487e-06,
HEATR5A,,,1.726091184740149e-06,
CDK6,,,0.0,
IFT74,,,0.0,0.0
MANBAL,,,0.0,
ATP9A,,,1.197050642019586e-05,
CTNNBL1,,,0.0,
COPB1,,,2.3875960313985004e-05,
CTTNBP2NL,,,2.486042956584217e-07,
PDE3B,,,0.0,
GPR56,,,0.0,
DIRC2,,,6.426608451892307e-07,
ATF2,,,0.0,4.169644724056416e-06
MYH9,,,9.837592598028508e-05,0.00024040458773552637
DCTN5,,,1.0927459146544655e-05,0.0
ANAPC10,,,0.0,
AP2A2,,,4.421446362048662e-06,0.0
BAI2,,,2.026098218613685e-06,6.007029444650992e-07
DIABLO,,,0.0,0.0
LRRFIP1,,,1.7071227197104507e-05,0.0
OS9,,,4.352973166131046e-06,
XYLT2,,,5.793350293815751e-07,
EIF5A2,,,1.2277037879626115e-05,0.0
FBXL4,,,0.0,
PSMD5,,,4.786594310774457e-06,
NF1,,,5.1178312665279735e-06,
EFNB1,,,0.0,5.8564797134030625e-06
TRIM33,,,4.953825051238844e-06,
PEX13,,,1.7145539000188255e-05,
ACOX2,,,3.103587211948481e-06,
PHC1,,,4.8703012191249484e-06,0.0
ZCCHC3,,,9.140347488609925e-06,
RAB4A,,,0.0,
AKAP13,,,4.61810451006782e-06,5.316700125139968e-05
AGBL2,,,2.1379188312549615e-05,2.322961083473048e-05
NCK1,,,2.382015251925311e-06,
GALM,,,6.924283096693029e-07,
FEZ2,,,7.339049069916204e-06,
MAOA,,,1.5182669226083776e-07,
LYRM1,,,7.709919225636293e-07,
MRRF,,,1.4652669924922888e-07,
GPAA1,,,0.0,1.5491953027324068e-06
TAPT1,,,0.0,
FGD1,,,0.0,8.816500768203567e-05
PRSS12,,,0.0,
EID1,,,0.0,
EHMT2,,,4.161769973762797e-06,3.6908086694064385e-06
GAN,,,2.486042956584217e-07,
FBXL2,,,9.716550286781228e-06,0.0
DVL3,,,8.214111935890258e-06,
TRA2A,,,8.962602362144442e-07,0.0011174794091171232
IGFALS,,,0.0,
POLG2,,,2.271492002799117e-06,
RANBP9,,,3.3217590340794186e-06,
ZFYVE1,,,0.0,
DMTF1,,,0.0,3.7884802287646087e-06
TRPS1,,,0.0,
DDX19A,,,0.0,
FGFR1OP2,,,3.0681733274995064e-06,
ST3GAL2,,,0.0,
SYCN,,,0.0,
IRAK1,,,2.7917205669797924e-06,5.771672263721548e-07
TRMT11,,,0.0,
FMN1,,,0.0,1.6385214351994528e-05
LYSMD1,,,2.486042956584217e-07,4.114902580941625e-05
ABCC3,,,3.7926454350192836e-06,
PPP3CA,,,0.0,
TNNC1,,,2.1580114293138166e-05,
WASL,,,4.668434277918432e-06,
AHSA1,,,0.0007867470096653373,
NCSTN,,,0.0,
CLTC,,,4.028320265868446e-06,
FKBP15,,,1.69483282522737e-06,
PIGY,,,0.00042920961422635565,0.0
KCNQ1,,,0.0,
PSEN2,,,0.0,
MRPS5,,,4.6175659279594285e-06,
MARVELD2,,,0.0,
COX7A2L,,,1.5404386087135942e-05,
CAPRIN2,,,2.486042956584217e-07,
MRPL17,,,0.0,0.0
STEAP3,,,9.232959923878535e-07,0.0
NEU3,,,1.379021995037459e-06,
MAGI3,,,0.0,
KIF18A,,,7.375444682277043e-06,
MRPL18,,,0.0,
TAL2,,,0.0,
AP3M2,,,1.2764132794226887e-06,
ZSCAN10,,,0.0,
MRPS25,,,2.4607078653569143e-06,6.969211076851992e-06
TANC1,,,5.93558808546536e-05,
KIF24,,,0.0,0.0
OSBPL8,,,0.0,0.0
VANGL1,,,0.0,
CCDC134,,,1.3420365741683701e-05,0.0
PTPRE,,,7.964575348782689e-06,0.0
ITPR3,,,2.173917106088586e-06,0.0008581733774072882
NDUFS2,,,1.1971396455500747e-06,
DBN1,,,0.0,3.376060985634454e-05
CRAT,,,1.5182669226083776e-07,
PODXL,,,0.0,
CAPS2,,,3.4998490007966953e-06,1.570457152804025e-05
ZDHHC20,,,3.0967093511523644e-06,6.442998880999248e-05
H19,,,0.0,
PPFIA1,,,1.1971396455500747e-06,
CCNH,,,0.0,
ANAPC1,,,1.1971396455500747e-06,0.0
RNGTT,,,0.0,
MICALL2,,,0.0,7.228686026665545e-07
LMCD1,,,1.8289697080794912e-05,0.0
OFD1,,,5.318803675516986e-07,
AAAS,,,6.779752707748934e-05,0.0
HACL1,,,1.7063442877453218e-06,
GCNT1,,,4.187882720726785e-05,
TMEM132A,,,1.7958095986931337e-06,
MAD1L1,,,0.0,1.972369986736829e-06
PIGL,,,0.0,
PRKCA,,,1.5182669226083776e-07,
ACD,,,1.2764132794226887e-06,
EHHADH,,,3.892594623086347e-07,2.322961083473048e-05
REPS1,,,1.0471787409601999e-05,
KCTD20,,,0.0,
FANCG,,,0.0,
MCM9,,,0.0,
ATP11B,,,3.401470617116937e-06,
SMARCA4,,,5.844576750868685e-07,3.200567058072583e-05
COX6C,,,0.0,
CCT6B,,,1.5182669226083776e-07,
MED31,,,0.0,
TMED6,,,9.31520958525242e-05,
TMEM87A,,,0.0,
WDR36,,,0.0,0.0
MIF4GD,,,0.0,
SLC35B4,,,6.352588560998296e-06,
UPK3B,,,3.160096125814207e-06,3.832691712750849e-06
STK11IP,,,0.0,
CSK,,,5.379733300181169e-06,0.00015055083723516412
DYM,,,0.0,
PRPF4,,,0.0,
CEP192,,,1.0471787409601999e-05,
CSTF1,,,0.0,
PIP5K1B,,,5.625989324905395e-06,
ZCCHC11,,,5.256189417108054e-06,
SYAP1,,,0.0,
GCC2,,,1.525098704697163e-06,6.777017220307556e-06
TNFAIP8,,,0.0,
HEATR1,,,5.0373073475172805e-05,
TRAF2,,,4.668434277918432e-06,
RPL7L1,,,1.0927459146544655e-05,
SFI1,,,2.4494486936305996e-06,
ABCC5,,,1.525098704697163e-06,
FGD4,,,0.0,
DYNC1LI2,,,0.0,
MSH6,,,4.3569756446455444e-05,
WDR7,,,0.00010206612431177783,
ANKRD13C,,,0.0,0.0
SRP68,,,1.1971396455500747e-06,
IPO9,,,5.793350293815751e-07,
SLC43A1,,,1.6684714091652753e-06,1.5491953027324068e-06
EGFR,,,1.910830950241209e-05,9.931284355090312e-06
LARS2,,,5.900391963479247e-06,
TNPO3,,,2.7801041167724525e-06,
TOM1,,,5.793350293815751e-07,
MFHAS1,,,1.1971396455500747e-06,0.0
H1FX,,,0.0,
FUNDC1,,,0.0,
CIAO1,,,0.0,
PPP2R3A,,,0.0,8.373468831045069e-05
RHOBTB1,,,0.0,
COCH,,,1.5633188838534234e-05,
TAF2,,,3.6368182946523112e-06,
YIPF6,,,0.0,
RIT1,,,0.0,5.208271233077662e-06
GPLD1,,,9.476720682085616e-05,
NRBF2,,,0.0004912763689674933,
GLMN,,,0.0,
XPO6,,,2.4842029578030905e-06,4.499239514166753e-06
ZRANB3,,,0.0,
OSBPL5,,,0.0,7.930158689930759e-05
PELI3,,,0.0,
HSPA2,,,0.0,
CYB5B,,,0.0,7.209116371843646e-05
PCGF6,,,0.0,
RBMS2,,,8.063861369771226e-06,0.0
SKIV2L2,,,1.0360290111412557e-05,
TRIM39,,,5.246813751181897e-06,1.4881230642676755e-05
PDE4A,,,1.726091184740149e-06,0.0
GMEB1,,,2.8419462742917734e-06,
IDI1,,,1.0373386342217907e-05,
HIBADH,,,0.0,8.3220856894511e-06
TUG1,,,0.0,
HPS6,,,7.490614015149497e-07,3.352203139940559e-05
GAS2,,,2.5139348425541987e-05,0.0
TXNDC12,,,0.00040660803323293293,
PGM2,,,2.0296625079575503e-06,
LY6G5C,,,1.5946560637161464e-05,0.0
HINT3,,,4.8703012191249484e-06,
RTF1,,,0.0,
ABCF2,,,1.1971396455500747e-06,
RBP7,,,0.0,
TRIM27,,,6.507300608343544e-05,
MRPS18B,,,0.0,1.2556866766888085e-06
SRRM1,,,0.0,1.9964061209112046e-05
RPL23A,,,5.457228359962206e-07,
YLPM1,,,1.0617593686034243e-06,0.0
COMMD2,,,0.0,
HMGN3,,,0.0,5.027664621218443e-05
TMEM69,,,0.0,
DCP1B,,,5.793350293815751e-07,
TXLNA,,,7.273117770482847e-06,
EN2,,,0.0,
CATSPER2,,,0.0,0.00026984921756737477
MPV17L,,,0.0,
CEP152,,,1.8940178188988587e-05,
ADAM10,,,2.028835366830791e-06,0.0
PPP1R3D,,,4.668434277918432e-06,
PCYOX1L,,,9.406567920912061e-06,
SGPP1,,,3.892594623086347e-07,0.0
PEX11B,,,1.8790880417411024e-06,9.48420657631849e-06
PCDH1,,,2.2546622269646656e-05,4.840350640697758e-05
TMEM127,,,0.0,
PRRT3,,,9.73603689112936e-06,
CRYGS,,,2.5301435036116405e-05,
MVP,,,0.0,3.063016004927571e-06
STK16,,,0.0,
NUP107,,,0.0,
AP3B1,,,2.271492002799117e-06,
ATPIF1,,,2.4665768980032235e-06,
USP5,,,0.0,0.0
METTL9,,,0.0,
EIF4E2,,,3.1665227594873766e-06,0.0
ABCF1,,,2.237871164514337e-05,0.0
EXOSC4,,,0.0,
TTC17,,,1.4652669924922888e-07,
CDC42EP4,,,8.99221366053661e-06,
TBL1XR1,,,3.401470617116937e-06,2.3830654173498995e-05
TERF2,,,2.4636574138003087e-06,
ABT1,,,2.028835366830791e-06,
PFDN5,,,0.0,
OCIAD1,,,0.0,
PIGQ,,,0.0,0.0
SYNGR3,,,0.0,4.035211001276248e-06
PCCA,,,0.0,
NFATC3,,,1.1971396455500747e-06,
MPPE1,,,1.4652669924922888e-07,
NISCH,,,0.0,0.0
SDCCAG3,,,0.0,
LAMP1,,,1.7958095986931337e-06,4.7640122933998035e-05
UPF3B,,,1.2968677055832648e-05,
MUC5AC,,,0.0,0.0
SMARCA1,,,9.696251320794591e-06,0.0
PIGK,,,0.0,
CLCN2,,,0.0,
MMAB,,,0.0,0.0
SLC26A2,,,0.0,
MKLN1,,,3.241466719003216e-06,
CXCR4,,,1.03486499400904e-05,
NSUN6,,,0.0,0.0
RANBP17,,,3.386723728365081e-06,
MAMDC4,,,0.0,
RNF122,,,7.2953900577679145e-06,6.007029444650992e-07
WAPAL,,,0.0,
RBBP7,,,0.0,
MIA3,,,6.793427708883853e-07,
ITGAE,,,0.0,
PMS2,,,0.0,
EID2,,,6.34790520222032e-05,0.0
GATAD2B,,,1.296748943380722e-05,
RANBP2,,,0.0,0.0
ATAD5,,,0.0,
RUFY1,,,0.0,
TBL3,,,1.1908429892250004e-05,
CHEK2,,,0.0,7.052041552956463e-06
RBM28,,,0.0,0.0
HLCS,,,0.0,
MTERFD2,,,0.0,
TCEB3,,,0.0,
CDKL3,,,0.0,
GPR39,,,0.0,
RNF8,,,2.371003746985605e-06,
MMD,,,1.752100795194283e-05,
DUT,,,0.0,
ZBTB8OS,,,8.314344082295156e-06,
SETD6,,,3.415475086294817e-06,
RAD18,,,3.415475086294817e-06,
SS18L1,,,2.8039319864947843e-06,
SEMA4G,,,1.5182669226083776e-07,3.4229449252462705e-05
LYSMD2,,,0.0,
BFSP1,,,1.5182669226083776e-07,
UBE2R2,,,0.0,
VCP,,,0.0,
RHOBTB3,,,0.0,
USP11,,,0.0,0.0
