	Relative Change
AMOTL1	-0.00020330392491605176
ZSWIM3	-0.00020434812538519732
CD2AP	-0.00020474545861828313
LIMA1	-0.00020482539349810585
SLC41A1	-0.00020512169236461652
RACGAP1	-0.00020580613935164917
MYO9B	-0.0002064472542647515
HIPK3	-0.00020681628988009597
TAOK1	-0.00020741124953728776
NENF	-0.00020775055172765795
YAF2	-0.00020782342094898934
ARID4A	-0.00020788805784673618
IMPA1	-0.00020788805784673618
SF3B3	-0.00020813389745485424
TSR1	-0.0002083137246858163
LIG1	-0.00020876341276197994
PDZD3	-0.00020893001781712844
ABHD13	-0.0002091606996208689
ITIH2	-0.00020939124471796233
ARMC6	-0.00020954277350414616
HSPA2	-0.0002095865784566103
KIFAP3	-0.00021045236243696444
GPBP1L1	-0.00021145206661481522
FIBP	-0.00021162877024501008
SEL1L	-0.0002116923363769129
WDR35	-0.00021171808693667572
EDC3	-0.00021239465346239655
RPUSD1	-0.0002143608823477272
GNPTAB	-0.0002143608823477272
DEDD	-0.0002143608823477272
TTF1	-0.0002143608823477272
ATG4A	-0.0002143608823477272
GKAP1	-0.0002143608823477272
WAC	-0.00021461604314831133
CDKN3	-0.0002146518503191831
SYDE1	-0.0002150997236999698
SLC25A32	-0.0002152895063179846
ARHGEF4	-0.0002159644694150891
SPAG9	-0.00021608902665500208
ELF1	-0.00021626358436511634
ST3GAL2	-0.00021730522749614046
SKAP2	-0.00021734388409938688
EPHB3	-0.0002175921329712592
JOSD1	-0.00021892178431078243
ADAM9	-0.00021983039520752284
VAMP4	-0.00022053170763678347
PIK3R5	-0.00022068624990979446
MRPS11	-0.00022166014776886964
CHMP2A	-0.00022166014776886964
HYLS1	-0.000222396114803278
LCAT	-0.000222396114803278
BRCA1	-0.0002242190710923845
ARPC1A	-0.0002252945277323833
MAP4K4	-0.0002263916836071721
LRRC47	-0.00022730583864905793
ARPC5	-0.00022742291301134558
SPRYD4	-0.0002275377190652836
AP4E1	-0.00022795154235265495
JMY	-0.00022903528474905235
LRP6	-0.00023003139630798153
CLCN5	-0.0002301791483438917
DUSP9	-0.00023045962108217923
H2AFY2	-0.00023087118490272148
CCDC40	-0.00023113340778047373
TBPL1	-0.00023117317499594535
LY6G5B	-0.00023226923986478202
ABCC4	-0.00023226923986478202
NOSIP	-0.00023226923986478202
ENTPD6	-0.00023226923986478202
NEK6	-0.00023316515890059358
PSCA	-0.0002333721178878412
SLC2A12	-0.00023357368445387953
EPS15	-0.000234040242966482
TMC4	-0.00023411954569820372
WDR54	-0.00023453804570409305
PTCD3	-0.00023483541413200026
TMC6	-0.00023500279270911658
AGPAT4	-0.0002353823528980851
PARVB	-0.00023549857516548173
GOT1	-0.00023549857516548173
INTU	-0.00023549857516548173
SH3BGRL3	-0.00023549857516548173
COPS3	-0.00023549857516548173
PLEKHG4	-0.00023549857516548173
MRPL14	-0.00023549857516548173
APC	-0.00023662104178020425
KNTC1	-0.00023686906156802193
EXOC3	-0.00023695088462442383
ZKSCAN5	-0.00023695088462442383
CSNK1A1	-0.00023695088462442383
EML1	-0.00023695088462442383
CYFIP2	-0.00023695088462442383
ANKRD17	-0.00023695088462442383
EXOC6B	-0.00023695088462442383
PACSIN3	-0.00023695088462442383
DHX38	-0.00023695088462442383
PPT1	-0.00023695088462442383
ERLIN1	-0.00023695088462442383
TIMM9	-0.00023695088462442383
ELMO2	-0.00023695088462442383
LDLRAP1	-0.00023695088462442383
LIMK2	-0.00023695088462442383
TMCO3	-0.00023695088462442383
POLR3E	-0.00023734032433576801
BCL6	-0.00023746214406895425
RHBDL2	-0.00023767677606328984
TMEM59	-0.00023767677606328984
CHURC1	-0.00023767677606328984
COG1	-0.00023767677606328984
SNX24	-0.00023767677606328984
SASS6	-0.00023767677606328984
PPIL6	-0.00023781372811735614
DEPDC1B	-0.0002382576262084543
APPL2	-0.00023853590973320124
ZDHHC8	-0.000239871709912737
TNNC1	-0.0002399631219749226
MBNL1	-0.00024057067775831357
CD68	-0.00024067891050723946
KIF9	-0.00024311199322454326
PIK3CD	-0.00024328971117257802
BMP2K	-0.0002433636064603621
RPL27A	-0.00024347759700032645
USP46	-0.00024347759700032645
LIN54	-0.00024347759700032645
AGPAT5	-0.0002441193877865639
PLA2G4A	-0.000244201911748287
KLHL28	-0.00024424963096815716
S100A10	-0.00024439549090723875
CLIP2	-0.00024550677673243005
TRPC3	-0.00024554182681000674
DOK1	-0.0002456179895481722
IFT80	-0.00024600286731178147
USP13	-0.00024640576679887683
TAPBPL	-0.00024690131826243876
HVCN1	-0.00024762380454263156
CDC37	-0.000247755690889023
TERT	-0.00024781366300461165
MAPK15	-0.0002483300184844872
BICD2	-0.00024843631628271426
UCHL1	-0.00024875279382791316
DAAM1	-0.0002487617790275221
KCTD6	-0.0002497879171046062
B3GNT2	-0.0002501327786575583
GCC2	-0.00025028248367723303
PKN2	-0.00025145616501473826
KLHL15	-0.00025197880626597654
BTBD11	-0.00025209818510854787
BRD7	-0.0002524872987758588
HOXB3	-0.0002524970533247074
FOXP4	-0.00025263072588386435
DBNL	-0.0002540299672620264
ARHGAP4	-0.0002541380119704634
SAP30BP	-0.0002543005529750928
IL1RAP	-0.0002551722451917574
DKC1	-0.00025534190635142893
PPP3CC	-0.0002554384397034472
CD40	-0.00025558822392408203
AGK	-0.0002557672082695684
LUZP1	-0.0002557672082695684
ECHDC1	-0.0002559859662108309
PPM1J	-0.0002564885588048757
LZTS2	-0.0002566076729120931
BAZ2B	-0.0002571642588798842
ALOX5	-0.00025741769394321953
TSPYL4	-0.0002577702401661312
CMTM4	-0.00025865156787118263
RILP	-0.00025865156787118263
RAB1B	-0.000258955797630405
CCDC28B	-0.0002608067889549227
STARD4	-0.0002608067889549227
PXK	-0.00026081301444598964
SMC1A	-0.0002609616236323741
ANKRD24	-0.00026213517198346136
STARD7	-0.0002623796845228916
UPF3A	-0.00026278065750018944
PARP3	-0.0002628457614724185
NUDT11	-0.00026306631982793606
CHCHD7	-0.00026310234839038173
SH3TC2	-0.00026390270429603284
PCSK7	-0.00026454163992255876
CALR	-0.0002650341248566031
SIRT1	-0.00026520853389680433
TMEM161B	-0.00026524359863200505
TAF1A	-0.0002654378779320159
GK5	-0.000265487785785395
PLEKHM2	-0.00026585032293367403
FGFBP3	-0.0002660639680924026
CDCP1	-0.00026621060311379026
CDYL	-0.0002669500081165146
GPC4	-0.0002669726287522162
IVD	-0.00026705720702236053
GOLGA7	-0.00026705720702236053
NPM3	-0.0002672879961335264
COX7A2	-0.0002672879961335264
NGDN	-0.0002672879961335264
PDCD11	-0.0002672879961335264
TMEM158	-0.00026742854736471427
GOLGA4	-0.0002678436389627398
USP42	-0.0002680730775633168
PREPL	-0.0002680981608751767
PHF14	-0.00026830570611054583
TMEM53	-0.0002695871309084419
LIME1	-0.0002696465338155708
MAP3K4	-0.00026996565327668155
WNT10A	-0.0002700637288365113
SLC35F3	-0.0002703932141910634
CASP7	-0.0002708791551811146
MRPL36	-0.0002708791551811146
AKAP7	-0.0002708791551811146
RGMB	-0.0002708791551811146
VAMP1	-0.0002708791551811146
WNT2B	-0.0002708791551811146
DMWD	-0.0002715150350136847
ESRRA	-0.0002715221453711139
RNF130	-0.0002720641115058318
TNFRSF1A	-0.00027211901990774437
FRAT2	-0.00027280090757204423
IPO8	-0.00027353360090403905
DPAGT1	-0.0002760077498720359
RFXAP	-0.0002765276979028001
LY6E	-0.0002765413672136868
ZSWIM6	-0.00027657208939116796
DDHD1	-0.00027661604038412035
MBNL2	-0.00027661604038412035
ZFYVE9	-0.00027661604038412035
ANKRD13A	-0.00027661604038412035
SNRPD1	-0.0002766232457878086
PTAR1	-0.000277407266761301
PEBP1	-0.0002777292824623523
AGGF1	-0.00027804853993001674
MTMR9	-0.00027804853993001674
AK2	-0.00027872162442895836
COX6B1	-0.00027948035176682647
RNF32	-0.00027948035176682647
PIK3C2A	-0.00027948035176682647
TIPRL	-0.00027948035176682647
ARHGAP5	-0.00027954787550276057
GIT1	-0.000279913960862081
LRIG2	-0.00028024352317769047
SSU72	-0.0002804012371218127
THOC2	-0.00028059303720166237
RHBDF1	-0.0002815475969623779
COL22A1	-0.0002818185839970447
TRIM26	-0.00028202917336954614
INSIG1	-0.00028226653093717117
LGALS12	-0.00028263587353384416
PKP2	-0.00028284547836832395
CORO2A	-0.00028284547836832395
KIF3A	-0.00028284547836832395
ARNTL	-0.00028370214101631233
WDFY2	-0.00028386628323429325
PAFAH1B3	-0.00028387143920742785
TDG	-0.00028437547928735396
VPS11	-0.0002846949842719886
NOD1	-0.0002851524418629779
LRRC59	-0.00028544959979879127
DNTTIP2	-0.00028579444484635547
FOXL2	-0.0002858366533430588
DGKZ	-0.000285915007886896
INPP4B	-0.000285915007886896
TPP2	-0.000285915007886896
MOAP1	-0.000285915007886896
PSME4	-0.000285915007886896
RPS6	-0.000285915007886896
GTF2H3	-0.000285915007886896
TRIM11	-0.000285915007886896
UBE4B	-0.000285915007886896
SUCLA2	-0.000285915007886896
YWHAB	-0.000285915007886896
ATP9B	-0.000285915007886896
HSD17B7	-0.000285915007886896
PRKACA	-0.0002866291126150085
DDX31	-0.0002866291126150085
TAF5L	-0.0002866404969758609
NIPBL	-0.0002868440737163803
OSTM1	-0.0002870510528292677
SIRPA	-0.0002873430461565627
SF3A1	-0.0002873430461565627
TYRO3	-0.0002873430461565627
RNPEPL1	-0.0002873430461565627
NR2C1	-0.0002873430461565627
MRPL48	-0.0002873430461565627
MRPL39	-0.0002873430461565627
IQSEC1	-0.0002873430461565627
SNRPG	-0.0002873430461565627
HS6ST1	-0.0002873430461565627
DHX57	-0.0002873430461565627
MTRR	-0.0002873430461565627
ARHGAP1	-0.0002873430461565627
PPAT	-0.0002873430461565627
TAF9	-0.0002873430461565627
ZNRF1	-0.0002873430461565627
ATAD1	-0.0002873430461565627
PAK2	-0.0002873430461565627
GTF2A1	-0.0002873430461565627
SYVN1	-0.0002873430461565627
PHF2	-0.0002873430461565627
PKN3	-0.00028768764997224726
SMN1	-0.00028791174407280176
SNX9	-0.00028803500458016054
TMEM56	-0.00028837263601349286
BCAR3	-0.0002884095819039577
PPP1R13L	-0.000288770399926706
CHIC1	-0.000288770399926706
ACOX3	-0.000288770399926706
TTC8	-0.000288770399926706
TMEM79	-0.000288770399926706
TAF7	-0.000288770399926706
GNA13	-0.00028889085322071634
DYM	-0.00028948382027793937
CIAO1	-0.00028948382027793937
DENND1C	-0.00028948382027793937
COX6C	-0.00028948382027793937
USP27X	-0.00028948382027793937
MTIF3	-0.00028948382027793937
ASPSCR1	-0.00028948382027793937
NR1H2	-0.00028948382027793937
COPA	-0.00028948382027793937
CLASP2	-0.00028948382027793937
CLDN3	-0.0002899734271545426
ZKSCAN1	-0.000289988024857638
GJB2	-0.00029000661468596016
GTF2IRD1	-0.00029019706968881284
CORO1B	-0.00029019706968881284
CEP350	-0.00029019706968881284
OTUD7B	-0.00029019706968881284
LATS1	-0.00029019706968881284
NF2	-0.00029019706968881284
COPS7A	-0.00029019706968881284
PEX3	-0.00029019706968881284
CDIPT	-0.00029019706968881284
CNOT1	-0.00029048521907124817
CBS	-0.0002908286038995526
TMEM44	-0.00029086024884409614
ANKRD29	-0.0002909101482200292
FMNL1	-0.0002909101482200292
CDA	-0.0002909101482200292
MOCS2	-0.0002909101482200292
TLR9	-0.0002909101482200292
GNL2	-0.00029158267527216775
CTNNA1	-0.00029174633602074824
FBP1	-0.00029180384842499024
KLK10	-0.00029284504048215833
SLC36A1	-0.00029287359335899467
SLC17A5	-0.00029368088985054356
KRIT1	-0.00029376075478281677
RBM8A	-0.00029376075478281677
MPHOSPH6	-0.00029376075478281677
MOSPD3	-0.00029388139904000353
ANKRD22	-0.00029411696377395135
KCNMB4	-0.000294262252196109
HS1BP3	-0.00029494102819165583
HEXA	-0.0002951117405315964
CLDN12	-0.0002951850343845733
TMEM50A	-0.0002951850343845733
MAPK13	-0.0002951850343845733
ENTPD7	-0.0002951850343845733
FOXQ1	-0.0002951850343845733
CCDC106	-0.0002951850343845733
SOCS5	-0.0002951850343845733
RNF11	-0.0002951850343845733
SMARCD3	-0.0002951850343845733
DONSON	-0.0002951850343845733
DSE	-0.0002951850343845733
RNF168	-0.0002951850343845733
ACY1	-0.0002951850343845733
ELF4	-0.0002951850343845733
NPC1	-0.0002951850343845733
PARD6A	-0.0002951850343845733
P2RY2	-0.0002951850343845733
NECAP2	-0.0002951850343845733
PDAP1	-0.0002951850343845733
NCL	-0.0002951850343845733
CHRM3	-0.00029564800085719997
MYCBP	-0.0002958184807288087
SOX12	-0.0002958591891060498
CANT1	-0.00029586397855549927
LRRC56	-0.00029589691848013936
PAFAH2	-0.00029589691848013936
SLC27A4	-0.00029589691848013936
SLC39A8	-0.00029589691848013936
POP4	-0.00029589691848013936
SCARB2	-0.00029589691848013936
LSM5	-0.00029589691848013936
BSDC1	-0.00029589691848013936
CRELD2	-0.00029589691848013936
SLC35F2	-0.00029589691848013936
FKBP7	-0.00029589691848013936
DYNLT3	-0.00029589691848013936
FMR1	-0.00029589691848013936
NSD1	-0.00029589691848013936
RNF31	-0.00029646911238742337
FBXL6	-0.0002972337756838274
SYTL4	-0.0002973201755657157
DHX33	-0.0002973201755657157
TARS2	-0.0002973201755657157
H19	-0.0002973201755657157
IPP	-0.0002973201755657157
LDB1	-0.0002973201755657157
STK16	-0.0002973201755657157
SNAPC3	-0.0002973201755657157
RPL37A	-0.00029768281355611285
TTLL5	-0.0002983086799867094
DIP2B	-0.0002986542625232423
IQCC	-0.0002986851953920183
CCDC25	-0.0002987427515859367
STIM2	-0.0002987427515859367
FMO4	-0.0002987427515859367
TOR1AIP2	-0.0002987427515859367
SLC26A6	-0.0002987427515859367
PRDM5	-0.0002987427515859367
TMEM45B	-0.0002987948970789719
ERAL1	-0.0002989646471021367
SNX14	-0.0002994537843490629
RABGGTB	-0.0002994537843490629
FBXL5	-0.0002994537843490629
MTX2	-0.0002994537843490629
SPCS2	-0.0002994537843490629
UBQLN2	-0.0002994537843490629
LMO1	-0.0002994537843490629
RNF7	-0.0002994537843490629
SNX7	-0.0002994537843490629
IARS2	-0.0002994537843490629
CLN5	-0.0002994537843490629
THOC7	-0.0002994537843490629
PIGF	-0.0002994537843490629
RPL39	-0.00030001831336932136
ING2	-0.0003005795114445902
ZMYM6	-0.00030087533968659264
RSC1A1	-0.00030087533968659264
PDZD7	-0.00030087533968659264
STX6	-0.00030087533968659264
STX2	-0.00030087533968659264
RALB	-0.00030087533968659264
PIGC	-0.00030087533968659264
SKI	-0.00030087533968659264
ATF1	-0.00030087533968659264
TCEA1	-0.00030087533968659264
ENOX2	-0.00030087533968659264
COX18	-0.00030087533968659264
INPP5F	-0.00030087533968659264
NEK1	-0.00030087533968659264
SH3YL1	-0.00030087533968659264
ERGIC2	-0.00030087533968659264
TULP3	-0.00030087533968659264
NOL10	-0.00030087533968659264
IREB2	-0.00030087533968659264
FBXO38	-0.00030087533968659264
TYW1	-0.00030087533968659264
ABCB7	-0.00030087533968659264
ZC3H7A	-0.00030087533968659264
ITSN1	-0.00030087533968659264
IER3IP1	-0.0003009494282292869
SETD1A	-0.0003010081679813001
PBX3	-0.00030158586238318883
UTP6	-0.00030158586238318883
AGL	-0.00030158586238318883
ALAS1	-0.00030158586238318883
ARMCX6	-0.00030158586238318883
PSMD6	-0.00030158586238318883
RHOQ	-0.00030158586238318883
TATDN1	-0.00030158586238318883
PHTF1	-0.00030158586238318883
RASA2	-0.00030158586238318883
TMEM43	-0.00030158586238318883
ARL3	-0.00030158586238318883
SNN	-0.00030158586238318883
RAD18	-0.00030165940786435196
SETD6	-0.00030165940786435196
CREBBP	-0.00030177296698686857
HSCB	-0.0003018633455676742
RCC2	-0.0003023237030362983
RHOBTB1	-0.0003030063981366704
PCCA	-0.0003030063981366704
ARNT	-0.0003030063981366704
SSBP2	-0.0003030063981366704
CLMN	-0.0003032528608437972
ANKRD35	-0.0003034084211631783
SLC26A9	-0.00030368152453009485
GAB1	-0.00030412865189212803
ST3GAL5	-0.00030442625477660915
RAB40B	-0.0003045086236109644
PACS1	-0.00030513592858116747
CXXC1	-0.00030513592858116747
ZFAND3	-0.00030513592858116747
FGD4	-0.00030513592858116747
MLX	-0.00030513592858116747
KLHL8	-0.00030513592858116747
TBC1D23	-0.00030513592858116747
CHMP7	-0.00030513592858116747
FANCG	-0.00030513592858116747
TOR1B	-0.00030553367127280257
CCDC78	-0.00030573027439195354
SMURF2	-0.00030588240327560843
PIGO	-0.00030727732336027113
NISCH	-0.00030840670173636986
FNIP1	-0.00030852618029590325
RHOU	-0.00030867731027047423
IRF6	-0.0003088937433007455
RASL11B	-0.00030890488239712963
ADAM28	-0.00030971694662724174
ACSL3	-0.0003103010937388377
CHKA	-0.0003103010937388377
SDAD1	-0.00031043034738672176
SYTL2	-0.0003108072186699248
MCM9	-0.00031222334887549456
ZRANB3	-0.00031222334887549456
ZFYVE1	-0.00031222334887549456
GTF3C4	-0.00031222334887549456
ACVR2A	-0.00031222334887549456
ATAD5	-0.00031222334887549456
PTK2	-0.0003124817422917729
NMNAT2	-0.00031301312824043157
STX16	-0.0003136388031242881
POLR3A	-0.0003136388031242881
TGFBR1	-0.0003136388031242881
DDX20	-0.0003136640823601947
ASL	-0.0003137073591832613
BBS12	-0.00031395506125773693
LSM6	-0.0003140560718865781
SYNJ1	-0.0003150356154295912
KDELC1	-0.0003150535818999872
GNPNAT1	-0.0003150535818999872
CREB3	-0.0003150535818999872
TESK1	-0.0003150535818999872
CC2D1A	-0.0003150535818999872
SMAD1	-0.0003150535818999872
MRPS36	-0.0003150535818999872
TIMM44	-0.0003150535818999872
NUP35	-0.0003150535818999872
FASTK	-0.0003150535818999872
RMI1	-0.0003150535818999872
ZMIZ2	-0.00031511612845964423
COPS6	-0.0003157607181363489
BDH2	-0.0003157607181363489
DCPS	-0.0003157607181363489
DOK4	-0.0003157607181363489
UQCRQ	-0.0003157607181363489
SESTD1	-0.0003157607181363489
IPO11	-0.0003157607181363489
IAH1	-0.0003157607181363489
PYGL	-0.0003157607181363489
AZIN1	-0.0003157607181363489
PYCR1	-0.0003157607181363489
NSMCE4A	-0.0003157607181363489
MIB1	-0.0003157607181363489
PEX26	-0.0003157607181363489
CEP63	-0.0003157607181363489
UCHL3	-0.0003157607181363489
HSPA12A	-0.0003157607181363489
ITCH	-0.0003157607181363489
NUDT3	-0.0003157607181363489
UBE2D2	-0.0003157607181363489
TMEM54	-0.0003157607181363489
PON2	-0.0003157607181363489
NUP205	-0.0003157607181363489
DLAT	-0.0003157607181363489
PDCD2L	-0.0003157607181363489
TTYH1	-0.0003157607181363489
HINT1	-0.0003157607181363489
TSSK4	-0.0003157607181363489
RPL41	-0.0003157607181363489
PAQR8	-0.0003157607181363489
NFYC	-0.0003157607181363489
NCOA6	-0.0003157607181363489
NCOA2	-0.0003157607181363489
DENND1A	-0.0003157607181363489
PPP1R14B	-0.0003157607181363489
SRBD1	-0.0003157607181363489
SNAPC5	-0.0003157607181363489
TTC3	-0.0003157607181363489
PPP2R1B	-0.0003157607181363489
TTC12	-0.0003157607181363489
PPOX	-0.0003157607181363489
COL4A3	-0.0003157607181363489
DOLPP1	-0.0003157607181363489
DPM1	-0.0003157607181363489
PPP2R2D	-0.0003157607181363489
PCDHB14	-0.0003157607181363489
BID	-0.0003157607181363489
SFN	-0.0003157607181363489
TUSC2	-0.0003157607181363489
AQP11	-0.0003157607181363489
GOPC	-0.0003157607181363489
CAPN12	-0.0003157607181363489
ATP6V0A4	-0.0003157607181363489
MRPS9	-0.0003157607181363489
MRPS17	-0.0003157607181363489
RPL27	-0.0003157607181363489
MRPS33	-0.0003157607181363489
SLC35B3	-0.0003157607181363489
TNNT1	-0.0003157607181363489
MAGI2	-0.0003157607181363489
AES	-0.0003157607181363489
RAD23A	-0.0003157607181363489
MAGEE1	-0.0003157607181363489
HDHD3	-0.0003157607181363489
KLHL17	-0.0003157607181363489
SLC25A40	-0.0003157607181363489
VAMP8	-0.0003157607181363489
SEC11C	-0.0003157607181363489
LYPLA1	-0.0003157607181363489
RAD17	-0.0003157607181363489
TMTC4	-0.0003157607181363489
TMUB1	-0.0003157607181363489
SLC25A35	-0.0003157607181363489
CHCHD2	-0.0003157607181363489
RPS7	-0.0003157607181363489
SLC25A3	-0.0003157607181363489
LRRC28	-0.0003157607181363489
PIR	-0.0003157607181363489
VPS28	-0.0003157607181363489
LMBRD2	-0.0003157607181363489
PITPNB	-0.0003157607181363489
PDE1C	-0.0003164466751552083
HEATR5B	-0.00031649855949996504
RGL3	-0.000316565902689167
TEF	-0.00031669406732918917
TMEM107	-0.0003169372514304325
TTC14	-0.0003174665773828308
RAPGEFL1	-0.00031751019926052205
RGS5	-0.00031758197767984685
NUBPL	-0.0003177869834218038
SP1	-0.00031795928090912873
ETHE1	-0.00031851813891189924
APOOL	-0.00031858757681439064
PPP2CB	-0.00031858757681439064
CMAS	-0.00031858757681439064
YIPF6	-0.00031858757681439064
TGFBRAP1	-0.00031858757681439064
GSR	-0.00031858757681439064
APIP	-0.00031858757681439064
METTL9	-0.00031858757681439064
TCEAL1	-0.00031858757681439064
WDR41	-0.00031858757681439064
TAOK3	-0.0003185997502469531
LYAR	-0.0003190445137145062
SH3PXD2A	-0.0003191237824043128
GCA	-0.00031912959367968785
TIMELESS	-0.000319290489879182
HSPA5	-0.000319635299821157
ASB7	-0.00031979629368718895
BTC	-0.00031985537530208197
CSTF2T	-0.00031993450879566057
FGFR1	-0.00031997902975397345
HAX1	-0.00031999999523702664
DGKD	-0.00031999999523702664
TRIAP1	-0.00031999999523702664
DMPK	-0.00031999999523702664
HSD3B7	-0.00031999999523702664
TSC1	-0.00031999999523702664
KIN	-0.00031999999523702664
ZCCHC8	-0.00031999999523702664
SUZ12	-0.00031999999523702664
INPP5E	-0.00031999999523702664
EFHD2	-0.00031999999523702664
SP3	-0.00031999999523702664
PLEKHM1	-0.00031999999523702664
PRPF4B	-0.00031999999523702664
LBR	-0.00031999999523702664
PTPN1	-0.00031999999523702664
TAF12	-0.00031999999523702664
FBXO42	-0.00031999999523702664
KPNA3	-0.00031999999523702664
ANKS3	-0.00031999999523702664
RYK	-0.00032007023788027775
RGS12	-0.00032068282266809405
TRPM7	-0.00032070595193024276
UBE2V2	-0.00032070595193024276
USP38	-0.00032070595193024276
ACTR6	-0.00032070595193024276
MTA3	-0.00032070595193024276
PSMB7	-0.00032070595193024276
MTX3	-0.00032070595193024276
ACTR8	-0.00032070595193024276
APAF1	-0.00032070595193024276
ZNRF2	-0.00032070595193024276
TRIM23	-0.00032070595193024276
ACIN1	-0.00032070595193024276
KIF21A	-0.00032070595193024276
CLIP1	-0.00032070595193024276
ARMCX3	-0.00032070595193024276
TFIP11	-0.00032070595193024276
RNF146	-0.00032070595193024276
PARG	-0.00032070595193024276
ZCCHC7	-0.00032070595193024276
L3MBTL3	-0.00032070595193024276
GHITM	-0.00032070595193024276
IDH3A	-0.00032070595193024276
DUS4L	-0.00032070595193024276
IFT57	-0.00032070595193024276
TGDS	-0.00032070595193024276
UCHL5	-0.00032070595193024276
ABCB10	-0.00032070595193024276
PLEKHG1	-0.00032070595193024276
SHQ1	-0.00032070595193024276
AKT1	-0.00032070595193024276
FBXO2	-0.0003210273087623907
NICN1	-0.00032105835289364555
TSC22D1	-0.00032161543408120347
IGF1R	-0.0003220757184854191
DDX19A	-0.0003221173605813746
ACSL5	-0.0003221173605813746
RBM41	-0.0003221173605813746
VCP	-0.0003221173605813746
SLC26A2	-0.0003221173605813746
UBE2D1	-0.0003221173605813746
PRKAG2	-0.0003221173605813746
ARMC8	-0.0003221173605813746
PIGM	-0.0003221173605813746
CD276	-0.0003221173605813746
POLR2D	-0.0003221173605813746
VTI1A	-0.0003221173605813746
ZRANB2	-0.0003221173605813746
IQCE	-0.0003221173605813746
PSEN2	-0.0003221173605813746
FBXO4	-0.00032219983955518433
GTF2H4	-0.00032333922956163404
UACA	-0.00032378462861542065
SLC20A2	-0.0003239721370296799
CMTM8	-0.000324033600806062
NT5C2	-0.00032420504610431404
RABL3	-0.0003244867626890196
CHST4	-0.0003246520627806755
IRAK1BP1	-0.0003249381606244233
PSME1	-0.00032514010669310126
DYNC1LI2	-0.00032519022047253573
FOXJ2	-0.00032519022047253573
KCTD20	-0.00032519022047253573
CDC27	-0.00032519022047253573
ACSL1	-0.00032519022047253573
SEMA4F	-0.00032519022047253573
CEP55	-0.0003252387344564405
JAZF1	-0.000325570645794627
ATP1B3	-0.00032605437067880925
RHOG	-0.0003263475529775302
KPTN	-0.0003263475529775302
PEMT	-0.0003263475529775302
MRPL32	-0.0003263475529775302
ARFIP2	-0.0003263475529775302
TM9SF1	-0.0003263475529775302
RNF214	-0.00032636728006702815
SRP14	-0.00032645444033238297
SLC4A1AP	-0.0003277562741916021
TRAPPC5	-0.0003277562741916021
DCUN1D1	-0.0003277562741916021
HDHD2	-0.0003277562741916021
CHST7	-0.0003277562741916021
POLE3	-0.0003277562741916021
AP3S2	-0.0003277562741916021
HMOX2	-0.0003277562741916021
RPS16	-0.0003277562741916021
MON1A	-0.0003277562741916021
SEC61B	-0.0003277562741916021
USP39	-0.0003277562741916021
HGSNAT	-0.0003277562741916021
TSEN34	-0.0003277562741916021
POLR3C	-0.0003277562741916021
KPNA6	-0.0003277562741916021
OGG1	-0.0003277562741916021
YIF1A	-0.0003277562741916021
RNPEP	-0.0003277562741916021
PEX19	-0.0003277562741916021
TCF3	-0.0003277562741916021
PGLS	-0.0003277562741916021
HECTD1	-0.0003277562741916021
COMMD9	-0.0003277562741916021
TRIM41	-0.0003277562741916021
CDK10	-0.0003277562741916021
CDK4	-0.0003277562741916021
RPS21	-0.0003277562741916021
MERTK	-0.0003277562741916021
GPRC5C	-0.0003277562741916021
GINS3	-0.0003277562741916021
PEX13	-0.00032818188278863655
LRP11	-0.0003282555821344816
TMEM62	-0.00032832463501530624
SPATA5	-0.000328460383270951
SLC31A2	-0.000329164324745187
XRCC3	-0.0003292243267392071
IQCK	-0.0003292376706740885
SLC19A2	-0.0003293874021624053
HACL1	-0.0003296467357998457
RIMBP2	-0.00032985829899369865
SERAC1	-0.0003298680986745091
ANKRD27	-0.0003298680986745091
CSNK2B	-0.0003298680986745091
ZDHHC4	-0.0003298680986745091
SLTM	-0.0003298680986745091
ING1	-0.0003298680986745091
EXOSC7	-0.0003298680986745091
DHRSX	-0.0003298680986745091
PHLDB1	-0.0003298680986745091
DDX54	-0.0003298680986745091
PHF13	-0.0003298680986745091
DDX47	-0.0003298680986745091
S100PBP	-0.0003298680986745091
TOE1	-0.0003298680986745091
PLEKHJ1	-0.0003298680986745091
APH1B	-0.0003298680986745091
NR3C2	-0.0003298680986745091
DNAJC12	-0.0003298680986745091
FKBPL	-0.0003298680986745091
MARVELD3	-0.0003298680986745091
F2R	-0.0003298680986745091
PLEKHH1	-0.0003298680986745091
AFF1	-0.0003298680986745091
ALKBH2	-0.0003298680986745091
MNT	-0.0003298680986745091
RNF166	-0.0003298680986745091
TRERF1	-0.0003298680986745091
HOMEZ	-0.0003298680986745091
ADAL	-0.0003298680986745091
KLHL26	-0.0003298680986745091
NIN	-0.0003298680986745091
BBS7	-0.0003298680986745091
RPS4X	-0.0003298680986745091
SEC61A2	-0.0003298680986745091
TMEM163	-0.0003298680986745091
MRPS14	-0.0003298680986745091
ANKRD26	-0.0003298680986745091
SEMA4C	-0.0003298680986745091
ALS2CL	-0.0003298680986745091
PRICKLE2	-0.0003298680986745091
ETNK1	-0.0003298680986745091
HIST1H2BE	-0.0003298680986745091
MYO5A	-0.00033006532830461114
ANXA1	-0.00033033333946401607
CHST10	-0.00033057170511818426
WBP4	-0.0003310072452263374
MAPKAPK2	-0.0003310072452263374
