	Euclidean Distance
SORBS1	3.7828726220144e-06
CTF1	3.7814849697111305e-06
ASH1L	3.7804062723433433e-06
WNT9B	3.7803700912042835e-06
PDE1B	3.778394485677525e-06
PBX2	3.76684647371117e-06
CBLB	3.7662626766263635e-06
TMEM106B	3.7618043020777583e-06
CLIP4	3.7605998045306756e-06
PTPRCAP	3.756983139038969e-06
BCL9L	3.7549514338334554e-06
EXT2	3.7532420698735145e-06
PAQR6	3.7521849392316952e-06
GALR3	3.750985906802495e-06
HLTF	3.7443064218386937e-06
ZBTB3	3.743599033439051e-06
ANP32E	3.739166557641383e-06
PPM1L	3.7385094042466332e-06
OLIG3	3.7384029449827706e-06
TMEM164	3.7365289959149984e-06
PSPH	3.735108759721053e-06
MOV10	3.734590116259738e-06
RBL1	3.732176685809223e-06
SPSB3	3.7264694975764165e-06
CSK	3.718845357895422e-06
NOS3	3.7055504653650483e-06
TMEM65	3.702179489839585e-06
MAP3K14	3.697893832016641e-06
XPNPEP2	3.6928895856688236e-06
NPTN	3.6911227922257696e-06
OTOS	3.690914727863346e-06
GRASP	3.6902568114542652e-06
MAP3K1	3.681608228373515e-06
RDH14	3.6800136166951373e-06
ANKRD35	3.6799048737502818e-06
DHRS3	3.6740676561448156e-06
SIX5	3.673855989790444e-06
IL31RA	3.672689205991129e-06
SLC12A8	3.6693007963083e-06
OSBP2	3.665073197994938e-06
FZD6	3.66454471675676e-06
PI16	3.6641785319244502e-06
AK1	3.6631038524305914e-06
MID1IP1	3.661438263306842e-06
TRIP6	3.6534189906414607e-06
CEBPG	3.6527701223854955e-06
ERBB3	3.6460177792014512e-06
ELOVL5	3.6360797144147705e-06
HSP90B1	3.626991410018665e-06
TMEM141	3.6246050151262025e-06
MKKS	3.622216144379677e-06
UTRN	3.6210013861858766e-06
RIPK3	3.6202058472696303e-06
ZDHHC20	3.614575047283377e-06
PSPC1	3.6082744220059513e-06
FDFT1	3.606259379682561e-06
PRKCZ	3.603055510592624e-06
HIST1H2AA	3.601687097729059e-06
SLC35E4	3.601017081690093e-06
ABI3	3.5891184932397143e-06
CTSF	3.5882341346962964e-06
NBN	3.588036079293968e-06
LAMP1	3.586642930174983e-06
TMCC3	3.584033178280951e-06
EMILIN3	3.583846491155934e-06
RNF5	3.5819995781971818e-06
SAT1	3.5778661174547833e-06
DUSP7	3.576709420881794e-06
TPM1	3.56621629164523e-06
HOXA9	3.5639790115974232e-06
SPINK4	3.5566701878547483e-06
FKBP4	3.5542842994626023e-06
NSUN7	3.5513723745138156e-06
MCM7	3.5460429433582467e-06
B3GNT3	3.54298216709236e-06
ARHGAP18	3.5392083492073546e-06
FPGS	3.5386580984601e-06
ALDH9A1	3.5372312005866265e-06
PTPRB	3.523382825794919e-06
PANK2	3.522788514386055e-06
LTA4H	3.517389788069356e-06
BBS10	3.515345061414245e-06
PLAC9	3.513619076727591e-06
GZMB	3.5045170589600033e-06
MC3R	3.502319581425963e-06
ANAPC2	3.5022708175824265e-06
ACOX1	3.497456994735774e-06
SCN5A	3.4959275753909256e-06
TAF3	3.494630677049712e-06
CHRNA7	3.4932414850959204e-06
GNAZ	3.4912068847539022e-06
CATSPER2	3.490353233494617e-06
ADCY9	3.489262789291784e-06
IMPAD1	3.4890537404540407e-06
NDUFA9	3.4816233043950004e-06
RNF103	3.480663855700799e-06
ZGPAT	3.4750551878903843e-06
HYOU1	3.4738050689194444e-06
SNAI3	3.4590274926301303e-06
MTMR3	3.4556781442781353e-06
ARPC1B	3.4522333104153706e-06
IRF6	3.4515274424538374e-06
DENND1B	3.4507145153445053e-06
TXNRD1	3.4477168256088392e-06
AMDHD2	3.4434292933648037e-06
BMPR2	3.4407675981352637e-06
CPN1	3.4401048936747686e-06
MUSTN1	3.4369524220558774e-06
ZHX3	3.4319255695761353e-06
PPL	3.4310843277466007e-06
LONP1	3.430093931791929e-06
LRIG3	3.428820575661932e-06
PLOD2	3.428575580079366e-06
ETV6	3.4285288601733474e-06
COX11	3.4211001311770404e-06
VTN	3.420180609515049e-06
RDH5	3.4195287112222594e-06
DNAJC7	3.4171198344272045e-06
DNAJA3	3.4122196970217293e-06
GLG1	3.4082041737961225e-06
TMEM19	3.4075761566145454e-06
ZFP36L2	3.407336220461572e-06
GPM6A	3.403875777629276e-06
PYCR2	3.399802406920491e-06
HUS1B	3.398616487400338e-06
SLC30A9	3.3980447130129225e-06
CLK3	3.398034329805803e-06
MYCBP	3.3939414285283395e-06
RIMBP2	3.3925120791857065e-06
AP4M1	3.3921888607357135e-06
CAMK4	3.389435284008451e-06
SLC25A36	3.388167529291074e-06
RPS6KA3	3.3864650688724562e-06
IQCF1	3.3856785298149007e-06
TM6SF2	3.3847177472485238e-06
KLK8	3.3840657080074874e-06
FDXR	3.3835677544701742e-06
CSDC2	3.378362170521787e-06
TMEM108	3.377579381429784e-06
SHMT1	3.3766190901031445e-06
SNRPA	3.3710305991432935e-06
BEST2	3.36411158516159e-06
ZMAT3	3.3597351188651386e-06
CSRP1	3.3596682910204745e-06
BTBD9	3.356825826207343e-06
CD74	3.353265297724082e-06
POLD1	3.352944802569198e-06
PAK1	3.342884150823105e-06
SMC4	3.3387848946312023e-06
EPHB3	3.3384246820611973e-06
POM121	3.337865724515765e-06
ATG4C	3.337002951194856e-06
LRRC1	3.335578008820765e-06
SYTL3	3.329862783302137e-06
CISH	3.324529013805408e-06
PANK1	3.324251882181789e-06
DOCK9	3.317466677049407e-06
GJB3	3.312995099454578e-06
SNX5	3.3120048102897154e-06
SLC35E1	3.3106258004832383e-06
MMAB	3.3093860440924814e-06
HMGCR	3.3013714160787066e-06
CRTC3	3.3005692598291163e-06
RYR1	3.293835722345954e-06
HOOK1	3.2921040140915915e-06
CD3EAP	3.291822600993006e-06
SCAND1	3.291073762473249e-06
IL17RD	3.2910292034592317e-06
CCDC66	3.2899555863282717e-06
EPS15	3.2897034327017683e-06
HEMK1	3.2855234233398174e-06
DUSP22	3.284613457015522e-06
ZXDC	3.2833519123104603e-06
SNX10	3.2830781975849863e-06
BAALC	3.2830349812452405e-06
CCND1	3.28029381030425e-06
SNCAIP	3.279313920864301e-06
ENTPD3	3.278706456573374e-06
RNF125	3.274499610521544e-06
SCRIB	3.271640702314434e-06
FEM1A	3.2657539114453372e-06
PPP2R1A	3.2635321537590794e-06
UHMK1	3.262779927722213e-06
ATP2A2	3.2624088217493976e-06
SNRPE	3.2528266364993976e-06
CREG1	3.251577758814013e-06
WDR63	3.247605321171149e-06
GPAA1	3.2443993671112787e-06
MORF4L1	3.2360769650844212e-06
TWSG1	3.2311511978634793e-06
RBM24	3.2277604888000036e-06
CCS	3.2214371995142245e-06
ZBTB7A	3.2214371995142245e-06
THUMPD1	3.2204495503951736e-06
PLEKHN1	3.217110665940555e-06
IRF2BP1	3.2170986521336913e-06
POLR2F	3.2155837073827226e-06
EPS8L1	3.202619082980259e-06
FBXO10	3.2006744990316494e-06
NFATC1	3.197502833403113e-06
B4GALT6	3.195814980592172e-06
APOE	3.193415103020554e-06
KRT7	3.1897480887187177e-06
ARL6IP6	3.1883170141334887e-06
GUK1	3.1880914234959496e-06
GJB2	3.1868206587040257e-06
CENPI	3.1858058489211433e-06
FOXD1	3.178245714845396e-06
LAMC3	3.1772314725895045e-06
PPM1D	3.1754263629832763e-06
GP1BA	3.174259420487829e-06
PTOV1	3.1740211317093894e-06
SF3B3	3.1736873350041624e-06
CDCA7L	3.1713532444990405e-06
GPRC5B	3.1658178885879293e-06
AKAP9	3.1629964384118618e-06
CD99L2	3.162859114260297e-06
DHX30	3.161637782613323e-06
CCR5	3.1560745437939484e-06
YWHAQ	3.1543286808378853e-06
NAP1L5	3.1430981767698655e-06
ATXN3	3.142099980569349e-06
KCTD2	3.1412008191137635e-06
CORO1C	3.139171282871618e-06
MDK	3.138215561136322e-06
SMAD4	3.137088941498965e-06
MYLK2	3.1261071042505184e-06
ALG11	3.123908801023896e-06
RPL17	3.112547633190579e-06
MYO1B	3.0998670966568756e-06
ENPP4	3.0889818028711525e-06
E2F1	3.0879996063809463e-06
GABRD	3.086633733683949e-06
CFP	3.0847362024676678e-06
TPMT	3.0827225540566394e-06
MLANA	3.0797837585975117e-06
UBTF	3.076525406803358e-06
TREML1	3.0754475529378573e-06
HFE	3.0745293029769705e-06
KCNJ9	3.0734167601986024e-06
TARDBP	3.0706869030029885e-06
REV3L	3.0700419307984858e-06
FOXA1	3.067637310239809e-06
APBA3	3.0666164178932955e-06
GATA6	3.064680252317072e-06
PEX11B	3.0641488194316444e-06
KCTD3	3.062266246176678e-06
CNN3	3.0611934435372036e-06
MAP4K1	3.061054297761723e-06
PRSS33	3.056359147426365e-06
TMCO1	3.0489613465891043e-06
STK40	3.0449801176049207e-06
SLC13A4	3.0416295230268135e-06
PCDHGA9	3.0409214306258887e-06
GMFG	3.0381475199276835e-06
EMP1	3.0366839557172675e-06
RCBTB2	3.0352439336131055e-06
SLC35C2	3.0340305375448575e-06
KLF3	3.032619656346677e-06
GRPEL2	3.032362092089256e-06
ADNP	3.0309861826766437e-06
FCF1	3.0309757557495764e-06
OSBPL5	3.027986146582967e-06
NUMB	3.025613307563723e-06
CYSLTR1	3.0243441242842685e-06
ARV1	3.023056794307874e-06
COASY	3.0194191181810363e-06
ALKBH5	3.017419506319793e-06
COX6A2	3.017120744973298e-06
NUDT1	3.0112472556622032e-06
SPAG9	3.008924962412492e-06
P2RX5	3.0089074039260467e-06
DHX8	3.0086448010151255e-06
HEXA	3.002108073921424e-06
SSR1	3.0018156582005846e-06
DLGAP4	3.0008476689975755e-06
DNAJC13	2.990379533823419e-06
NLRP12	2.988311778207259e-06
PHF21A	2.987916267576326e-06
ALDH1A3	2.9872388858834108e-06
CRIP1	2.9864491999753197e-06
IMPA2	2.9837012598749947e-06
SCHIP1	2.981233243361255e-06
PINK1	2.9792288425438024e-06
TKT	2.9777802236590103e-06
EXOC8	2.9758194111669245e-06
TNC	2.975448845633838e-06
IL3RA	2.974884461979863e-06
AQP4	2.973097730452587e-06
TMEFF2	2.9690198841770053e-06
FCGBP	2.965942689321684e-06
RPL18A	2.963332688760541e-06
CENPH	2.961410816167574e-06
TIAL1	2.9596291486495352e-06
PDE2A	2.958131413071956e-06
SBF1	2.95746222863573e-06
APEX1	2.9566408224550115e-06
ITIH5	2.9542343545879966e-06
DIP2C	2.9494079473206746e-06
PTPN7	2.949034111441252e-06
IGSF8	2.9445011875251093e-06
MC2R	2.9426080548800763e-06
TFG	2.9420870715646842e-06
LYSMD1	2.9396930566893283e-06
SNX12	2.9362972903433303e-06
NIF3L1	2.935801313958211e-06
TRRAP	2.935327353461687e-06
POLH	2.9339743094952323e-06
TNS3	2.932121408277177e-06
CHODL	2.930631531052e-06
SEMA4B	2.925879910595967e-06
TUSC1	2.922142412076214e-06
PNMT	2.921490568253286e-06
TM4SF5	2.9150921471425292e-06
PTGIR	2.914896270438773e-06
PIGQ	2.9141225524014566e-06
SLC26A11	2.9115999124531e-06
EVPL	2.9088246638150687e-06
BAK1	2.9086079825590785e-06
PITPNM2	2.9077633236179596e-06
FCHO1	2.9059119127514317e-06
BRD2	2.9031857421032776e-06
FKRP	2.901887700741226e-06
USP42	2.9014219104530736e-06
PSMB2	2.9001417647343164e-06
MFAP2	2.898215206706001e-06
PLAGL2	2.8943618487891855e-06
CTSE	2.8925860219256156e-06
RAB5A	2.892185102529157e-06
PIK3R5	2.8900380840498173e-06
TRAPPC6B	2.8835406864744172e-06
MAT2A	2.882591923832761e-06
PSMC3	2.876040754575347e-06
STAM	2.8758093087960085e-06
FBXO5	2.8715518821698613e-06
ZBTB38	2.869636380079432e-06
SLC44A4	2.868318737584952e-06
CASP8	2.859368918102332e-06
MAGEH1	2.8575251385542942e-06
SIRT5	2.854763872291346e-06
RNF207	2.854685932840551e-06
SMOC1	2.8537504696239222e-06
ABTB1	2.852741619314779e-06
MBTD1	2.848172991686245e-06
JMJD4	2.8463894769352547e-06
PPHLN1	2.84080742327653e-06
MAP2K7	2.8379881567897413e-06
FKBP5	2.833629694666252e-06
NOLC1	2.8335828474838455e-06
DDX17	2.8245892771496245e-06
CACYBP	2.82417539150385e-06
ELF1	2.8208226653587004e-06
THRAP3	2.8197359953464196e-06
SORBS2	2.8197262870873003e-06
TELO2	2.817910208661528e-06
CHD1L	2.817376083273816e-06
LZTR1	2.8159225629493163e-06
CHST11	2.814671916763455e-06
B3GALT2	2.814638672956069e-06
FADS1	2.814498070377622e-06
ST6GALNAC2	2.8116960558044436e-06
SLC36A1	2.809786537634767e-06
AAAS	2.8075554197548916e-06
PLXNA1	2.8074636525437372e-06
MGAT1	2.8072819575051292e-06
LRRC20	2.8026608043310374e-06
DNPEP	2.80056046469889e-06
SLC4A2	2.7961676818877367e-06
ITIH2	2.7919986575076643e-06
DNM3	2.7876274533579203e-06
GFRA2	2.7863761542898926e-06
SNCG	2.784341454195086e-06
PARP1	2.7773801331080104e-06
PAQR4	2.777077577000754e-06
PKHD1	2.771017623501413e-06
TRIM6	2.770097254518306e-06
GPR161	2.7682269803336984e-06
PSMD1	2.765685406187113e-06
ODF4	2.7643400866017838e-06
RNF10	2.764193403127528e-06
EMP3	2.763134051240422e-06
RPS19BP1	2.763097003040663e-06
GP6	2.761107809186872e-06
CLDN4	2.7603138718549977e-06
IGFBP2	2.7583610376943207e-06
PLS3	2.756540196734835e-06
PAOX	2.7525070110101102e-06
ASAH1	2.752028568111127e-06
ACR	2.7510839345384938e-06
RRM2B	2.750513044990313e-06
FOLR1	2.748826254761707e-06
ACE2	2.7465339500928107e-06
RIOK2	2.744795110746911e-06
MAD2L1BP	2.7374394548934605e-06
FOXP4	2.7342030573358668e-06
ARID3A	2.7312900580880327e-06
RACGAP1	2.7305449068122457e-06
MAGI1	2.7235728806175717e-06
NDUFAB1	2.720324906465942e-06
CHAD	2.719776168217229e-06
FUT11	2.7192671427423473e-06
EIF4B	2.7192126195553693e-06
SUB1	2.716726370578318e-06
MBD6	2.7166684515170977e-06
SDC4	2.7160504853976557e-06
SFTPB	2.714033663601635e-06
FURIN	2.7090423372189e-06
EPHA3	2.707713968349414e-06
RAPGEF2	2.706932894699562e-06
EHBP1	2.706122263137207e-06
COL6A1	2.6967357603353675e-06
HPS3	2.6958751287588774e-06
PDIA3	2.6956719430524147e-06
ARSA	2.6933121557053513e-06
LDHD	2.6931554018143796e-06
MRPS30	2.691661938579152e-06
METTL3	2.6909541341902788e-06
INSR	2.6902669499520788e-06
NIP7	2.686785954834193e-06
TPM4	2.6841638955615948e-06
CACNB2	2.682408899422939e-06
L1CAM	2.6782556872811685e-06
RAPGEF1	2.676773110829901e-06
POLR2J	2.674190503840838e-06
PRKACB	2.6719722323758015e-06
CAP1	2.6678194416407946e-06
ENO2	2.6655848281746497e-06
NOC2L	2.6624225745479406e-06
CELSR1	2.6614400453974735e-06
OGDH	2.6609519137874357e-06
ABCD1	2.658838858684829e-06
GNA13	2.6568372473678137e-06
LRRK2	2.6558785686766354e-06
ARG2	2.6551589886267467e-06
PPID	2.653937087554407e-06
SMG7	2.6531418555487494e-06
ANXA1	2.6519728493275657e-06
JPH2	2.6517954880323015e-06
SDCBP2	2.6514360128885036e-06
GLRX	2.641689352169269e-06
TBX6	2.6395685453869495e-06
MEGF6	2.634036238108544e-06
UBE2J2	2.632027835081412e-06
LITAF	2.6141288585276286e-06
GM2A	2.6139085215606316e-06
CGN	2.6114734995188166e-06
ADORA3	2.610424801204182e-06
TUBB2A	2.6077074345136265e-06
PPIH	2.6071268524322913e-06
DUSP3	2.6036650733585825e-06
TPCN2	2.6017259063948158e-06
WSB1	2.600357432199108e-06
ZFPM1	2.5990041355201285e-06
HEPACAM	2.5975080155409725e-06
BCAP31	2.593907630616655e-06
MOGAT1	2.5903810243073425e-06
ABHD14B	2.5899643334955404e-06
TSNAX	2.587977467504075e-06
WDR43	2.586874520892729e-06
MGST2	2.586756247738803e-06
THSD1	2.5822243838285596e-06
PSMC4	2.5813498512431927e-06
GNG11	2.576260306588438e-06
HECW2	2.5746644415803617e-06
ATP2C1	2.5709682853323114e-06
WAC	2.5673833684697297e-06
ZFYVE26	2.566826799933874e-06
FBN1	2.5653119211065845e-06
MAGED2	2.564191457164757e-06
EPHA1	2.560531525545215e-06
MYB	2.560531525545215e-06
FUNDC2	2.558074817135221e-06
PCP4	2.553771662130646e-06
CHN2	2.54906075100738e-06
KLF15	2.5479680581106165e-06
PSMD11	2.547165858611589e-06
HOXA3	2.5450649936711143e-06
CHAF1B	2.541012409098554e-06
MPV17L	2.5395718088863624e-06
GHRH	2.5392191155892276e-06
LSM4	2.5384986630226385e-06
OAF	2.538484119613834e-06
RNF111	2.53569582258537e-06
LARP6	2.5344949037481506e-06
GP9	2.5336356640473576e-06
ZFP91	2.5314244804561436e-06
GPR180	2.5301107190029165e-06
SPRYD3	2.528841386471818e-06
NRXN2	2.522387479697182e-06
TIPIN	2.518638114806795e-06
DNER	2.5182930176871373e-06
TMEM44	2.5149402805752026e-06
CIC	2.513778546528735e-06
ETHE1	2.5136214305912946e-06
RALGPS1	2.512675706052513e-06
TGFBR2	2.5123420847958745e-06
FAS	2.511866709323948e-06
EID2	2.511732053647052e-06
HTRA1	2.5097009532840955e-06
BGN	2.5058238559187652e-06
BAHD1	2.5047248849866117e-06
SLC1A5	2.504590113495334e-06
TAGLN	2.504205968708051e-06
MPP6	2.4988607875201744e-06
PTPRK	2.495173844915855e-06
SCYL2	2.4937585951845714e-06
LIMD1	2.492832748110439e-06
FGFR2	2.491076963979876e-06
MLF2	2.4881098084994046e-06
EIF2A	2.4855877088629257e-06
TFPI	2.48431676520896e-06
CTDSPL	2.4834191808956322e-06
DHH	2.479514906840136e-06
PPP2R3A	2.477577919477583e-06
OTUD7A	2.475872587384321e-06
GPLD1	2.472376423349406e-06
GRINA	2.470014444980049e-06
GOLGA2	2.4693076642972244e-06
ABLIM3	2.4656717652132896e-06
ITGA2B	2.465613249679547e-06
SLC9A3R2	2.4651159554868977e-06
ZPBP	2.463267933247608e-06
LIMS2	2.4608553622638013e-06
PCP4L1	2.4578013729124687e-06
PGM2L1	2.4570113828024396e-06
CFC1	2.4560933150864512e-06
PTCD1	2.454828088499674e-06
ROBO4	2.4546898020319954e-06
SYNJ1	2.4541299835102547e-06
ARID2	2.452664218363694e-06
PON3	2.449989604102395e-06
RETN	2.4478895531921067e-06
NLK	2.4451146318297983e-06
SIAE	2.4438136093805303e-06
MSI1	2.4427357370460492e-06
UNC45A	2.4417807357465115e-06
SH3TC2	2.4378326769774927e-06
H2AFY	2.4375293053089386e-06
SNX27	2.436429979560256e-06
SUCLG1	2.4358819923932102e-06
TBC1D7	2.4300356215707824e-06
SLC22A18	2.4290306330113723e-06
HOMER2	2.427313233366913e-06
BRF2	2.4184893531776398e-06
TRIM39	2.4178102547768928e-06
PSME3	2.416810422536791e-06
SEC13	2.4123869693849134e-06
SMARCE1	2.4123119930267844e-06
HIP1	2.411795341543436e-06
RCL1	2.4111526154031454e-06
MRPL23	2.4106992251362877e-06
IGSF3	2.4095792371621536e-06
STK38L	2.406894544597194e-06
SCRN1	2.4032747236353143e-06
CACNA2D1	2.402911997951966e-06
TMEM45B	2.4022904421825086e-06
LSM14B	2.4015667039663558e-06
H6PD	2.3992802754165867e-06
BBX	2.3986378019150997e-06
SETBP1	2.3978377381696603e-06
RAPGEF5	2.397777135194028e-06
TK2	2.397406082338464e-06
NSMCE1	2.3942481845724966e-06
LRP12	2.391903964705446e-06
GSTK1	2.3913714510180354e-06
MAPKAP1	2.3876766133576815e-06
FGD1	2.386957437960423e-06
SLC25A12	2.3863701993340822e-06
ARL8A	2.3849324132522443e-06
PRMT6	2.381898768879642e-06
KRCC1	2.3689533494387175e-06
LYPLA2	2.365683588183969e-06
ADCY7	2.3649950072393033e-06
FRAS1	2.36410541639714e-06
QPCT	2.3633321997287303e-06
WDR54	2.360902702626973e-06
TAF13	2.3607152691751735e-06
WDFY1	2.3594227707302445e-06
RNF122	2.359395106053002e-06
LYPD2	2.358956102555447e-06
CD27	2.3571984400619155e-06
HSPB1	2.35600527577209e-06
KCNK7	2.35273894724422e-06
OGFRL1	2.3500067572062222e-06
SFT2D3	2.345160712645968e-06
TMEM185B	2.3439322051357793e-06
PHOSPHO2	2.3420327017045037e-06
RC3H1	2.340259700057919e-06
TAF5L	2.339173735005362e-06
TCN2	2.3361085404751093e-06
LTBP2	2.3346247721497475e-06
RAB3IL1	2.3335877412825637e-06
CHD9	2.3334570714040707e-06
PCDH7	2.3278888056746255e-06
KCNK4	2.3249807909543268e-06
CIT	2.3207687947790517e-06
DGCR8	2.319558951912026e-06
CMKLR1	2.3185787997481376e-06
NOXO1	2.3173382005177043e-06
NUTF2	2.3164191186049696e-06
PADI2	2.315331033467928e-06
UQCRC1	2.3136068859970718e-06
CROCC	2.311969064596057e-06
SUPT5H	2.3089712801116384e-06
UBE2N	2.3070709816746143e-06
WISP2	2.303556074821871e-06
VGLL4	2.2994291340031984e-06
DKK3	2.2974251935854696e-06
RHBDD3	2.294998326230388e-06
DDX6	2.2923087986259743e-06
MAPK3	2.2910722267627017e-06
PIK3AP1	2.288598924557437e-06
WNT10A	2.2867371846819185e-06
TPCN1	2.2844519406891355e-06
MXRA8	2.2826488834924666e-06
RPLP0	2.2812186960475663e-06
MMP14	2.2753336324264566e-06
ATP13A2	2.2744120765279874e-06
ST6GALNAC3	2.2736201142374077e-06
TBL1XR1	2.2706612297985534e-06
PHACTR2	2.2670888675716823e-06
SETD1A	2.2666308126890854e-06
ATP13A4	2.2652265854145986e-06
NLRX1	2.2626661039662803e-06
ICA1	2.2609329784372916e-06
PABPN1	2.260578329815988e-06
VAMP5	2.2579167938140536e-06
ABCE1	2.2570230102979248e-06
PIP5K1B	2.2526378429708498e-06
TAS1R1	2.252502513749614e-06
PTGER2	2.2489238637312673e-06
STMN2	2.2489170321999965e-06
OSBPL8	2.2483726606006525e-06
PRSS8	2.247126486093995e-06
SLC16A7	2.2418046620317278e-06
AP2B1	2.2409544022538585e-06
TAOK2	2.237319633372849e-06
CAPZA1	2.2356110652962583e-06
HMGN3	2.233652650698685e-06
ITM2A	2.231914488075695e-06
SMURF2	2.2304486053290607e-06
TMEM64	2.230108778246118e-06
LPXN	2.229362237011563e-06
PLXNB3	2.2230049010223134e-06
UBE2O	2.2190070564305816e-06
CAPS2	2.2179824665302874e-06
RHOC	2.2175381081673603e-06
PCOLCE2	2.2160733231325337e-06
PDE8B	2.2160733231325337e-06
CASP4	2.2160733231325337e-06
ADAM17	2.214338016528181e-06
SMARCA1	2.2104749177645847e-06
MMAA	2.2075132028548026e-06
DDX10	2.205931652935151e-06
CREM	2.1952467665597005e-06
PDCL	2.1932200192218675e-06
NEBL	2.192752932045698e-06
SYTL1	2.191851059988037e-06
TTC32	2.189235519242375e-06
E2F6	2.187643205308055e-06
KIF13B	2.186779227567008e-06
TIMM17B	2.1864327680171543e-06
HDAC10	2.1858126789285496e-06
MON1B	2.1852383424835993e-06
PRDM11	2.1836519597149867e-06
NFKBIL1	2.1831567579509964e-06
RPL15	2.182079296789408e-06
LY6E	2.181641366579058e-06
TOMM20	2.1798721461216725e-06
CASP9	2.17875680013238e-06
FBXO25	2.1764060144890654e-06
TSC22D4	2.1757898996858602e-06
ST7L	2.170936278104792e-06
CDC25B	2.170721942499598e-06
LIMA1	2.1689542087509856e-06
ARCN1	2.1675576628704557e-06
SARS	2.167057520525312e-06
CDC6	2.162466088281378e-06
PDK1	2.161171150711196e-06
ARHGDIG	2.1611619710989105e-06
SLC2A10	2.1608363595435944e-06
NCKIPSD	2.1605267206990574e-06
SEC63	2.160187084305896e-06
HLF	2.158180346974647e-06
KHSRP	2.1537923612046315e-06
PLA2R1	2.15338236979939e-06
DCLRE1C	2.152500284397092e-06
SHF	2.1517504636021746e-06
TRIB2	2.149533039606226e-06
ALG2	2.1471923617368578e-06
TRAK2	2.1448692006008514e-06
CCDC97	2.1445942818028234e-06
TTPA	2.1373547219238665e-06
MIF	2.1344023315051005e-06
PUS3	2.1308918145719365e-06
SGTB	2.128881584648347e-06
RASA4	2.1266815336545847e-06
ITM2C	2.1265570834903537e-06
FBXW5	2.1264188059997496e-06
SLCO3A1	2.125006705617053e-06
MRPL28	2.1200325874705016e-06
TRDMT1	2.118939946346801e-06
ZBTB34	2.1183496587148764e-06
MTM1	2.118147126860471e-06
TRABD	2.11776942436861e-06
CPNE2	2.1169549484506697e-06
NFKBIB	2.112389690130649e-06
PHIP	2.112195684257443e-06
DECR1	2.111531995537899e-06
RAB3B	2.1103027002108794e-06
FETUB	2.110034771192994e-06
PDLIM2	2.108934781696331e-06
CLIP3	2.108300554571629e-06
ADAMTSL1	2.1047677275604915e-06
KRTAP8-1	2.1047376031076787e-06
PRMT1	2.103650632334587e-06
DOT1L	2.0989767740434345e-06
SNAPC4	2.0965927807000944e-06
GCC2	2.0961489265599196e-06
UGDH	2.0939500729481546e-06
GOLGA4	2.0925072799330277e-06
F2	2.089611916647607e-06
INPPL1	2.0845933624055164e-06
STAMBP	2.0831219639937663e-06
EDEM1	2.0823452150557604e-06
CUL1	2.081400940220181e-06
DHRS13	2.080607828427875e-06
FBXL17	2.075387947039017e-06
ACP2	2.075010421459896e-06
DYNLL1	2.074637844052288e-06
UCN2	2.073798720085328e-06
PHKA1	2.0704276491884648e-06
GDF2	2.0680523429634317e-06
HMGB2	2.0667389592398183e-06
SH3BP4	2.066049995014899e-06
DIP2B	2.064672639574775e-06
SPINT2	2.05971300084875e-06
UTP14A	2.0583396182512636e-06
PPIF	2.058101736069822e-06
COL9A3	2.056379233423095e-06
RXRA	2.05384024304776e-06
NPC2	2.0537913563518847e-06
MAT1A	2.052802719936838e-06
PA2G4	2.0508270392085872e-06
GPRC6A	2.0491934317675908e-06
PSMD8	2.0490969118597998e-06
MUC5B	2.0466511186323187e-06
RAB13	2.043069378218856e-06
SLC25A45	2.0390423711475882e-06
NRN1L	2.038965750312509e-06
MET	2.0355431476549294e-06
WDR7	2.0354640296471824e-06
LNPEP	2.035224489481628e-06
CMTM8	2.034340608546852e-06
COG3	2.0339117564689335e-06
OPA3	2.033134403887985e-06
ARHGAP27	2.030767653604491e-06
WWC1	2.0303048235876898e-06
WSCD1	2.0290318135293e-06
CGGBP1	2.027254928608188e-06
ZWILCH	2.0232079090601492e-06
MYO1C	2.0199766152919914e-06
SRM	2.019942742417702e-06
ATXN2	2.0193171863512868e-06
PFKL	2.0169264913099046e-06
PLOD3	2.016855723595102e-06
CASK	2.0147172487075155e-06
ZSCAN20	2.0112182965008427e-06
PGC	2.010154926894663e-06
ELL2	2.0099027898497594e-06
TSC22D1	2.004126593830195e-06
CDC37L1	1.996787577614414e-06
GAB1	1.9966110554251187e-06
PTBP1	1.995582957963696e-06
SERTAD4	1.995451443134423e-06
SYT10	1.995336179389666e-06
KISS1	1.9952921874905696e-06
CNBP	1.993510600672319e-06
SRXN1	1.9926827663371745e-06
PLCXD1	1.991592839895832e-06
HMMR	1.9900180874130536e-06
SBDS	1.9894920130203833e-06
RLBP1	1.988063808225681e-06
PRPF6	1.9867840599844205e-06
TRPC2	1.9853393242435963e-06
KRT20	1.9817726710716267e-06
VPS8	1.9806780494684565e-06
ADAMTS15	1.97822278360709e-06
GNA11	1.9767143412760352e-06
BARHL1	1.9753871027023874e-06
TSPYL4	1.9735192967600087e-06
WDR19	1.9705585086066006e-06
GSTM4	1.9701984661641037e-06
SNPH	1.968816721346278e-06
HEXIM2	1.9640959299847045e-06
LSM2	1.9627044367035497e-06
TTF2	1.9593610422228613e-06
ST5	1.958079432640529e-06
FOXP2	1.9578563382933742e-06
USP3	1.956411947807229e-06
PHF3	1.955956183077733e-06
GNAI3	1.955956183077733e-06
