	Number of Increases
COQ9	0
CORIN	0
CDC14B	0
CORO1B	0
CDC123	0
CDADC1	0
COX18	0
CORO2B	0
CORO7	0
CORT	0
CDA	0
COX10	0
COX11	0
COX15	0
COX17	0
CD63	0
CPEB2	0
CLUAP1	0
CD300LG	0
CD320	0
CPT2	0
CD302	0
CPXM2	0
CR2	0
CRADD	0
CRAT	0
CRB3	0
CRBN	0
CPSF4	0
CREB3	0
CREB3L1	0
CD300LB	0
CREB3L3	0
CREB3L4	0
CD300E	0
CD300A	0
CREBZF	0
CPT1B	0
CPSF2	0
CD6	0
CPNE2	0
CD55	0
CPLX1	0
CD5	0
CPLX3	0
CD47	0
CPN1	0
CPN2	0
CPNE1	0
CD46	0
CPSF1	0
CD44	0
CPNE3	0
CD40	0
CD4	0
CPNE5	0
CPNE7	0
CPNE8	0
CD3E	0
COPS7B	0
COPS7A	0
COPS6	0
CNTN4	0
CNOT3	0
CDC73	0
CDC7	0
CNOT6L	0
CNOT7	0
CNOT8	0
CNR1	0
CNR2	0
CDC6	0
CNNM2	0
CNTROB	0
CDC5L	0
COASY	0
COBL	0
COBLL1	0
COCH	0
COG1	0
COG3	0
CNOT1	0
CNN3	0
COPS5	0
CMTM5	0
CDH22	0
CDH1	0
CDCP1	0
CMAS	0
CDCA8	0
CMKLR1	0
CMTM3	0
CMTM4	0
CDCA7L	0
CNN2	0
CMTM7	0
CMTM8	0
CMYA5	0
CNBP	0
CNDP2	0
CNGA1	0
CDCA4	0
CDCA2	0
CDC42SE1	0
COG4	0
COG8	0
COMMD8	0
CDC25C	0
CDC25B	0
COL9A3	0
COLEC11	0
COMMD2	0
CDC25A	0
COMMD5	0
COMMD6	0
COMMD9	0
COL13A1	0
COMP	0
COMTD1	0
COPA	0
CDC23	0
COPE	0
COPG2	0
COPS2	0
COPS3	0
COL7A1	0
CDC27	0
CDC34	0
CDC37	0
CDC42EP5	0
COL14A1	0
CDC42EP4	0
COL18A1	0
COL1A1	0
COL20A1	0
COL22A1	0
CDC42BPG	0
CDC42BPA	0
COL27A1	0
CDC42	0
COL4A3	0
COL4A3BP	0
CDC37L1	0
COL4A5	0
COL5A1	0
COL5A2	0
DMBX1	0
CASC4	0
FOXQ1	0
BCL2L11	0
F7	0
BCL7A	0
BCL6	0
BCL2L13	0
FABP3	0
FADD	0
BCL2L12	0
FADS1	0
FADS3	0
BCL7C	0
FAH	0
FAHD1	0
FAHD2A	0
BCL11B	0
FANCA	0
BCL11A	0
FANCB	0
FANCC	0
BCL7B	0
F2RL1	0
BCKDK	0
EYA3	0
EXOSC9	0
EXT1	0
EXT2	0
EXTL1	0
BCORL1	0
BCOR	0
BCLAF1	0
EYA2	0
EYA4	0
F2R	0
EZH1	0
EZH2	0
F10	0
F11	0
F11R	0
F13A1	0
BCL9L	0
F2	0
FANCD2	0
BCKDHB	0
EXOSC6	0
FBXL2	0
BCAP29	0
FBP1	0
FBXL13	0
FBXL14	0
FBXL15	0
FBXL16	0
FBXL17	0
FBXL18	0
FBXL20	0
FBLN1	0
FBXL22	0
BCAN	0
FBXL3	0
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
BBX	0
FBLN5	0
FBLIM1	0
FANCG	0
BCHE	0
FANCL	0
FANCM	0
BCKDHA	0
FAP	0
FARP1	0
FARSA	0
FARSB	0
FAS	0
BCAT2	0
FBF1	0
BCAS3	0
FASTK	0
FASTKD1	0
FASTKD2	0
FASTKD5	0
BCAR3	0
FAT4	0
FAU	0
EXOSC7	0
EXOSC5	0
EPC2	0
ERCC3	0
EPS8L1	0
EPS8L2	0
BMP1	0
ERAL1	0
ERBB2	0
ERBB3	0
BMI1	0
ERCC1	0
ERCC4	0
EPS15L1	0
BLZF1	0
ERCC5	0
BLOC1S1	0
BLNK	0
ERCC6	0
ERCC8	0
BLMH	0
BLM	0
EPS8	0
EPS15	0
ERG	0
BMPR1B	0
EPHA2	0
EPHA3	0
BNIP3	0
BNIP2	0
EPHB2	0
EPHB3	0
BMS1	0
EPHB4	0
EPHB6	0
EPRS	0
EPHX2	0
EPM2A	0
BMP6	0
EPN1	0
BMP5	0
BMP2K	0
EPOR	0
EPPK1	0
ERF	0
ERGIC1	0
EXOSC4	0
BDH2	0
ETHE1	0
ETNK1	0
BET1L	0
BEST2	0
BECN1	0
ETV1	0
BDNF	0
ETV4	0
EVI2A	0
BFAR	0
EVPL	0
EWSR1	0
EXO1	0
EXOC3	0
EXOC5	0
EXOC6B	0
EXOC8	0
BCR	0
BEX1	0
ETF1	0
ERGIC2	0
ESCO1	0
BLCAP	0
ERLIN1	0
ERLIN2	0
BIRC6	0
BIRC5	0
ERN2	0
BID	0
ERRFI1	0
ESCO2	0
ETAA1	0
BICD2	0
BICC1	0
BHLHB9	0
BGN	0
ESPN	0
BFSP1	0
ESRRA	0
ESRRG	0
FBXO10	0
FBXO11	0
BBS9	0
AZIN1	0
B3GALT4	0
FKBP9	0
FKBPL	0
B3GALT2	0
B3GALNT1	0
FKRP	0
B2M	0
FLII	0
FLNA	0
FKBP7	0
FLNB	0
FLOT1	0
FLOT2	0
FLRT3	0
FMN1	0
AXL	0
CFP	0
AVPR1A	0
FKBP8	0
B3GALT6	0
FMNL2	0
FJX1	0
FHOD3	0
FIBP	0
FIGN	0
B4GALNT4	0
B4GALNT1	0
FIGNL1	0
B3GNT8	0
B3GNT4	0
FKBP10	0
FKBP5	0
FKBP11	0
FKBP15	0
FKBP1A	0
B3GNT2	0
FKBP1B	0
B3GAT3	0
FKBP2	0
FKBP4	0
AVPI1	0
AURKB	0
BBS7	0
FOXL2	0
ATXN10	0
ATXN1	0
FOXE3	0
FOXH1	0
FOXJ1	0
FOXJ2	0
FOXK1	0
FOXK2	0
FOXM1	0
FOXD2	0
ATRNL1	0
ATRN	0
ATPAF1	0
ATP9B	0
ATP9A	0
ATP8B3	0
FOXP2	0
FOXP4	0
FOXD4	0
FOXD1	0
FMO4	0
FNTB	0
AURKAIP1	0
FMR1	0
AURKA	0
FN3K	0
FNDC3A	0
FNDC3B	0
FNDC4	0
FNIP1	0
FOLR1	0
ATXN2	0
AUH	0
ATXN7L2	0
ATXN7L1	0
ATXN7	0
ATXN3	0
FOXA1	0
FOXA2	0
ATXN2L	0
B4GALT1	0
FHOD1	0
FHL3	0
BARD1	0
FBXO5	0
BASP1	0
FBXO9	0
FBXW2	0
BARX2	0
FBXW4	0
BARHL1	0
FBXW5	0
FCER1G	0
BATF	0
FCF1	0
FCGBP	0
BANP	0
FCGRT	0
BANF1	0
FCHO2	0
FCHSD1	0
FCHSD2	0
FBXO46	0
BAX	0
FHL2	0
FBXO34	0
FBXO2	0
FBXO22	0
FBXO25	0
FBXO30	0
FBXO32	0
BBS2	0
BBS12	0
FBXO33	0
FBXO36	0
BAZ1B	0
BBS10	0
BBS1	0
FBXO38	0
FBXO4	0
BAZ2B	0
FBXO42	0
FBXO44	0
BAZ2A	0
FCRL5	0
FCRLA	0
BAK1	0
FGFR1OP2	0
BAG1	0
FGF2	0
FGF7	0
BACH1	0
BACE2	0
FGFBP3	0
BAALC	0
FGFR1	0
FGFR2	0
FDFT1	0
B4GALT7	0
B4GALT6	0
FGFR4	0
B4GALT5	0
FGFRL1	0
B4GALT2	0
FGR	0
FHL1	0
BAG2	0
BAG3	0
FGD4	0
FGD3	0
BAIAP3	0
FDPS	0
FDXR	0
FECH	0
FEM1A	0
FEM1B	0
FEM1C	0
BAIAP2L2	0
BAIAP2L1	0
FEN1	0
FES	0
FETUB	0
BAIAP2	0
FEZ2	0
BAHD1	0
FGD1	0
BAG5	0
EPHA1	0
BNIP3L	0
DMPK	0
CADM3	0
DTL	0
DTNA	0
DTNBP1	0
DTX1	0
CADPS2	0
DTX3	0
DTX4	0
CADM4	0
CAD	0
DST	0
DUS1L	0
DUS3L	0
DUS4L	0
CACYBP	0
DUSP11	0
DUSP14	0
DUSP16	0
CACNG6	0
DTD1	0
DSP	0
DUSP22	0
CALM2	0
CALR3	0
CALR	0
DPT	0
DPY19L3	0
CALML4	0
DPYD	0
DPYSL2	0
DPYSL3	0
DQX1	0
DSN1	0
DRD2	0
CALM1	0
CALCOCO1	0
DRG1	0
DSCAM	0
DSE	0
CALCA	0
DSG2	0
DUSP2	0
DUSP26	0
CALU	0
E2F8	0
DZIP1L	0
E2F1	0
E2F2	0
E2F3	0
E2F4	0
E2F5	0
E2F6	0
CACNA1S	0
E4F1	0
DYRK3	0
EAF1	0
CACNA1H	0
EBI3	0
EBNA1BP2	0
EBP	0
CACNA1G	0
ECD	0
ECE1	0
DYSF	0
CACNA2D1	0
DUSP3	0
DYM	0
CACNG1	0
DUSP6	0
DUSP7	0
CACNB3	0
DUSP9	0
DUT	0
DVL2	0
DVL3	0
DYNC1H1	0
DYRK1B	0
DYNC1I2	0
DYNC1LI2	0
DYNC2LI1	0
DYNLL1	0
DYNLL2	0
CACNB2	0
DYNLT3	0
DYRK1A	0
DPP9	0
DPP8	0
EPAS1	0
CAPS2	0
CAPSL	0
DNAJC16	0
DNAJC18	0
DNAJC19	0
DNAJC6	0
DNAJC7	0
DNALI1	0
DNASE1L1	0
CAPRIN2	0
DNAJC14	0
CAPRIN1	0
CAPNS1	0
CAPN5	0
CAPN3	0
CAPN2	0
DNM2	0
DNM3	0
CAPN12	0
DNAJC15	0
DNAJC13	0
DNMT1	0
CARD14	0
DMTF1	0
DMWD	0
CARTPT	0
CARS	0
DMXL2	0
CARD6	0
DNAJA1	0
DNAJA3	0
CARD11	0
DNAJC12	0
DNAJB1	0
CARD10	0
CAPZB	0
DNAJB5	0
CAPZA2	0
CAPZA1	0
DNAJB9	0
DNAJC1	0
DNMBP	0
DNMT3A	0
CAMK1D	0
CAMK2G	0
DONSON	0
DOT1L	0
DPAGT1	0
CAMK4	0
DPEP1	0
DPEP3	0
CAMK2N2	0
CAMK2N1	0
DPH3	0
DOLPP1	0
CAMK2D	0
DPH5	0
DPM1	0
CAMK1G	0
DPP3	0
DPP4	0
DPP6	0
DPP7	0
CAMP	0
CAMSAP1	0
DNPEP	0
DOCK7	0
DNTTIP2	0
CAPN10	0
CAPN1	0
DOC2B	0
DOCK10	0
CAP1	0
DOCK5	0
DOCK6	0
DOCK8	0
DOK7	0
CANX	0
CANT1	0
DOCK9	0
CAMTA2	0
DOK1	0
CAMTA1	0
DOK3	0
DOK4	0
CACNA1A	0
CACHD1	0
ECEL1	0
ELOVL1	0
ELK3	0
BRWD1	0
ELL2	0
ELMO1	0
ELMO2	0
ELMO3	0
ELN	0
BRPF1	0
ELOVL5	0
ELF4	0
ELOVL7	0
BRMS1L	0
ELP4	0
EMD	0
EME1	0
BRMS1	0
EMG1	0
EMID1	0
ELF5	0
ELF3	0
BRI3	0
EIF5A2	0
BTBD2	0
EIF4ENIF1	0
EIF4G1	0
BTBD11	0
EIF4G3	0
EIF5	0
BTBD10	0
EIF5A	0
EIF5B	0
BRWD3	0
ELAC2	0
BSPRY	0
BSN	0
ELAVL1	0
BSDC1	0
BSCL2	0
ELF1	0
ELF2	0
BRIP1	0
BRF2	0
ECH1	0
BPHL	0
ENOX2	0
BRCA1	0
ENPP2	0
ENPP4	0
ENSA	0
ENTPD2	0
ENTPD3	0
BPTF	0
ENTPD6	0
ENO2	0
ENTPD7	0
ENTPD8	0
ENY2	0
EOMES	0
BOP1	0
BOLA3	0
EP300	0
EP400	0
ENO3	0
BRCC3	0
EMILIN3	0
BRD8	0
EML1	0
BRF1	0
EML2	0
EML4	0
EMP1	0
EMP2	0
EMP3	0
EMX1	0
EN2	0
ENO1	0
BRD7	0
ENAH	0
BRD4	0
ENC1	0
ENDOD1	0
BRD3	0
BRD2	0
BRD1	0
EIF4EBP2	0
EIF4EBP1	0
BTBD3	0
EFEMP1	0
EED	0
EEF1A1	0
C3AR1	0
EEF1D	0
C1RL	0
C1QTNF6	0
EEF2	0
EEF2K	0
EFEMP2	0
EDNRA	0
EFHC1	0
EFHC2	0
EFHD1	0
EFHD2	0
C1QTNF2	0
C1QA	0
EFNA2	0
EFNA4	0
EEA1	0
C4B	0
EIF4E3	0
CAB39L	0
CABYR	0
ECHDC1	0
ECHDC2	0
CABP4	0
CABLES1	0
ECHS1	0
ECM1	0
ECSIT	0
EDA	0
C8G	0
EDA2R	0
EDAR	0
EDC3	0
EDEM1	0
EDEM2	0
CAB39	0
EDEM3	0
EDF1	0
EFNA5	0
EFNB1	0
EFNB2	0
EIF2B5	0
EID1	0
BUB1	0
EID3	0
EIF1	0
EIF2A	0
EIF2AK1	0
EIF2AK3	0
EIF2AK4	0
EIF2S2	0
C1GALT1C1	0
BTG3	0
EIF4A2	0
EIF4B	0
EIF4E	0
BTF3	0
EIF4E2	0
BTD	0
BTC	0
EI24	0
EHMT2	0
EHMT1	0
EHHADH	0
EFTUD2	0
EGFL7	0
EGFL8	0
C1GALT1	0
EGFR	0
EGLN1	0
EGLN2	0
BZW2	0
EGLN3	0
BYSL	0
BUD31	0
BUB3	0
EHBP1	0
BUB1B	0
EHD2	0
EHD3	0
EHD4	0
LBR	0
MKLN1	0
LCAT	0
SMYD4	0
SMG7	0
SMN1	0
SMO	0
SMOC1	0
SMOC2	0
SMOX	0
SMPD1	0
SMPDL3A	0
SMS	0
SMURF1	0
SMURF2	0
SNAI2	0
SMCR8	0
SNAI3	0
SNAP23	0
SNAP29	0
SNAPC1	0
SNAPC3	0
SNAPC4	0
SNAPC5	0
SNCA	0
SNCAIP	0
SND1	0
SNF8	0
SMG5	0
SMC5	0
SPATA18	0
SMAD6	0
SLIT1	0
SLIT2	0
SLIT3	0
SLK	0
SLMAP	0
SLTM	0
SLURP1	0
SMAD1	0
SMAD2	0
SMAD3	0
SMAD4	0
SMAD7	0
SMC4	0
SMAD9	0
SMARCA1	0
SMARCA2	0
SMARCAL1	0
SMARCC1	0
SMARCD2	0
SMARCD3	0
SMARCE1	0
SMC1A	0
SMC2	0
SMC3	0
SNHG8	0
SNN	0
SNPH	0
SOX18	0
SOCS5	0
SOCS6	0
SORBS1	0
SORBS2	0
SORBS3	0
SORD	0
SOS1	0
SOST	0
SOX1	0
SOX10	0
SOX12	0
SOX2	0
SNRPA1	0
SOX4	0
SP1	0
SP2	0
SP3	0
SP5	0
SPACA1	0
SPAG1	0
SPAG16	0
SPAG4	0
SPAG7	0
SPAG9	0
SOCS2	0
SOBP	0
SOAT2	0
SOAT1	0
SNRPB	0
SNRPD1	0
SNRPD3	0
SNRPE	0
SNRPG	0
SNTA1	0
SNUPN	0
SNX10	0
SNX11	0
SNX12	0
SNX13	0
SNX14	0
SNX15	0
SNX16	0
SNX21	0
SNX24	0
SNX25	0
SNX27	0
SNX4	0
SNX5	0
SNX7	0
SNX8	0
SNX9	0
SLCO4A1	0
SLCO3A1	0
SLC9A6	0
SLC35B3	0
SLC30A5	0
SLC30A6	0
SLC30A7	0
SLC30A9	0
SLC31A1	0
SLC31A2	0
SLC33A1	0
SLC35A1	0
SLC35A4	0
SLC35B1	0
SLC35B2	0
SLC35B4	0
SLC37A2	0
SLC35C1	0
SLC35C2	0
SLC35D1	0
SLC35D2	0
SLC35E1	0
SLC35E3	0
SLC35E4	0
SLC35F2	0
SLC35F3	0
SLC35F5	0
SLC36A1	0
SLC30A4	0
SLC30A1	0
SLC2A9	0
SLC2A6	0
SLC25A27	0
SLC25A28	0
SLC25A29	0
SLC25A3	0
SLC25A32	0
SLC25A33	0
SLC25A35	0
SLC25A4	0
SLC25A40	0
SLC25A41	0
SLC25A42	0
SLC25A44	0
SLC25A45	0
SLC26A11	0
SLC26A2	0
SLC26A6	0
SLC26A9	0
SLC27A3	0
SLC27A4	0
SLC29A2	0
SLC29A4	0
SLC2A10	0
SLC2A12	0
SLC36A3	0
SLC37A3	0
SLC9A3R2	0
SLC6A8	0
SLC4A2	0
SLC4A3	0
SLC4A4	0
SLC4A7	0
SLC4A9	0
SLC5A12	0
SLC5A3	0
SLC5A6	0
SLC6A16	0
SLC6A4	0
SLC6A6	0
SLC6A9	0
SLC38A1	0
SLC7A1	0
SLC7A11	0
SLC7A4	0
SLC7A5	0
SLC7A6	0
SLC7A7	0
SLC7A9	0
SLC8A1	0
SLC8A2	0
SLC8A3	0
SLC9A1	0
SLC4A1AP	0
SLC4A11	0
SLC4A1	0
SLC46A1	0
SLC38A2	0
SLC38A3	0
SLC39A1	0
SLC39A13	0
SLC39A14	0
SLC39A4	0
SLC39A6	0
SLC39A7	0
SLC39A8	0
SLC39A9	0
SLC3A1	0
SLC3A2	0
SLC41A1	0
SLC41A2	0
SLC41A3	0
SLC43A1	0
SLC43A2	0
SLC43A3	0
SLC44A1	0
SLC44A2	0
SLC44A3	0
SLC44A4	0
SLC45A3	0
SPAST	0
SPATA2	0
SLC25A23	0
SUMF2	0
STXBP2	0
STXBP4	0
STXBP6	0
STYK1	0
STYX	0
SUB1	0
SUCLA2	0
SUCLG1	0
SUCLG2	0
SULF2	0
SUMF1	0
SUMO1	0
STX7	0
SUPT16H	0
SUPT5H	0
SUPT6H	0
SUPV3L1	0
SURF2	0
SURF4	0
SURF6	0
SUSD4	0
SUV39H2	0
SUZ12	0
SV2A	0
STXBP1	0
STX6	0
SPATA5	0
STMN2	0
STK11	0
STK11IP	0
STK16	0
STK17B	0
STK19	0
STK25	0
STK3	0
STK38	0
STK38L	0
STK4	0
STK40	0
STMN4	0
STX2	0
STOM	0
STON2	0
STOX2	0
STRA6	0
STRBP	0
STRN	0
STRN3	0
STRN4	0
STUB1	0
STX16	0
STX1A	0
SVOPL	0
SWAP70	0
SYAP1	0
TAF5L	0
TACR1	0
TACSTD2	0
TAF1	0
TAF11	0
TAF12	0
TAF13	0
TAF15	0
TAF1A	0
TAF1C	0
TAF2	0
TAF3	0
TAF7	0
SYCN	0
TAF9	0
TAGLN2	0
TAGLN3	0
TAL1	0
TAL2	0
TALDO1	0
TANC1	0
TANC2	0
TAOK1	0
TAOK2	0
TAOK3	0
TACC3	0
TACC2	0
TACC1	0
TAC4	0
SYDE1	0
SYF2	0
SYN1	0
SYNE1	0
SYNGR1	0
SYNGR4	0
SYNJ1	0
SYNJ2	0
SYNJ2BP	0
SYNPO2	0
SYP	0
SYT10	0
SYT13	0
SYT15	0
SYT17	0
SYT3	0
SYT5	0
SYT9	0
SYTL1	0
SYTL2	0
SYTL3	0
SYTL4	0
SYVN1	0
STK10	0
STIP1	0
STIM2	0
SRGAP3	0
SPTLC1	0
SPTLC2	0
SPTY2D1	0
SQLE	0
SQSTM1	0
SRBD1	0
SRC	0
SREBF1	0
SREBF2	0
SRF	0
SRGAP1	0
SRM	0
SS18	0
SRP14	0
SRP19	0
SRP68	0
SRP72	0
SRP9	0
SRPK2	0
SRPK3	0
SRPX2	0
SRR	0
SRRM1	0
SRRM2	0
SPSB4	0
SPSB2	0
SPRYD4	0
SPRYD3	0
SPATA6	0
SPATA7	0
SPC24	0
SPCS1	0
SPCS2	0
SPEG	0
SPEN	0
SPG7	0
SPHK1	0
SPHK2	0
SPIN1	0
SPINK2	0
SPINK4	0
SPINK5	0
SPINT2	0
SPIRE1	0
SPN	0
SPON2	0
SPOP	0
SPR	0
SPRED1	0
SPRED2	0
SPRY1	0
SRXN1	0
SS18L1	0
STIM1	0
STARD4	0
STAB2	0
STAC2	0
STAC3	0
STAG2	0
STAG3	0
STAM	0
STAMBP	0
STAMBPL1	0
STARD10	0
STARD13	0
STARD3	0
STARD5	0
SSBP2	0
STARD7	0
STARD8	0
STARD9	0
STAT3	0
STAT6	0
STAU2	0
STEAP1	0
STEAP2	0
STEAP3	0
STEAP4	0
STIL	0
STAB1	0
ST8SIA5	0
ST8SIA2	0
ST7L	0
SSBP3	0
SSBP4	0
SSH1	0
SSH3	0
SSNA1	0
SSPN	0
SSR1	0
SSR2	0
SSR3	0
SSU72	0
ST13	0
ST14	0
ST3GAL1	0
ST3GAL2	0
ST3GAL4	0
ST3GAL5	0
ST3GAL6	0
ST5	0
ST6GAL1	0
ST6GALNAC2	0
ST6GALNAC3	0
ST6GALNAC4	0
ST6GALNAC6	0
SLC25A25	0
SLC25A22	0
TAPBP	0
RTTN	0
RSL1D1	0
RSPO3	0
RSPRY1	0
RSU1	0
RTBDN	0
RTF1	0
RTKN	0
RTN2	0
RTN3	0
RTN4IP1	0
RTN4RL1	0
RUFY1	0
RRS1	0
RUFY2	0
RUFY3	0
RUNDC1	0
RUNX1	0
RUNX2	0
RUNX3	0
RUVBL1	0
RUVBL2	0
RWDD1	0
RXFP4	0
RXRA	0
RSC1A1	0
RRP9	0
SCN3A	0
RPS7	0
RPS29	0
RPS3	0
RPS3A	0
RPS4X	0
RPS6	0
RPS6KA1	0
RPS6KA3	0
RPS6KA4	0
RPS6KA5	0
RPS6KA6	0
RPS6KC1	0
RPS9	0
RRP1B	0
RPUSD1	0
RRAD	0
RRAGC	0
RRAS	0
RRAS2	0
RRBP1	0
RREB1	0
RRM2B	0
RRN3	0
RRP12	0
RRP15	0
RXRB	0
RYK	0
RYR1	0
SCAMP5	0
SAT1	0
SAT2	0
SATB1	0
SBDS	0
SBF1	0
SBK1	0
SBNO1	0
SBNO2	0
SCAMP1	0
SCAMP2	0
SCAMP4	0
SCAND1	0
S100A10	0
SCAP	0
SCARB1	0
SCARB2	0
SCARF1	0
SCG3	0
SCG5	0
SCGB1A1	0
SCGB3A1	0
SCHIP1	0
SCLY	0
SCMH1	0
SASS6	0
SASH1	0
SART3	0
SART1	0
S100A11	0
S100A13	0
S100A16	0
S100A3	0
S100A4	0
S100A6	0
S100PBP	0
SACM1L	0
SACS	0
SAFB	0
SAFB2	0
SAMD1	0
SAMD10	0
SAMD14	0
SAMD4B	0
SAMM50	0
SAP130	0
SAP18	0
SAP30	0
SAP30BP	0
SAP30L	0
SAR1A	0
SARDH	0
RPS27	0
RPS26	0
RPS24	0
RNH1	0
RNF31	0
RNF32	0
RNF38	0
RNF4	0
RNF40	0
RNF43	0
RNF44	0
RNF5	0
RNF7	0
RNF8	0
RNGTT	0
RNPEP	0
RP9	0
RNPEPL1	0
RNPS1	0
ROBO1	0
ROBO2	0
ROBO4	0
ROCK1	0
ROCK2	0
ROGDI	0
ROPN1L	0
ROR1	0
RORA	0
RNF26	0
RNF25	0
RNF24	0
RNF215	0
RNF10	0
RNF103	0
RNF11	0
RNF111	0
RNF121	0
RNF122	0
RNF126	0
RNF128	0
RNF13	0
RNF130	0
RNF138	0
RNF146	0
RNF149	0
RNF152	0
RNF166	0
RNF167	0
RNF168	0
RNF170	0
RNF186	0
RNF20	0
RNF207	0
RNF208	0
RNF214	0
RORC	0
RPA3	0
RPS21	0
RPP40	0
RPL5	0
RPL6	0
RPL7	0
RPL7L1	0
RPL8	0
RPLP0	0
RPN1	0
RPN2	0
RPP25	0
RPP30	0
RPP38	0
RPRM	0
RPAIN	0
RPRML	0
RPS10	0
RPS12	0
RPS14	0
RPS15A	0
RPS16	0
RPS17	0
RPS18	0
RPS19	0
RPS19BP1	0
RPS2	0
RPL41	0
RPL4	0
RPL3L	0
RPL39	0
RPGR	0
RPGRIP1	0
RPH3AL	0
RPL10	0
RPL13A	0
RPL14	0
RPL15	0
RPL17	0
RPL18	0
RPL18A	0
RPL21	0
RPL22	0
RPL23	0
RPL23A	0
RPL24	0
RPL27	0
RPL27A	0
RPL28	0
RPL3	0
RPL35	0
RPL36	0
RPL37	0
RPL37A	0
SCML2	0
SCN3B	0
SLC25A20	0
SHOC2	0
SH3YL1	0
SHANK2	0
SHB	0
SHC1	0
SHC3	0
SHC4	0
SHCBP1	0
SHD	0
SHF	0
SHH	0
SHMT2	0
SHPRH	0
SH3RF1	0
SHQ1	0
SHROOM1	0
SHROOM2	0
SHROOM3	0
SIAE	0
SIDT2	0
SIGIRR	0
SIL1	0
SIN3A	0
SIN3B	0
SIPA1	0
SH3TC2	0
SH3PXD2B	0
SCN5A	0
SH2D5	0
SGCA	0
SGCB	0
SGCE	0
SGIP1	0
SGMS2	0
SGPP1	0
SGSH	0
SGTA	0
SGTB	0
SH2B2	0
SH2D4A	0
SH3BGR	0
SH3PXD2A	0
SH3BGRL	0
SH3BGRL2	0
SH3BGRL3	0
SH3BP1	0
SH3BP2	0
SH3BP4	0
SH3BP5	0
SH3BP5L	0
SH3GL1	0
SH3GL2	0
SH3KBP1	0
SIPA1L1	0
SIPA1L2	0
SIPA1L3	0
SLC1A4	0
SLC16A13	0
SLC16A4	0
SLC16A7	0
SLC16A8	0
SLC16A9	0
SLC17A5	0
SLC17A8	0
SLC19A1	0
SLC19A2	0
SLC1A1	0
SLC1A3	0
SLC1A5	0
SIRPA	0
SLC20A2	0
SLC22A12	0
SLC22A18	0
SLC23A2	0
SLC24A3	0
SLC25A12	0
SLC25A13	0
SLC25A15	0
SLC25A17	0
SLC25A19	0
SLC25A2	0
SLC16A11	0
SLC16A10	0
SLC15A2	0
SLC15A1	0
SIRT1	0
SIRT5	0
SIRT6	0
SIRT7	0
SIX1	0
SIX5	0
SKAP1	0
SKAP2	0
SKI	0
SKIV2L	0
SLAMF7	0
SLBP	0
SLC10A7	0
SLC11A2	0
SLC12A2	0
SLC12A4	0
SLC12A6	0
SLC12A8	0
SLC12A9	0
SLC13A3	0
SLC13A4	0
SLC14A1	0
SLC14A2	0
SFXN5	0
SFXN4	0
SFXN3	0
SEC61B	0
SEC14L1	0
SEC14L2	0
SEC22C	0
SEC23A	0
SEC23B	0
SEC24B	0
SEC24D	0
SEC31A	0
SEC31B	0
SEC61A1	0
SEC61A2	0
SEC61G	0
SEMA4G	0
SEC63	0
SECISBP2	0
SEH1L	0
SEL1L	0
SELENBP1	0
SELPLG	0
SEMA3B	0
SEMA3C	0
SEMA3F	0
SEMA4C	0
SEMA4D	0
SEC13	0
SEC11C	0
SEC11A	0
SDK1	0
SCNM1	0
SCNN1A	0
SCOC	0
SCP2	0
SCPEP1	0
SCRIB	0
SCRN1	0
SCRN2	0
SCRT2	0
SCT	0
SCYL2	0
SCYL3	0
SDAD1	0
SDC1	0
SDC4	0
SDCBP	0
SDCBP2	0
SDF2	0
SDF4	0
SDHA	0
SDHB	0
SDHC	0
SDHD	0
SEMA4F	0
SEMA5B	0
SFXN2	0
SF3B3	0
SETD5	0
SETD6	0
SETD7	0
SETDB1	0
SETMAR	0
SEZ6	0
SEZ6L2	0
SF1	0
SF3A1	0
SF3A2	0
SF3B2	0
SF3B4	0
SEMA6A	0
SF3B5	0
SFI1	0
SFN	0
SFPQ	0
SFRP1	0
SFRP2	0
SFT2D1	0
SFTPA1	0
SFTPB	0
SFTPC	0
SFXN1	0
SETD4	0
SETD2	0
SETD1A	0
SETBP1	0
SEMA6B	0
SEMA6C	0
SENP1	0
SENP2	0
SENP3	0
SEPHS2	0
SERAC1	0
SERBP1	0
SERF2	0
SERINC2	0
SERINC3	0
SERPINA10	0
SERPINA9	0
SERPINB5	0
SERPINB8	0
SERPINE2	0
SERPINF1	0
SERTAD1	0
SERTAD4	0
SESN1	0
SESN2	0
SESTD1	0
SET	0
TAP2	0
TAPBPL	0
RNASEL	0
USP5	0
USP28	0
USP3	0
USP31	0
USP32	0
USP36	0
USP38	0
USP39	0
USP42	0
USP46	0
USP47	0
USP48	0
USP53	0
USP25	0
USP54	0
USP8	0
UST	0
UTF1	0
UTP14A	0
UTP20	0
UTP6	0
UTRN	0
UTS2R	0
UVRAG	0
UXS1	0
USP27X	0
USP22	0
WASF1	0
UQCRQ	0
UNKL	0
UPB1	0
UPF1	0
UPF2	0
UPF3A	0
UPF3B	0
UPK1A	0
UPP1	0
UQCRB	0
UQCRC1	0
UQCRH	0
URM1	0
USP21	0
UROS	0
USF1	0
USF2	0
USH1G	0
USP10	0
USP11	0
USP13	0
USP14	0
USP15	0
USP16	0
USP19	0
VAC14	0
VAMP1	0
VAMP3	0
